seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
809.0,1607277473.585346,124.0,,,inf
810.0,1607277473.594592,124.0,,,inf
811.0,1607277473.604718,124.0,,,inf
812.0,1607277473.614262,124.0,,,inf
813.0,1607277473.6251771,124.0,,,inf
814.0,1607277473.6345239,124.0,,,inf
815.0,1607277473.64504,124.0,,,inf
816.0,1607277473.654944,124.0,,,inf
817.0,1607277473.664685,124.0,,,inf
818.0,1607277473.6748428,124.0,,,inf
819.0,1607277473.6840808,124.0,,,inf
820.0,1607277473.694634,124.0,,,inf
821.0,1607277473.705526,124.0,,,inf
822.0,1607277473.714088,124.0,,,inf
823.0,1607277473.724869,124.0,,,inf
824.0,1607277473.734468,124.0,,,inf
825.0,1607277473.745149,124.0,,,inf
826.0,1607277473.755305,124.0,,,inf
827.0,1607277473.764405,124.0,,,inf
828.0,1607277473.7742422,124.0,,,inf
829.0,1607277473.784576,124.0,,,inf
830.0,1607277473.7951171,124.0,,,inf
831.0,1607277473.8051488,124.0,,,inf
832.0,1607277473.8144078,124.0,,,inf
833.0,1607277473.825282,124.0,,,inf
834.0,1607277473.8351512,124.0,,,inf
835.0,1607277473.845106,124.0,,,inf
836.0,1607277473.8551948,124.0,,,inf
837.0,1607277473.8643048,124.0,,,inf
838.0,1607277473.875131,124.0,,,inf
839.0,1607277473.8850749,124.0,,,inf
840.0,1607277473.8950841,124.0,,,inf
841.0,1607277473.904337,124.0,,,inf
842.0,1607277473.914474,124.0,,,inf
843.0,1607277473.925225,124.0,,,inf
844.0,1607277473.935101,124.0,,,inf
845.0,1607277473.94522,124.0,,,inf
846.0,1607277473.9545379,124.0,,,inf
847.0,1607277473.9643881,124.0,,,inf
848.0,1607277473.975165,124.0,,,inf
849.0,1607277473.985188,124.0,,,inf
850.0,1607277473.995776,124.0,,,inf
851.0,1607277474.004695,124.0,,,inf
852.0,1607277474.0145001,124.0,,,inf
853.0,1607277474.0252411,124.0,,,inf
854.0,1607277474.03514,124.0,,,inf
855.0,1607277474.045109,124.0,,,inf
856.0,1607277474.054755,124.0,,,inf
857.0,1607277474.064493,124.0,,,inf
858.0,1607277474.075155,124.0,,,inf
859.0,1607277474.085238,124.0,,,inf
860.0,1607277474.0952692,124.0,,,inf
861.0,1607277474.104246,124.0,,,inf
862.0,1607277474.114392,124.0,,,inf
863.0,1607277474.1245928,124.0,,,inf
864.0,1607277474.135202,124.0,,,inf
865.0,1607277474.144268,124.0,,,inf
866.0,1607277474.155113,124.0,,,inf
867.0,1607277474.165636,124.0,,,inf
868.0,1607277474.174858,124.0,,,inf
869.0,1607277474.185466,124.0,,,inf
870.0,1607277474.1952472,124.0,,,inf
871.0,1607277474.204354,124.0,,,inf
872.0,1607277474.214539,124.0,,,inf
873.0,1607277474.224525,124.0,,,inf
874.0,1607277474.23529,124.0,,,inf
875.0,1607277474.24518,124.0,,,inf
876.0,1607277474.2545059,124.0,,,inf
877.0,1607277474.2650728,124.0,,,inf
878.0,1607277474.27522,124.0,,,inf
879.0,1607277474.2864351,124.0,,,inf
880.0,1607277474.2947578,124.0,,,inf
881.0,1607277474.3044229,124.0,,,inf
882.0,1607277474.315074,124.0,,,inf
883.0,1607277474.32543,124.0,,,inf
884.0,1607277474.334603,124.0,,,inf
885.0,1607277474.3444,124.0,,,inf
886.0,1607277474.3548129,124.0,,,inf
887.0,1607277474.3654022,124.0,,,inf
888.0,1607277474.374412,124.0,,,inf
889.0,1607277474.385222,124.0,,,inf
890.0,1607277474.3947608,124.0,,,inf
891.0,1607277474.40428,124.0,,,inf
892.0,1607277474.414273,124.0,,,inf
893.0,1607277474.425316,124.0,,,inf
894.0,1607277474.435036,124.0,,,inf
895.0,1607277474.445357,124.0,,,inf
896.0,1607277474.454849,124.0,,,inf
897.0,1607277474.465064,124.0,,,inf
898.0,1607277474.47408,124.0,,,inf
899.0,1607277474.485476,124.0,,,inf
900.0,1607277474.494414,124.0,,,inf
901.0,1607277474.504288,124.0,,,inf
902.0,1607277474.515002,124.0,,,inf
903.0,1607277474.5254111,124.0,,,inf
904.0,1607277474.5344908,124.0,,,inf
905.0,1607277474.545354,124.0,,,inf
906.0,1607277474.5551722,124.0,,,inf
907.0,1607277474.565226,124.0,,,inf
908.0,1607277474.5744681,124.0,,,inf
909.0,1607277474.585278,124.0,,,inf
910.0,1607277474.595168,124.0,,,inf
911.0,1607277474.604257,124.0,,,inf
912.0,1607277474.61455,124.0,,,inf
913.0,1607277474.6251872,124.0,,,inf
914.0,1607277474.635251,124.0,,,inf
915.0,1607277474.64529,124.0,,,inf
916.0,1607277474.654988,124.0,,,inf
917.0,1607277474.6652758,124.0,,,inf
918.0,1607277474.675124,124.0,,,inf
919.0,1607277474.6852522,124.0,,,inf
920.0,1607277474.6943848,124.0,,,inf
921.0,1607277474.704391,124.0,,,inf
922.0,1607277474.715091,124.0,,,inf
923.0,1607277474.725336,124.0,,,inf
924.0,1607277474.7345679,124.0,,,inf
925.0,1607277474.745167,124.0,,,inf
926.0,1607277474.75476,124.0,,,inf
927.0,1607277474.764533,124.0,,,inf
928.0,1607277474.7751522,124.0,,,inf
929.0,1607277474.7851079,124.0,,,inf
930.0,1607277474.7943769,124.0,,,inf
931.0,1607277474.804258,124.0,,,inf
932.0,1607277474.815136,124.0,,,inf
933.0,1607277474.825165,124.0,,,inf
934.0,1607277474.835114,124.0,,,inf
935.0,1607277474.845106,124.0,,,inf
936.0,1607277474.854732,124.0,,,inf
937.0,1607277474.8650649,124.0,,,inf
938.0,1607277474.875134,124.0,,,inf
939.0,1607277474.88516,124.0,,,inf
940.0,1607277474.894374,124.0,,,inf
941.0,1607277474.9043462,124.0,,,inf
942.0,1607277474.914953,124.0,,,inf
943.0,1607277474.925293,124.0,,,inf
944.0,1607277474.9351838,124.0,,,inf
945.0,1607277474.9452312,124.0,,,inf
946.0,1607277474.954676,124.0,,,inf
947.0,1607277474.964632,124.0,,,inf
948.0,1607277474.974595,124.0,,,inf
949.0,1607277474.9853902,124.0,,,inf
950.0,1607277474.994408,124.0,,,inf
951.0,1607277475.004267,124.0,,,inf
952.0,1607277475.015224,124.0,,,inf
953.0,1607277475.025866,124.0,,,inf
954.0,1607277475.035475,124.0,,,inf
955.0,1607277475.045412,124.0,,,inf
956.0,1607277475.054883,124.0,,,inf
957.0,1607277475.0650492,124.0,,,inf
958.0,1607277475.075191,124.0,,,inf
959.0,1607277475.0852668,124.0,,,inf
960.0,1607277475.094423,124.0,,,inf
961.0,1607277475.1042922,124.0,,,inf
962.0,1607277475.115104,124.0,,,inf
963.0,1607277475.1240408,124.0,,,inf
964.0,1607277475.1351879,124.0,,,inf
965.0,1607277475.145247,124.0,,,inf
966.0,1607277475.154909,124.0,,,inf
967.0,1607277475.16484,124.0,,,inf
968.0,1607277475.174528,124.0,,,inf
969.0,1607277475.185204,124.0,,,inf
970.0,1607277475.194468,124.0,,,inf
971.0,1607277475.204402,124.0,,,inf
972.0,1607277475.215128,124.0,,,inf
973.0,1607277475.224287,124.0,,,inf
974.0,1607277475.2349372,124.0,,,inf
975.0,1607277475.245096,124.0,,,inf
976.0,1607277475.254177,124.0,,,inf
977.0,1607277475.264553,124.0,,,inf
978.0,1607277475.27512,124.0,,,inf
979.0,1607277475.28525,124.0,,,inf
980.0,1607277475.294454,124.0,,,inf
981.0,1607277475.3044438,124.0,,,inf
982.0,1607277475.3152452,124.0,,,inf
983.0,1607277475.325309,124.0,,,inf
984.0,1607277475.335406,124.0,,,inf
985.0,1607277475.344367,124.0,,,inf
986.0,1607277475.35521,124.0,,,inf
987.0,1607277475.365054,124.0,,,inf
988.0,1607277475.3754392,124.0,,,inf
989.0,1607277475.384707,124.0,,,inf
990.0,1607277475.3942568,124.0,,,inf
991.0,1607277475.405205,124.0,,,inf
992.0,1607277475.415395,124.0,,,inf
993.0,1607277475.425761,124.0,,,inf
994.0,1607277475.434755,124.0,,,inf
995.0,1607277475.4450712,124.0,,,inf
996.0,1607277475.455275,124.0,,,inf
997.0,1607277475.464843,124.0,,,inf
998.0,1607277475.474519,124.0,,,inf
999.0,1607277475.4894102,124.0,,,inf
1000.0,1607277475.505644,124.0,,,inf
1001.0,1607277475.5195389,124.0,,,inf
1002.0,1607277475.530248,124.0,,,inf
1003.0,1607277475.539745,124.0,,,inf
1004.0,1607277475.55009,124.0,,,inf
1005.0,1607277475.560898,124.0,,,inf
1006.0,1607277475.570552,124.0,,,inf
1007.0,1607277475.580456,124.0,,,inf
1008.0,1607277475.589936,124.0,,,inf
1009.0,1607277475.5996811,124.0,,,inf
1010.0,1607277475.6102521,124.0,,,inf
1011.0,1607277475.619502,124.0,,,inf
1012.0,1607277475.6300318,124.0,,,inf
1013.0,1607277475.640071,124.0,,,inf
1014.0,1607277475.650891,124.0,,,inf
1015.0,1607277475.660722,124.0,,,inf
1016.0,1607277475.6704268,124.0,,,inf
1017.0,1607277475.680356,124.0,,,inf
1018.0,1607277475.6899352,124.0,,,inf
1019.0,1607277475.7002618,124.0,,,inf
1020.0,1607277475.710241,124.0,,,inf
1021.0,1607277475.719856,124.0,,,inf
1022.0,1607277475.7302258,124.0,,,inf
1023.0,1607277475.739573,124.0,,,inf
1024.0,1607277475.750026,124.0,,,inf
1025.0,1607277475.760261,124.0,,,inf
1026.0,1607277475.770026,124.0,,,inf
1027.0,1607277475.780118,124.0,,,inf
1028.0,1607277475.790143,124.0,,,inf
1029.0,1607277475.799401,124.0,,,inf
1030.0,1607277475.810196,124.0,,,inf
1031.0,1607277475.819853,124.0,,,inf
1032.0,1607277475.830076,124.0,,,inf
1033.0,1607277475.839974,124.0,,,inf
1034.0,1607277475.850133,124.0,,,inf
1035.0,1607277475.860332,124.0,,,inf
1036.0,1607277475.870004,124.0,,,inf
1037.0,1607277475.880146,124.0,,,inf
1038.0,1607277475.8900359,124.0,,,inf
1039.0,1607277475.900311,124.0,,,inf
1040.0,1607277475.91036,124.0,,,inf
1041.0,1607277475.919947,124.0,,,inf
1042.0,1607277475.930064,124.0,,,inf
1043.0,1607277475.9395578,124.0,,,inf
1044.0,1607277475.950101,124.0,,,inf
1045.0,1607277475.959158,124.0,,,inf
1046.0,1607277475.970828,124.0,,,inf
1047.0,1607277475.980462,124.0,,,inf
1048.0,1607277475.990405,124.0,,,inf
1049.0,1607277476.000315,124.0,,,inf
1050.0,1607277476.010277,124.0,,,inf
1051.0,1607277476.019798,124.0,,,inf
1052.0,1607277476.029315,124.0,,,inf
1053.0,1607277476.0397592,124.0,,,inf
1054.0,1607277476.049806,124.0,,,inf
1055.0,1607277476.060141,124.0,,,inf
1056.0,1607277476.070061,124.0,,,inf
1057.0,1607277476.079884,124.0,,,inf
1058.0,1607277476.089422,124.0,,,inf
1059.0,1607277476.0997682,124.0,,,inf
1060.0,1607277476.110293,124.0,,,inf
1061.0,1607277476.119908,124.0,,,inf
1062.0,1607277476.130086,124.0,,,inf
1063.0,1607277476.139861,124.0,,,inf
1064.0,1607277476.150934,124.0,,,inf
1065.0,1607277476.1604888,124.0,,,inf
1066.0,1607277476.170408,124.0,,,inf
1067.0,1607277476.180204,124.0,,,inf
1068.0,1607277476.189564,124.0,,,inf
1069.0,1607277476.200259,124.0,,,inf
1070.0,1607277476.2103019,124.0,,,inf
1071.0,1607277476.219996,124.0,,,inf
1072.0,1607277476.230905,124.0,,,inf
1073.0,1607277476.239678,124.0,,,inf
1074.0,1607277476.250033,124.0,,,inf
1075.0,1607277476.2599082,124.0,,,inf
1076.0,1607277476.2700648,124.0,,,inf
1077.0,1607277476.279613,124.0,,,inf
1078.0,1607277476.28971,124.0,,,inf
1079.0,1607277476.300286,124.0,,,inf
1080.0,1607277476.3092852,124.0,,,inf
1081.0,1607277476.320401,124.0,,,inf
1082.0,1607277476.3298318,124.0,,,inf
1083.0,1607277476.339843,124.0,,,inf
1084.0,1607277476.349459,124.0,,,inf
1085.0,1607277476.359293,124.0,,,inf
1086.0,1607277476.370131,124.0,,,inf
1087.0,1607277476.379138,124.0,,,inf
1088.0,1607277476.389777,124.0,,,inf
1089.0,1607277476.399909,124.0,,,inf
1090.0,1607277476.409525,124.0,,,inf
1091.0,1607277476.420268,124.0,,,inf
1092.0,1607277476.429375,124.0,,,inf
1093.0,1607277476.4401019,124.0,,,inf
1094.0,1607277476.4500968,124.0,,,inf
1095.0,1607277476.460264,124.0,,,inf
1096.0,1607277476.470353,124.0,,,inf
1097.0,1607277476.4800808,124.0,,,inf
1098.0,1607277476.490058,124.0,,,inf
1099.0,1607277476.500221,124.0,,,inf
1100.0,1607277476.510234,124.0,,,inf
1101.0,1607277476.5203671,124.0,,,inf
1102.0,1607277476.530119,124.0,,,inf
1103.0,1607277476.539498,124.0,,,inf
1104.0,1607277476.550068,124.0,,,inf
1105.0,1607277476.560145,124.0,,,inf
1106.0,1607277476.5703628,124.0,,,inf
1107.0,1607277476.580122,124.0,,,inf
1108.0,1607277476.590378,124.0,,,inf
1109.0,1607277476.600296,124.0,,,inf
1110.0,1607277476.6100569,124.0,,,inf
1111.0,1607277476.620045,124.0,,,inf
1112.0,1607277476.630259,124.0,,,inf
1113.0,1607277476.640152,124.0,,,inf
1114.0,1607277476.650097,124.0,,,inf
1115.0,1607277476.6601741,124.0,,,inf
1116.0,1607277476.6700811,124.0,,,inf
1117.0,1607277476.6801322,124.0,,,inf
1118.0,1607277476.690101,124.0,,,inf
1119.0,1607277476.7001019,124.0,,,inf
1120.0,1607277476.710326,124.0,,,inf
1121.0,1607277476.720041,124.0,,,inf
1122.0,1607277476.730075,124.0,,,inf
1123.0,1607277476.740163,124.0,,,inf
1124.0,1607277476.750175,124.0,,,inf
1125.0,1607277476.760227,124.0,,,inf
1126.0,1607277476.770126,124.0,,,inf
1127.0,1607277476.780134,124.0,,,inf
1128.0,1607277476.790007,124.0,,,inf
1129.0,1607277476.800226,124.0,,,inf
1130.0,1607277476.809943,124.0,,,inf
1131.0,1607277476.820137,124.0,,,inf
1132.0,1607277476.830111,124.0,,,inf
1133.0,1607277476.840102,124.0,,,inf
1134.0,1607277476.84943,124.0,,,inf
1135.0,1607277476.8601542,124.0,,,inf
1136.0,1607277476.870938,124.0,,,inf
1137.0,1607277476.8804638,124.0,,,inf
1138.0,1607277476.890551,124.0,,,inf
1139.0,1607277476.900335,124.0,,,inf
1140.0,1607277476.910327,124.0,,,inf
1141.0,1607277476.9200902,124.0,,,inf
1142.0,1607277476.930136,124.0,,,inf
1143.0,1607277476.939242,124.0,,,inf
1144.0,1607277476.950444,124.0,,,inf
1145.0,1607277476.9604359,124.0,,,inf
1146.0,1607277476.970069,124.0,,,inf
1147.0,1607277476.980094,124.0,,,inf
1148.0,1607277476.9899871,124.0,,,inf
1149.0,1607277477.000963,124.0,,,inf
1150.0,1607277477.01056,124.0,,,inf
1151.0,1607277477.02004,124.0,,,inf
1152.0,1607277477.030574,124.0,,,inf
1153.0,1607277477.039843,124.0,,,inf
1154.0,1607277477.050108,124.0,,,inf
1155.0,1607277477.0601962,124.0,,,inf
1156.0,1607277477.070186,124.0,,,inf
1157.0,1607277477.080172,124.0,,,inf
1158.0,1607277477.089864,124.0,,,inf
1159.0,1607277477.100061,124.0,,,inf
1160.0,1607277477.110173,124.0,,,inf
1161.0,1607277477.120003,124.0,,,inf
1162.0,1607277477.1300511,124.0,,,inf
1163.0,1607277477.139689,124.0,,,inf
1164.0,1607277477.150208,124.0,,,inf
1165.0,1607277477.1602309,124.0,,,inf
1166.0,1607277477.1703649,124.0,,,inf
1167.0,1607277477.180209,124.0,,,inf
1168.0,1607277477.189517,124.0,,,inf
1169.0,1607277477.200259,124.0,,,inf
1170.0,1607277477.2102761,124.0,,,inf
1171.0,1607277477.219998,124.0,,,inf
1172.0,1607277477.2302332,124.0,,,inf
1173.0,1607277477.239448,124.0,,,inf
1174.0,1607277477.250449,124.0,,,inf
1175.0,1607277477.260371,124.0,,,inf
1176.0,1607277477.270251,124.0,,,inf
1177.0,1607277477.2800949,124.0,,,inf
1178.0,1607277477.289838,124.0,,,inf
1179.0,1607277477.300981,124.0,,,inf
1180.0,1607277477.310737,124.0,,,inf
1181.0,1607277477.320077,124.0,,,inf
1182.0,1607277477.330358,124.0,,,inf
1183.0,1607277477.3397372,124.0,,,inf
1184.0,1607277477.350065,124.0,,,inf
1185.0,1607277477.3602371,124.0,,,inf
1186.0,1607277477.370122,124.0,,,inf
1187.0,1607277477.379788,124.0,,,inf
1188.0,1607277477.389729,124.0,,,inf
1189.0,1607277477.400265,124.0,,,inf
1190.0,1607277477.410254,124.0,,,inf
1191.0,1607277477.4197829,124.0,,,inf
1192.0,1607277477.430072,124.0,,,inf
1193.0,1607277477.439498,124.0,,,inf
1194.0,1607277477.4500742,124.0,,,inf
1195.0,1607277477.459112,124.0,,,inf
1196.0,1607277477.470796,124.0,,,inf
1197.0,1607277477.480486,124.0,,,inf
1198.0,1607277477.490495,124.0,,,inf
1199.0,1607277477.5003011,124.0,,,inf
1200.0,1607277477.5102851,124.0,,,inf
1201.0,1607277477.519773,124.0,,,inf
1202.0,1607277477.530616,124.0,,,inf
1203.0,1607277477.540663,124.0,,,inf
1204.0,1607277477.550056,124.0,,,inf
1205.0,1607277477.559278,124.0,,,inf
1206.0,1607277477.570226,124.0,,,inf
1207.0,1607277477.580226,124.0,,,inf
1208.0,1607277477.589855,124.0,,,inf
1209.0,1607277477.600301,124.0,,,inf
1210.0,1607277477.6102972,124.0,,,inf
1211.0,1607277477.6195579,124.0,,,inf
1212.0,1607277477.630046,124.0,,,inf
1213.0,1607277477.639528,124.0,,,inf
1214.0,1607277477.650089,124.0,,,inf
1215.0,1607277477.6601632,124.0,,,inf
1216.0,1607277477.670204,124.0,,,inf
1217.0,1607277477.680305,124.0,,,inf
1218.0,1607277477.689864,124.0,,,inf
1219.0,1607277477.700177,124.0,,,inf
1220.0,1607277477.710186,124.0,,,inf
1221.0,1607277477.7199569,124.0,,,inf
1222.0,1607277477.730091,124.0,,,inf
1223.0,1607277477.740621,124.0,,,inf
1224.0,1607277477.750481,124.0,,,inf
1225.0,1607277477.760305,124.0,,,inf
1226.0,1607277477.770206,124.0,,,inf
1227.0,1607277477.780087,124.0,,,inf
1228.0,1607277477.790137,124.0,,,inf
1229.0,1607277477.800221,124.0,,,inf
1230.0,1607277477.8096142,124.0,,,inf
1231.0,1607277477.819909,124.0,,,inf
1232.0,1607277477.829982,124.0,,,inf
1233.0,1607277477.8401191,124.0,,,inf
1234.0,1607277477.849792,124.0,,,inf
1235.0,1607277477.860192,124.0,,,inf
1236.0,1607277477.870126,124.0,,,inf
1237.0,1607277477.880092,124.0,,,inf
1238.0,1607277477.890087,124.0,,,inf
1239.0,1607277477.900429,124.0,,,inf
1240.0,1607277477.90918,124.0,,,inf
1241.0,1607277477.919795,124.0,,,inf
1242.0,1607277477.9306161,124.0,,,inf
1243.0,1607277477.940423,124.0,,,inf
1244.0,1607277477.949456,124.0,,,inf
1245.0,1607277477.960138,124.0,,,inf
1246.0,1607277477.970172,124.0,,,inf
1247.0,1607277477.9800909,124.0,,,inf
1248.0,1607277477.9900942,124.0,,,inf
1249.0,1607277478.000134,124.0,,,inf
1250.0,1607277478.010132,124.0,,,inf
1251.0,1607277478.019806,124.0,,,inf
1252.0,1607277478.030645,124.0,,,inf
1253.0,1607277478.039544,124.0,,,inf
1254.0,1607277478.050236,124.0,,,inf
1255.0,1607277478.059865,124.0,,,inf
1256.0,1607277478.0703208,124.0,,,inf
1257.0,1607277478.080204,124.0,,,inf
1258.0,1607277478.090037,124.0,,,inf
1259.0,1607277478.100218,124.0,,,inf
1260.0,1607277478.110176,124.0,,,inf
1261.0,1607277478.1198149,124.0,,,inf
1262.0,1607277478.130652,124.0,,,inf
1263.0,1607277478.1403048,124.0,,,inf
1264.0,1607277478.1504378,124.0,,,inf
1265.0,1607277478.160545,124.0,,,inf
1266.0,1607277478.169609,124.0,,,inf
1267.0,1607277478.180126,124.0,,,inf
1268.0,1607277478.1895978,124.0,,,inf
1269.0,1607277478.2001688,124.0,,,inf
1270.0,1607277478.21025,124.0,,,inf
1271.0,1607277478.2198179,124.0,,,inf
1272.0,1607277478.2302458,124.0,,,inf
1273.0,1607277478.239881,124.0,,,inf
1274.0,1607277478.251005,124.0,,,inf
1275.0,1607277478.2605271,124.0,,,inf
1276.0,1607277478.270592,124.0,,,inf
1277.0,1607277478.280231,124.0,,,inf
1278.0,1607277478.289597,124.0,,,inf
1279.0,1607277478.300143,124.0,,,inf
1280.0,1607277478.310923,124.0,,,inf
1281.0,1607277478.32029,124.0,,,inf
1282.0,1607277478.330507,124.0,,,inf
1283.0,1607277478.339259,124.0,,,inf
1284.0,1607277478.3504572,124.0,,,inf
1285.0,1607277478.3605602,124.0,,,inf
1286.0,1607277478.3706,124.0,,,inf
1287.0,1607277478.380246,124.0,,,inf
1288.0,1607277478.389615,124.0,,,inf
1289.0,1607277478.400188,124.0,,,inf
1290.0,1607277478.410123,124.0,,,inf
1291.0,1607277478.419903,124.0,,,inf
1292.0,1607277478.430096,124.0,,,inf
1293.0,1607277478.439451,124.0,,,inf
1294.0,1607277478.450927,124.0,,,inf
1295.0,1607277478.460642,124.0,,,inf
1296.0,1607277478.470569,124.0,,,inf
1297.0,1607277478.480181,124.0,,,inf
1298.0,1607277478.489685,124.0,,,inf
1299.0,1607277478.500226,124.0,,,inf
1300.0,1607277478.5095701,124.0,,,inf
1301.0,1607277478.520353,124.0,,,inf
1302.0,1607277478.5300128,124.0,,,inf
1303.0,1607277478.5406232,124.0,,,inf
1304.0,1607277478.5494661,124.0,,,inf
1305.0,1607277478.560289,124.0,,,inf
1306.0,1607277478.5699499,124.0,,,inf
1307.0,1607277478.580145,124.0,,,inf
1308.0,1607277478.5901709,124.0,,,inf
1309.0,1607277478.600205,124.0,,,inf
1310.0,1607277478.6102898,124.0,,,inf
1311.0,1607277478.6199281,124.0,,,inf
1312.0,1607277478.6306298,124.0,,,inf
1313.0,1607277478.639549,124.0,,,inf
1314.0,1607277478.650214,124.0,,,inf
1315.0,1607277478.6599438,124.0,,,inf
1316.0,1607277478.670279,124.0,,,inf
1317.0,1607277478.68018,124.0,,,inf
1318.0,1607277478.6901178,124.0,,,inf
1319.0,1607277478.700198,124.0,,,inf
1320.0,1607277478.7101948,124.0,,,inf
1321.0,1607277478.720015,124.0,,,inf
1322.0,1607277478.730096,124.0,,,inf
1323.0,1607277478.740051,124.0,,,inf
1324.0,1607277478.7500858,124.0,,,inf
1325.0,1607277478.76019,124.0,,,inf
1326.0,1607277478.7704341,124.0,,,inf
1327.0,1607277478.7801511,124.0,,,inf
1328.0,1607277478.7899609,124.0,,,inf
1329.0,1607277478.8001258,124.0,,,inf
1330.0,1607277478.810174,124.0,,,inf
1331.0,1607277478.8199549,124.0,,,inf
1332.0,1607277478.830192,124.0,,,inf
1333.0,1607277478.839479,124.0,,,inf
1334.0,1607277478.850393,124.0,,,inf
1335.0,1607277478.860192,124.0,,,inf
1336.0,1607277478.870456,124.0,,,inf
1337.0,1607277478.880172,124.0,,,inf
1338.0,1607277478.8898299,124.0,,,inf
1339.0,1607277478.900102,124.0,,,inf
1340.0,1607277478.9101288,124.0,,,inf
1341.0,1607277478.920287,124.0,,,inf
1342.0,1607277478.930084,124.0,,,inf
1343.0,1607277478.9395251,124.0,,,inf
1344.0,1607277478.950957,124.0,,,inf
1345.0,1607277478.9604192,124.0,,,inf
1346.0,1607277478.970177,124.0,,,inf
1347.0,1607277478.979637,124.0,,,inf
1348.0,1607277478.989877,124.0,,,inf
1349.0,1607277479.000294,124.0,,,inf
1350.0,1607277479.009387,124.0,,,inf
1351.0,1607277479.019419,124.0,,,inf
1352.0,1607277479.030981,124.0,,,inf
1353.0,1607277479.040215,124.0,,,inf
1354.0,1607277479.0494962,124.0,,,inf
1355.0,1607277479.0599182,124.0,,,inf
1356.0,1607277479.0702112,124.0,,,inf
1357.0,1607277479.0807219,124.0,,,inf
1358.0,1607277479.089493,124.0,,,inf
1359.0,1607277479.100223,124.0,,,inf
1360.0,1607277479.109819,124.0,,,inf
1361.0,1607277479.119911,124.0,,,inf
1362.0,1607277479.1303391,124.0,,,inf
1363.0,1607277479.139321,124.0,,,inf
1364.0,1607277479.1500502,124.0,,,inf
1365.0,1607277479.160206,124.0,,,inf
1366.0,1607277479.17006,124.0,,,inf
1367.0,1607277479.18012,124.0,,,inf
1368.0,1607277479.189729,124.0,,,inf
1369.0,1607277479.199693,124.0,,,inf
1370.0,1607277479.210228,124.0,,,inf
1371.0,1607277479.2199621,124.0,,,inf
1372.0,1607277479.230179,124.0,,,inf
1373.0,1607277479.240128,124.0,,,inf
1374.0,1607277479.250301,124.0,,,inf
1375.0,1607277479.259901,124.0,,,inf
1376.0,1607277479.270071,124.0,,,inf
1377.0,1607277479.279069,124.0,,,inf
1378.0,1607277479.289522,124.0,,,inf
1379.0,1607277479.300299,124.0,,,inf
1380.0,1607277479.309859,124.0,,,inf
1381.0,1607277479.320111,124.0,,,inf
1382.0,1607277479.330358,124.0,,,inf
1383.0,1607277479.339286,124.0,,,inf
1384.0,1607277479.34928,124.0,,,inf
1385.0,1607277479.3594282,124.0,,,inf
1386.0,1607277479.369816,124.0,,,inf
1387.0,1607277479.3798559,124.0,,,inf
1388.0,1607277479.389411,124.0,,,inf
1389.0,1607277479.399368,124.0,,,inf
1390.0,1607277479.410218,124.0,,,inf
1391.0,1607277479.419792,124.0,,,inf
1392.0,1607277479.4301262,124.0,,,inf
1393.0,1607277479.439986,124.0,,,inf
1394.0,1607277479.4510138,124.0,,,inf
1395.0,1607277479.4594991,124.0,,,inf
1396.0,1607277479.470446,124.0,,,inf
1397.0,1607277479.480165,124.0,,,inf
1398.0,1607277479.489193,124.0,,,inf
1399.0,1607277479.5000901,124.0,,,inf
1400.0,1607277479.509856,124.0,,,inf
1401.0,1607277479.520086,124.0,,,inf
1402.0,1607277479.530085,124.0,,,inf
1403.0,1607277479.5396302,124.0,,,inf
1404.0,1607277479.549726,124.0,,,inf
1405.0,1607277479.559242,124.0,,,inf
1406.0,1607277479.570268,124.0,,,inf
1407.0,1607277479.579253,124.0,,,inf
1408.0,1607277479.5893319,124.0,,,inf
1409.0,1607277479.600211,124.0,,,inf
1410.0,1607277479.6097221,124.0,,,inf
1411.0,1607277479.619909,124.0,,,inf
1412.0,1607277479.630215,124.0,,,inf
1413.0,1607277479.6390889,124.0,,,inf
1414.0,1607277479.6511722,124.0,,,inf
1415.0,1607277479.659729,124.0,,,inf
1416.0,1607277479.670246,124.0,,,inf
1417.0,1607277479.680285,124.0,,,inf
1418.0,1607277479.689195,124.0,,,inf
1419.0,1607277479.700146,124.0,,,inf
1420.0,1607277479.7096,124.0,,,inf
1421.0,1607277479.720043,124.0,,,inf
1422.0,1607277479.729672,124.0,,,inf
1423.0,1607277479.739865,124.0,,,inf
1424.0,1607277479.7501109,124.0,,,inf
1425.0,1607277479.7592902,124.0,,,inf
1426.0,1607277479.770157,124.0,,,inf
1427.0,1607277479.780289,124.0,,,inf
1428.0,1607277479.789192,124.0,,,inf
1429.0,1607277479.7996328,124.0,,,inf
1430.0,1607277479.809182,124.0,,,inf
1431.0,1607277479.820042,124.0,,,inf
1432.0,1607277479.830239,124.0,,,inf
1433.0,1607277479.8396711,124.0,,,inf
1434.0,1607277479.850089,124.0,,,inf
1435.0,1607277479.860055,124.0,,,inf
1436.0,1607277479.8696032,124.0,,,inf
1437.0,1607277479.880099,124.0,,,inf
1438.0,1607277479.889237,124.0,,,inf
1439.0,1607277479.900206,124.0,,,inf
1440.0,1607277479.909835,124.0,,,inf
1441.0,1607277479.920375,124.0,,,inf
1442.0,1607277479.930242,124.0,,,inf
1443.0,1607277479.939477,124.0,,,inf
1444.0,1607277479.950054,124.0,,,inf
