tick,tick_dt,input_force,output_position,output_speed,output_ang_vel,output_angle
9211.0,0.004872441999999921,-3.1554497366,-0.006338734321634001,-0.06507681668528485,-0.10787711890667291,0.002817213558422745
9212.0,0.0051066780000041945,-3.1554497366,-0.006371966956441706,-0.06820689551362973,-0.11299973674162628,0.0027621241874402906
9213.0,0.004967764999996405,-3.1554497366,-0.006405850539270808,-0.07125194119182508,-0.11798358309697776,0.002705988573720905
9214.0,0.005024227999996356,-3.1554497366,-0.0064416491390698145,-0.07433171150302208,-0.12302480900045404,0.0026467109315473315
9215.0,0.004949213000003283,-3.1554497366,-0.00647843748635814,-0.07736561907256163,-0.12799140541864937,0.0025858233331445346
9216.0,0.0051053070000008915,-3.1554497366,-0.0065179350100191945,-0.08049534386382072,-0.1331154230990803,0.0025204797913421562
9217.0,0.004868752000000143,-3.1554497366,-0.006557126196661962,-0.08348017775952891,-0.13800270535238232,0.002455669193097705
9218.0,0.004809354000002486,-3.1554497366,-0.006597274769344833,-0.08642872109583394,-0.14283113059994682,0.0023892988067979407
9219.0,0.0052074419999996735,-3.1554497366,-0.0066422820245689036,-0.08962148004181603,-0.14806005446749124,0.0023149203239585807
9220.0,0.005165126999997938,-3.1554497366,-0.00668857265720328,-0.09278845126945583,-0.1532473579018271,0.0022384454254634604
9221.0,0.004755939999995462,1.6107677888,-0.006732702287896283,-0.09119584946233604,-0.1506128308651853,0.0021655619015295683
9222.0,0.005663391000005902,1.6107677888,-0.006784350063204572,-0.08929955673063567,-0.14747670130234916,0.0020802639664488382
9223.0,0.004315800999997066,1.6107677888,-0.00682288997482831,-0.08785459040930924,-0.14508729818329752,0.0020166159569531437
9224.0,0.004892099999999289,1.6107677888,-0.006865869319002442,-0.08621679661266951,-0.14237986758080787,0.001945637799808903
9225.0,0.004847958000006258,1.6107677888,-0.006907666859889772,-0.0845939186221279,-0.1396973119490002,0.001876612638001082
9226.0,0.004924194000004434,1.6107677888,-0.006949322546541367,-0.08294564104029907,-0.13697353862299516,0.0018078229714694805
9227.0,0.0056446529999973905,1.6107677888,-0.00699614248269485,-0.0810563722808448,-0.13385214946706223,0.0017305061618986257
9228.0,0.005028929000005178,1.6107677888,-0.007036905156814685,-0.07937331612529042,-0.13107196736256965,0.001663192866281832
9229.0,0.004723354999995877,1.6107677888,-0.007074395991773349,-0.07779263422116112,-0.12846149649181274,0.001601282923041703
9230.0,0.004689577000000611,1.6107677888,-0.007110877446594651,-0.07622336691337325,-0.1258702260842116,0.0015410399151083367
9231.0,0.005752111999996146,1.6107677888,-0.007154721980944904,-0.0742987032970352,-0.1226927660605104,0.0014686379513182146
9232.0,0.0045546010000023784,1.6107677888,-0.007188562075778459,-0.07277482646270639,-0.12017732768073475,0.0014127562918189887
9233.0,0.00510740100000362,1.6107677888,-0.00722573109792353,-0.07106610502710518,-0.11735751041979743,0.001351376911461554
9234.0,0.0049958399999994185,1.6107677888,-0.007261234586937388,-0.06939482827799093,-0.11459966316475212,0.0012927469769759968
9235.0,0.004654930000000945,1.6107677888,-0.0072935373937370014,-0.06783768513131815,-0.11203074361208329,0.001239401635970436
9236.0,0.004859921000004874,1.6107677888,-0.0073265059727931426,-0.06621207130202643,-0.10934924826868762,0.0011849555796177836
9237.0,0.005502303000000097,1.6107677888,-0.007362937860649278,-0.06437171292141947,-0.10631398385170451,0.001124788309938128
9238.0,0.004424702000001446,1.6107677888,-0.007391420425339971,-0.06289185854977074,-0.10387364595974583,0.0010777475402404522
9239.0,0.0056330240000050935,1.6107677888,-0.0074268475602015495,-0.06100799728529766,-0.1007677781864305,0.001019235266174524
9240.0,0.0049119330000024775,1.6107677888,-0.007456814279714521,-0.059365394655059224,-0.09805973541995348,0.0009697388086734384
9241.0,0.005018337999999289,1.6107677888,-0.007486605841302765,-0.057687291039322006,-0.09529391543630088,0.0009205291190206555
9242.0,0.004923779999998601,1.6107677888,-0.007515009794290116,-0.05604090142733889,-0.09258053980886491,0.0008736084915259739
9243.0,0.005061370999996484,1.6107677888,-0.007543374173619916,-0.05434859252469594,-0.08979193895012878,0.000826750045590713
9244.0,0.004884015999998326,1.6107677888,-0.007569918113166716,-0.05271566616268547,-0.08710149883419244,0.0007828955189403828
9245.0,0.005315189999997472,1.6107677888,-0.007597937491329827,-0.05093867270262958,-0.08417413330605504,0.0007365994173815537
9246.0,0.004525189999995405,1.6107677888,-0.0076209882085625244,-0.04942586255620698,-0.08168218476834313,0.0006985090227520697
9247.0,0.0055125160000031315,2.39965854,-0.007648234294378029,-0.04671805760634686,-0.0772252979475345,0.0006534815877069993
9248.0,0.0051752460000003,2.39965854,-0.007672412038453532,-0.0441760096979857,-0.07304131698151908,0.0006135155962768184
9249.0,0.004169335000000274,2.39965854,-0.007690830496792948,-0.04212809906908896,-0.06967107709954563,0.0005830622243431022
9250.0,0.005201442999997141,2.39965854,-0.0077127431873935575,-0.03957330627793574,-0.06546692563974768,0.0005468232107149329
9251.0,0.004932735000004129,2.39965854,-0.0077322636506878635,-0.03715056459946741,-0.06148004251929299,0.0005145301111703478
9252.0,0.004744231000003651,2.39965854,-0.007749888736711907,-0.03482044972019559,-0.05764612245816974,0.00048536255881019054
9253.0,0.005704268000002344,2.39965854,-0.007769751254420367,-0.032018891047632926,-0.05303666644428007,0.00045247966564395515
9254.0,0.0045060919999997395,2.39965854,-0.007784179261300227,-0.029805840506223424,-0.04939558138747322,0.00042858085580683265
9255.0,0.005368705000002194,2.39965854,-0.0078001811377957295,-0.027169185333192458,-0.04505803578038181,0.0004020618253295384
9256.0,0.00496430300000128,2.39965854,-0.007813668744621445,-0.024731190854477197,-0.041047163576208204,0.00037969365110966695
9257.0,0.0050389960000032374,2.39965854,-0.007826130781800548,-0.02225654440704607,-0.036976442857468865,0.0003590100018024678
9258.0,0.004650614000006215,2.39965854,-0.007836481441501666,-0.019972666504642154,-0.03321952981352696,0.00034181368552013035
9259.0,0.005355891000000668,2.39965854,-0.00784717858397949,-0.017342466418046223,-0.028893159301444735,0.0003240216674448781
9260.0,0.00490933199999688,2.39965854,-0.007855692576513989,-0.014931595547083551,-0.024927541484672227,0.00030983705629091906
9261.0,0.00498966500000364,2.39965854,-0.007863142942483537,-0.012481292306777808,-0.020897343456143434,0.0002973990481626983
9262.0,0.0050239079999983005,2.39965854,-0.00786941342891057,-0.01001419728594973,-0.0168394844987971,0.00028690041506589515
9263.0,0.0049786009999976955,2.39965854,-0.007874399098172771,-0.007569365595157353,-0.01281835379608418,0.00027851670762937944
9264.0,0.005028442000003963,2.39965854,-0.007878205309759979,-0.005100070767039894,-0.008757041616551536,0.00027207107276946545
9265.0,0.004933411999999748,2.39965854,-0.007880721384792275,-0.002677450405615685,-0.004772516513611904,0.0002677508633499062
9266.0,0.005073561999999754,2.39965854,-0.007882079805855756,-0.00018601142782329348,-0.0006748437458248075,0.0002653294975071229
9267.0,0.004984495000002198,2.39965854,-0.007882172523158948,0.0021233031519766656,0.0031234382229844613,0.00026499312197943826
9268.0,0.004933246999996754,2.39965854,-0.007881125045268491,0.004411214393255388,0.006886485870204865,0.0002665339912037596
9269.0,0.004924608000003161,2.39965854,-0.007878952695099415,0.006695126148707579,0.010643005558526994,0.00026992531554459156
9270.0,0.004753104999998925,2.39965854,-0.00787577043134211,0.008899508425982867,0.014268756909693673,0.00027498404783811664
9271.0,0.005169284999993806,2.39965854,-0.007871170021800735,0.011296919901965933,0.018212042797357816,0.0002823599749443004
9272.0,0.004757177999998419,1.1344733236,-0.007865795875918197,0.012306038308559359,0.019873148754489787,0.00029102376787736245
9273.0,0.005326284000005899,1.1344733236,-0.007859241330423563,0.013435897259932744,0.0217329672941031,0.00030160877130144006
9274.0,0.005176947999999015,1.1344733236,-0.007852285636278763,0.014534104100314854,0.023540937393293087,0.00031285981545816515
9275.0,0.004913842999997087,1.1344733236,-0.007845143805709307,0.015576515834243722,0.025256995646951615,0.00032442746250050547
9276.0,0.004692534999996667,1.1344733236,-0.007837834471136288,0.016572002478018072,0.026895942401276556,0.00033627939610731387
9277.0,0.005410484000002214,1.1344733236,-0.007828868215710758,0.01771982743960666,0.028785834683871688,0.0003508314027100227
9278.0,0.00456856499999958,1.1344733236,-0.007820772797366095,0.01868906591443512,0.03038186156036105,0.0003639823983932737
9279.0,0.005190921000000515,1.1344733236,-0.007811071450893532,0.019790365982217645,0.03219526530058403,0.0003797533827125524
9280.0,0.004761457000000746,1.1344733236,-0.007801648353229671,0.020800585648520258,0.03385906089398865,0.0003950830198457871
9281.0,0.005245149000003835,1.1344733236,-0.007790738136128288,0.021913458665790468,0.03569183574235334,0.00041284260178470444
9282.0,0.005225402999997186,1.1344733236,-0.007779287470863034,0.02302218403362767,0.03751811129343697,0.0004314930243410544
9283.0,0.004857372000003579,1.1344733236,-0.007768104739652646,0.02405285193782658,0.039215831809997555,0.00044971696667003033
9284.0,0.005079612000002953,1.1344733236,-0.007755886824118878,0.025130715663272445,0.04099147299073362,0.00046963708765524647
9285.0,0.004884687000000554,1.1344733236,-0.007743611256108769,0.026167257336050728,0.042699284066763744,0.0004896601391781175
9286.0,0.00524462100000278,1.1344733236,-0.007729887521375056,0.027280220941871634,0.04453310166546389,0.0005120542953682809
9287.0,0.004892993999995099,1.1344733236,-0.007716539325636345,0.028318608851955696,0.046244296443457865,0.0005338443152933096
9288.0,0.005054293000000598,1.1344733236,-0.007702226270987325,0.029391270584432937,0.048012052592957835,0.0005572175376737218
9289.0,0.004955006999999512,1.1344733236,-0.007687662875838851,0.03044290913010757,0.049745455296478745,0.0005810075433419668
9290.0,0.004991796000005877,1.1344733236,-0.00767246639663643,0.031502401997244224,0.05149193573015616,0.0006058394598187102
9291.0,0.005021679999998696,1.1344733236,-0.007656646898430281,0.03256828870497293,0.05324919989972589,0.0006316970622004445
9292.0,0.004955278000004171,1.1344733236,-0.0076405084059785276,0.03362013139725963,0.05498350855815117,0.0006580835210785381
9293.0,0.0049810949999979925,1.1344733236,-0.007623761899138311,0.03467750676317797,0.05672715147481176,0.0006854713290346735
9294.0,0.004980455999998412,1.1344733236,-0.0076064909194759455,0.03573480129046454,0.05847090393438945,0.000713724037227228
9295.0,0.0046852509999979475,1.1344733236,-0.007589748268127858,0.036729476540082115,0.060111577494667515,0.0007411191233401662
9296.0,0.005472653000005323,1.1344733236,-0.0075696475001302875,0.03789138556269365,0.062028358032591706,0.0007740161038312908
9297.0,0.0051391909999978225,-3.3000361871,-0.007550174393364163,0.03444943055459529,0.056377121813067435,0.0008058936617658646
9298.0,0.004806061000003581,-3.3000361871,-0.007533617786898086,0.031230632912776758,0.051092307644501275,0.000832988850409688
9299.0,0.0045990559999964375,-3.3000361871,-0.007519254643929967,0.028150516870599444,0.04603544432597131,0.0008564864888122987
9300.0,0.005262431000005563,-3.3000361871,-0.007504440628665365,0.024626168609328928,0.04024947083538843,0.0008807123237443009
9301.0,0.0049855370000031485,-3.3000361871,-0.007492163161188352,0.02128730086561767,0.03476823777132026,0.0009007788463523386
9302.0,0.004897941999999489,-3.3000361871,-0.007481736764690719,0.018007124177647445,0.02938333238626315,0.0009178081275569503
9303.0,0.005033730999997488,-3.3000361871,-0.007472672462771336,0.014636039192093983,0.02384940013789512,0.0009325989066685466
9304.0,0.005036824999997691,-3.3000361871,-0.007465300545960967,0.01126290516168048,0.018312209801962624,0.0009446114321534965
9305.0,0.0051215939999949,-3.3000361871,-0.007459532143211109,0.007833019136829187,0.012681902780241372,0.0009539902025383345
9306.0,0.004495732000002306,-3.3000361871,-0.007456010627732102,0.004822277361886224,0.007739697223908167,0.0009596916461533394
9307.0,0.005398008000000232,-3.3000361871,-0.007453407558554334,0.0012072980197012143,0.0018055788290360078,0.000963869540906563
9308.0,0.0046596290000024965,-3.3000361871,-0.00745284500246791,-0.00176968811809095,-0.0030807176591753412,0.0009647108736539197
9309.0,0.005477513999998962,-3.3000361871,-0.007453814351612157,-0.00528839650140986,-0.008856522884406342,0.000963023406243102
9310.0,0.004557186999996077,-3.3000361871,-0.007456224372790862,-0.008215909378761335,-0.013661711828239902,0.0009589873231477036
9311.0,0.005533495999998195,-3.3000361871,-0.007460770642959235,-0.011770604982135183,-0.019496699857206548,0.0009514276203722343
9312.0,0.004703098000000239,-3.3000361871,-0.007466306473834262,-0.014791882199822626,-0.02445588885127312,0.000942258131361731
9313.0,0.005107962000003852,-3.3000361871,-0.0074738621110527845,-0.018073259579611683,-0.02984241646664423,0.0009297661562688689
9314.0,0.005116047999997875,-3.3000361871,-0.007483108477405356,-0.021359869816852253,-0.0352374292380548,0.000914498632760941
9315.0,0.0049163139999990335,-3.3000361871,-0.007493609660107231,-0.024518197729251307,-0.04042213009063965,0.0008971748060922386
9316.0,0.005012362999998743,-3.3000361871,-0.007505899070819706,-0.027738269774431418,-0.04570833332963205,0.0008769137671674927
9317.0,0.005048146000000031,-3.3000361871,-0.007519901754380578,-0.030981376861570115,-0.05103249809947925,0.0008538395331610277
9318.0,0.004987077999999201,-3.3000361871,-0.00753535240867618,-0.034185300562383884,-0.056292570227930695,0.0008283892283053363
9319.0,0.004955645999999092,-3.3000361871,-0.007552293433475255,-0.03736908512703063,-0.06151980405045231,0.0008004926232573651
9320.0,0.004622810000000754,-3.3000361871,-0.007569568451516866,-0.040339089181532554,-0.06639624896109518,0.0007720531867211133
9321.0,0.005060763000003021,-3.3000361871,-0.007589983108515238,-0.04359052937951351,-0.07173508748039557,0.0007384516187129833
9322.0,0.005422213999999315,-3.3000361871,-0.007613618826382136,-0.047074280704719695,-0.07745561985162842,0.0006995553191502457
9323.0,0.0051315010000010375,-0.86668868514,-0.007637774998233197,-0.04788759880968715,-0.07878714141514175,0.0006598089600778125
9324.0,0.005230774999994026,-0.86668868514,-0.007662823923699542,-0.04871673356920672,-0.08014493764285009,0.0006185971791142807
9325.0,0.004431508999999778,-0.86668868514,-0.0076844127880257955,-0.049419239144075255,-0.0812955489085784,0.0005830808778674096
9326.0,0.004715398999998399,-0.86668868514,-0.007707715931109861,-0.05016681473823062,-0.08252037639667505,0.0005447467828646263
9327.0,0.005567642999999123,-0.86668868514,-0.007735647022600817,-0.0510496093768934,-0.08396697244928475,0.0004988023832644023
9328.0,0.004322698000002845,-0.86668868514,-0.007757714227036259,-0.05173506667671055,-0.08509051282839088,0.0004625059968771206
9329.0,0.005016881999999612,-0.86668868514,-0.007783669099514176,-0.05253067894569725,-0.08639512515911806,0.0004198170906591716
9330.0,0.0052513970000021,-0.86668868514,-0.007811255044496528,-0.05336358514222039,-0.08776094495310954,0.00037444758055163175
9331.0,0.00528544499999839,-0.86668868514,-0.00783946007392372,-0.05420197865153863,-0.08913638989457195,0.00032806201578187706
9332.0,0.0049064159999971935,-0.86668868514,-0.007866053819452462,-0.054980333633277916,-0.0904136434334823,0.00028432799482580546
9333.0,0.004615044999994211,-0.86668868514,-0.00789142749083569,-0.05571253923922583,-0.09161549639148797,0.00024260169151991027
9334.0,0.005563507000005075,-0.86668868514,-0.007922423201040238,-0.05659533487637123,-0.09306495159783362,0.00019163134597161198
9335.0,0.004841706999997086,-0.86668868514,-0.007949825003944049,-0.05736368578481781,-0.09432674910563565,0.00014657202321104987
9336.0,0.004965765999997984,-0.86668868514,-0.007978310467994531,-0.05815180661887683,-0.09562161237589996,9.973156685113928e-05
9337.0,0.004808955999997977,-0.86668868514,-0.008006275415929588,-0.058915131169747226,-0.09687591623504477,5.374755419468279e-05
9338.0,0.004829702999998631,-0.86668868514,-0.008034729674505171,-0.0596818334336146,-0.09813621770303008,6.959363867881618e-06
9339.0,0.005426465999995855,-0.86668868514,-0.008067115818499664,-0.06054338307497703,-0.09955285396262428,-4.6293921005486786e-05
9340.0,0.004352887999999666,-0.86668868514,-0.008093469675066309,-0.06123455649628301,-0.10068962128997948,-8.962816334344943e-05
9341.0,0.005738503999999978,-0.86668868514,-0.008128609149805524,-0.062145866792137565,-0.1021891685259152,-0.00014740894279655244
9342.0,0.004863004000000615,-0.86668868514,-0.008158830709684891,-0.06291824649374694,-0.10346016021755877,-0.0001971035763263787
9343.0,0.005087076999998885,-0.86668868514,-0.008190837706146752,-0.06372630572957044,-0.10479069109589666,-0.000249734556472273
9344.0,0.004884108000005938,-0.86668868514,-0.008221962322109214,-0.06450222831299475,-0.10606847597885567,-0.000300915461743035
9345.0,0.005005795999998952,-0.86668868514,-0.008254250821757235,-0.06529758215182689,-0.10737879706036428,-0.00035401117702112903
9346.0,0.005322125999995819,-0.86668868514,-0.008289003017727945,-0.06614331605940434,-0.1087725426367894,-0.00041115952578945296
9347.0,0.004909675000000391,-0.86668868514,-0.008321477236255344,-0.06692360860358255,-0.11005887725797356,-0.0004645633091164851
9348.0,0.004759551999995892,1.4176467346000001,-0.008353329875772957,-0.06551749957903849,-0.10775148189026572,-0.0005169464040535341
9349.0,0.004513878000004468,1.4176467346000001,-0.00838290367576947,-0.06418405553564754,-0.10556361458874675,-0.0005655841084107691
9350.0,0.005209905999997488,1.4176467346000001,-0.008416342965373405,-0.06264510621682469,-0.10303905504629544,-0.0006205817593135025
9351.0,0.00490563600000371,1.4176467346000001,-0.008447074374201537,-0.061196132285783966,-0.1006624044626713,-0.0006711289690976496
9352.0,0.004919538000002888,1.4176467346000001,-0.008477180044024849,-0.05974313994514179,-0.0982797129974678,-0.0007206502214902267
9353.0,0.005565027999999472,1.4176467346000001,-0.008510427268685108,-0.05809962084057052,-0.09558496687218833,-0.0007753431569565087
9354.0,0.00494815999999787,1.4176467346000001,-0.008539175890670943,-0.05663837123348166,-0.09318942588324494,-0.0008226401279243171
9355.0,0.0053259709999977645,1.4176467346000001,-0.008569341322938606,-0.05506564588593427,-0.0906117028353914,-0.0008722725459003774
9356.0,0.004651799000001233,1.4176467346000001,-0.008594956754585267,-0.05369207899916039,-0.0883605608310499,-0.0009144232887641857
9357.0,0.005086405000000127,1.4176467346000001,-0.00862226672049344,-0.05219026500380807,-0.08589977233845011,-0.0009593670486055724
9358.0,0.005027075999997521,1.4176467346000001,-0.008648503163356854,-0.05070605693700009,-0.08346800396070027,-0.0010025495169983599
9359.0,0.004934679999998082,1.4176467346000001,-0.008673524979861432,-0.04924920129818598,-0.08108151500212539,-0.0010437383059768227
9360.0,0.005012614000001747,1.4176467346000001,-0.00869821170345305,-0.04776941635892294,-0.07865775315464159,-0.0010843813397009231
9361.0,0.005031346000002657,1.4176467346000001,-0.008722246149645042,-0.04628417800458049,-0.0762253627761723,-0.0011239567768713034
9362.0,0.004929797999999153,1.4176467346000001,-0.0087450633144609,-0.04482898637022798,-0.07384249807090522,-0.0011615343409676218
9363.0,0.0049665289999936135,1.4176467346000001,-0.008767327760545706,-0.04336302170747302,-0.07144229129722063,-0.001198208431777734
9364.0,0.005020172999998351,1.4176467346000001,-0.008789096747623126,-0.04188129236167988,-0.06901654262016867,-0.0012340736979605665
9365.0,0.005126644000000624,1.4176467346000001,-0.008810567795242955,-0.0403682064487725,-0.06653976293980389,-0.001269456022373014
9366.0,0.004829777999994178,1.4176467346000001,-0.008830064742783505,-0.03894279731394174,-0.0642067501037829,-0.0013015932506901633
9367.0,0.005071880000002693,1.4176467346000001,-0.00884981606226758,-0.03744599865944445,-0.061757195036344845,-0.001334158143861818
9368.0,0.00513688499999887,1.4176467346000001,-0.008869051641149948,-0.03593008058453618,-0.05927653443963066,-0.0013658821047442386
9369.0,0.004867156999999622,1.4176467346000001,-0.008886539375472706,-0.034493812155669545,-0.05692649967513615,-0.0013947329246975953
9370.0,0.004795476000005294,1.4176467346000001,-0.008903080800306827,-0.033078745992945566,-0.054611377585021055,-0.0014220318909932378
9371.0,0.004824249000002112,1.4176467346000001,-0.008919038811034606,-0.0316552391912103,-0.05228261002536664,-0.0014483777793635653
9372.0,0.005485774999996806,1.4176467346000001,-0.008936404163012012,-0.030036593589408148,-0.04963487004409746,-0.0014770588428647392
9373.0,0.004922811999996668,1.4176467346000001,-0.008951190613348108,-0.028584104210350444,-0.04725908125478281,-0.001501493156251875
9374.0,0.004510231999994119,1.4176467346000001,-0.008964082707498176,-0.027253380437929145,-0.045082741857026,-0.0015228080983084394
9375.0,0.005488261000003547,1.9441993461,-0.008979040073995751,-0.025059323570026604,-0.04148976767169426,-0.0015475506836991537
9376.0,0.00452410700000172,1.9441993461,-0.008990377180113598,-0.02325074526397113,-0.03852806467398854,-0.0015663210985343494
9377.0,0.005546428999998909,1.9441993461,-0.009003273040893966,-0.021033514759496483,-0.03489764219653095,-0.0015876904160565138
9378.0,0.004683481000000711,1.9441993461,-0.0090131240475679,-0.019161292797692814,-0.031831963957060054,-0.0016040346604737413
9379.0,0.004779943999999148,1.9441993461,-0.009022283038221956,-0.01725052805793117,-0.028703591890961916,-0.001619250160986215
9380.0,0.004857932000000176,1.9441993461,-0.009030663227448908,-0.015308620104751565,-0.02552413478039912,-0.00163319417074242
9381.0,0.005686275999998713,1.9441993461,-0.009039368131358383,-0.013035619242972292,-0.02180279550966607,-0.0016477078982446716
9382.0,0.0048529510000037135,1.9441993461,-0.009045694253502469,-0.011095748262126146,-0.018626885938265433,-0.0016582886880718226
9383.0,0.005021480000003464,1.9441993461,-0.009051265961300802,-0.00908852382056719,-0.015340950323019398,-0.0016676421415919571
9384.0,0.004708483000001706,1.9441993461,-0.009055545277291228,-0.007206431601217605,-0.012259733859273808,-0.001674865401971938
9385.0,0.00482689700000094,1.9441993461,-0.00905902374759889,-0.005277013752064356,-0.009101202002861276,-0.0016807830492305519
9386.0,0.005250967000002049,1.9441993461,-0.009061794690105955,-0.0031780977371403535,-0.005665156144275994,-0.0016855620603682896
9387.0,0.005303689000001555,1.9441993461,-0.009063480254306895,-0.0010581133194178258,-0.0021946595995250215,-0.0016885666830008584
9388.0,0.0044315749999981335,1.9441993461,-0.009063949165160245,0.0005687201112137188,0.0004674917934601899,-0.0016895392628623344
9389.0,0.005601239999997176,1.9441993461,-0.009063630611376671,0.0026547491479663177,0.00388123227629529,-0.0016892774094890144
9390.0,0.004454825000003382,1.9441993461,-0.009062447967089361,0.004313837205178347,0.006596579936426227,-0.0016875483884314884
9391.0,0.005456125999998562,1.9441993461,-0.009060094283155868,0.006345831414680456,0.009921847587280284,-0.001683949211301268
9392.0,0.004904564000000278,1.9441993461,-0.009056981929525216,0.00817242898617793,0.012911390436313315,-0.0016790829776522616
9393.0,0.005003891000001204,1.9441993461,-0.009052892535140007,0.01003602301162425,0.0159612119314368,-0.0016726222586120846
9394.0,0.005152488999996763,1.9441993461,-0.009047721485322896,0.011954980491525397,0.01910189143023018,-0.00166439826172175
9395.0,0.00429839800000309,1.9441993461,-0.00904258275889941,0.013555858969266943,0.021722001453170086,-0.0016561875085297523
9396.0,0.006333947000001672,1.9441993461,-0.009033996549674328,0.015914880124486292,0.025582961785544905,-0.0016424289079359185
9397.0,0.003860725000002674,1.9441993461,-0.009027852252117463,0.01735279502942705,0.02793673902301728,-0.0016325520299219618
9398.0,0.005632260999995253,1.9441993461,-0.009018078705048949,0.019450530175781824,0.031370069827976466,-0.0016168173293553232
9399.0,0.00427641699999981,1.9441993461,-0.009009760847258677,0.0210433193013752,0.03397766521992641,-0.0016034021793649691
9400.0,0.005402500999998949,0.85846787057,-0.008998392191901778,0.021888817270622526,0.035353477804766005,-0.0015850457423321408
9401.0,0.004635682999996504,0.85846787057,-0.008988245230090633,0.022614346892256745,0.03653459849083638,-0.00156865699072711
9402.0,0.004983735999999794,0.85846787057,-0.00897697483661829,0.023394376252476503,0.03780423408581728,-0.0015504491113526781
9403.0,0.005302982000003453,0.85846787057,-0.00896456884100147,0.024224420022495897,0.03915570528336516,-0.0015304015940645775
9404.0,0.004572971999998288,0.85846787057,-0.008953491081553563,0.024940229041564375,0.04032121963991929,-0.0015124957996744761
9405.0,0.005884626999993259,0.85846787057,-0.008938814687033163,0.025861403762744394,0.04182126391223578,-0.0014887682658979034
9406.0,0.0046153920000051585,0.85846787057,-0.008926878635429616,0.02658393459091252,0.04299824105590009,-0.0014694661132088397
9407.0,0.005188804000006542,0.85846787057,-0.008913084752815492,0.027396266483962362,0.04432128548474392,-0.0014471551686904296
9408.0,0.005001509999999598,0.85846787057,-0.008899382482737273,0.02817932818064785,0.04559717931261282,-0.0014249878334339511
9409.0,0.004636889000003919,0.85846787057,-0.008886316041050437,0.028905335485747835,0.046780056518014215,-0.001403844927515365
9410.0,0.005041433999998901,0.85846787057,-0.008871743606940515,0.029694730593619538,0.04806645837579969,-0.0013802610707701864
9411.0,0.004817702000003976,0.85846787057,-0.00885743757064347,0.030449138955435502,0.04929612071700361,-0.0013571040835051666
9412.0,0.005524126999993939,0.85846787057,-0.00884061707958044,0.0313142216146958,0.05070628101149184,-0.0013298722803603905
9413.0,0.004830988000001923,0.85846787057,-0.00882548921669544,0.032070807157488175,0.05193990033123252,-0.0013053761368512662
9414.0,0.0050665460000018925,0.85846787057,-0.00880924039472338,0.032864330306886194,0.05323376907681372,-0.0012790605474248958
9415.0,0.00496691499999713,0.85846787057,-0.008792916961206767,0.03364230476300881,0.054502685570112556,-0.0012526197868114948
9416.0,0.004447634000001699,0.85846787057,-0.00877795409535653,0.03433898271046359,0.05563907717969025,-0.0012283789870681913
9417.0,0.00561540199999655,0.85846787057,-0.008758671376137511,0.03521864742195189,0.05707421941220601,-0.0011971354085409118
9418.0,0.005014936999998554,0.85846787057,-0.008741009446332887,0.03600430874505225,0.05835643775230123,-0.001168513047073281
9419.0,0.004698199999999986,0.85846787057,-0.008724093901998286,0.03674039115239952,0.05955765832241467,-0.0011410960254884949
9420.0,0.005272407999996176,0.85846787057,-0.008704722868774795,0.03756650464841018,0.06090623064670899,-0.0011096947980684811
9421.0,0.004889092999995626,0.85846787057,-0.00868635625528371,0.03833261630225449,0.06215717038363498,-0.0010799171754773866
9422.0,0.005081425000000195,0.85846787057,-0.00866687782380434,0.03912892379516659,0.06345750542456519,-0.0010483324755257192
9423.0,0.005111644999999498,0.85846787057,-0.008646876507037049,0.039930034415767444,0.06476608242216177,-0.0010158952514941271
9424.0,0.004415170999997997,0.85846787057,-0.008629246714038908,0.04062203913286366,0.06589658554511099,-0.0009872999186047462
9425.0,0.005056944000003227,0.85846787057,-0.008608704376332824,0.04141469486154594,0.0671917370574816,-0.0009539763843154413
9426.0,0.005731760999999835,-3.6956328484,-0.008584966463049393,0.03712108343510645,0.06012543766186917,-0.0009154636865166096
9427.0,0.004232756999996923,-3.6956328484,-0.008569254010473652,0.033950399178480736,0.05490725220246781,-0.000890014049802494
9428.0,0.005008393000004219,-3.6956328484,-0.008552250316314366,0.030198747852553293,0.048733020152704615,-0.0008625143400444634
9429.0,0.0054863780000005136,-3.6956328484,-0.008535682141729785,0.026089116699972135,0.041970315455046196,-0.0008357775630805254
9430.0,0.004561866000003079,-3.6956328484,-0.008523780636285413,0.02267202718655938,0.036347112103157074,-0.0008166312675721474
9431.0,0.005475003999997341,-3.6956328484,-0.008511367692331967,0.018570986943936107,0.029598532749238564,-0.0007967312091568337
9432.0,0.004860733999997535,-3.6956328484,-0.008502340829566777,0.014930097426527197,0.02360755953175325,-0.0007823441497084073
9433.0,0.00501114000000058,-3.6956328484,-0.008494859148724979,0.011176562107652336,0.017431017258658237,-0.000770514071121211
9434.0,0.004869331999998394,-3.6956328484,-0.008489416909572903,0.00752926641175247,0.011429545398192322,-0.0007620263301082001
9435.0,0.004784540000002835,-3.6956328484,-0.008485814501941132,0.003945490496231939,0.005532551384337306,-0.0007565578183942501
9436.0,0.004871031000000414,-3.6956328484,-0.008483892641289396,0.0002969356453311925,-0.00047098290964760496,-0.0007538628954640299
9437.0,0.004967472000004136,-3.6956328484,-0.008483745139338998,-0.0032908984850574933,-0.006374810766739217,-0.0007540968549056454
9438.0,0.00516398799999962,-3.6956328484,-0.008485444555367603,-0.007017989412294622,-0.01250783337650181,-0.0007573887995358164
