tick,tick_dt,input_force,output_position,output_speed,output_ang_vel,output_angle
1263.0,0.004831528000000418,-0.0010208925251,1.276533107856627e-07,-1.2082829993230717e-07,6.31168987985044e-06,1.7550480799646477e-06
1264.0,0.004895704000000833,-0.0010208925251,1.2759415682653351e-07,-2.1375308088567096e-07,6.128280608166258e-06,1.7581380965038026e-06
1265.0,0.005252561000000711,-0.0010208925251,1.2748188171690451e-07,-2.885606654070871e-08,6.526204974799664e-06,1.7613570132757541e-06
1266.0,0.004743797999999799,-0.00076701377291,1.2746819298183014e-07,-1.925297701883662e-07,6.175029129453199e-06,1.7644529130864585e-06
1267.0,0.004760288999998252,-0.00076701377291,1.2737654324711016e-07,-2.1473182753821471e-07,6.165504429888115e-06,1.7673924054104191e-06
1268.0,0.0050546419999992764,-0.00076701377291,1.2726800399568904e-07,-7.733753897712268e-09,6.616805695342085e-06,1.7705088471746686e-06
1269.0,0.005271828999999784,-0.00076701377291,1.2726392689288135e-07,-1.5359910925016938e-07,6.304080434875704e-06,1.7739971139898754e-06
1270.0,0.004563571000000266,-0.00076701377291,1.2719383084882136e-07,-1.6597902124845165e-07,6.2878858292450125e-06,1.776874025855302e-06
1271.0,0.005607033000000428,-0.00076701377291,1.2710076586387658e-07,-3.044767274264253e-07,6.027761098551139e-06,1.7803996641897832e-06
1272.0,0.00519083700000067,-0.00076701377291,1.2694271695764015e-07,-4.368462479943419e-07,5.7681030842519555e-06,1.7835285767235356e-06
1273.0,0.0046688289999998744,-0.00076701377291,1.2673876091452245e-07,-1.1227641634955043e-07,6.472334575293925e-06,1.7862216054190101e-06
1274.0,0.0045996519999995655,-0.00076701377291,1.2668711767022096e-07,-2.6854159071806047e-07,6.147284300375519e-06,1.7891986540864017e-06
1275.0,0.005653631000001269,-0.00076701377291,1.2653529416401363e-07,-1.175219839780639e-07,6.490161638793044e-06,1.7926741017950442e-06
1276.0,0.004778001000000032,-0.00076701377291,1.264791421483167e-07,-3.604179653479369e-07,5.980161581790289e-06,1.7957751016750758e-06
1277.0,0.005017780000001082,-0.00076701377291,1.262982923425003e-07,-3.256802669476996e-07,6.0711263074068986e-06,1.798775815193264e-06
1278.0,0.004563762999998389,-0.00076701377291,1.2614965958728773e-07,-1.3680222472195003e-07,6.464874480021801e-06,1.80154653335427e-06
1279.0,0.0049947889999995,-0.00076701377291,1.2608132976256606e-07,-2.0307174974211116e-07,6.362060493733712e-06,1.804775601748189e-06
1280.0,0.005568174000000425,-0.00076701377291,1.259682558788612e-07,-2.5814448962589545e-07,6.233145251760028e-06,1.8083181077309529e-06
1281.0,0.004785744999999508,-0.00076701377291,1.2584471450881073e-07,-2.8680994553523474e-07,6.183161795631601e-06,1.811301132103241e-06
1282.0,0.004671770999999936,-0.00076701377291,1.257107234702044e-07,-2.9934735567018023e-07,6.199040587841951e-06,1.814189763699755e-06
1283.0,0.005205057999999596,-0.00076701377291,1.2555491143536343e-07,-1.4618966576022614e-07,6.5447693114014595e-06,1.817416400280162e-06
1284.0,0.004719173999999882,-0.00076701377291,1.25485921988391e-07,-2.424892094776718e-07,6.3244210758614955e-06,1.8205049907971983e-06
1285.0,0.006297937999999448,-0.0016335759853,1.2533320378769506e-07,-3.7443180462455803e-07,6.096249281992034e-06,1.8244880719793648e-06
1286.0,0.004099160999999185,-0.0016335759853,1.2517971816262744e-07,-6.24972178178342e-07,5.502954669113697e-06,1.8269870227096662e-06
1287.0,0.004745908999998605,-0.0016335759853,1.248831120541109e-07,-7.139084258917542e-07,5.382540072020322e-06,1.8295986749187392e-06
1288.0,0.005453121000000394,-0.0016335759853,1.2449380915118016e-07,-6.013276585776586e-07,5.5841098191855195e-06,1.832533839148747e-06
1289.0,0.004942314999999198,-0.0016335759853,1.2419661408048987e-07,-4.6070511309112334e-07,5.903211432719467e-06,1.8352936821208474e-06
1290.0,0.004429480000000652,-0.0016335759853,1.2399254567205636e-07,-2.521460486567699e-07,6.425107390493014e-06,1.837908497818548e-06
1291.0,0.005757604999999444,-0.0016335759853,1.2384736993700873e-07,-4.2238588708926337e-07,6.073313495982826e-06,1.8416078208622517e-06
1292.0,0.004845618999999246,-0.0016335759853,1.236426978290276e-07,-6.636933632887266e-07,5.510520992520021e-06,1.8445507171891602e-06
1293.0,0.0049013470000005555,-0.0016335759853,1.2331739868152004e-07,-4.3552685457204874e-07,6.083278767707073e-06,1.847251614742673e-06
1294.0,0.00523631400000113,-0.0016335759853,1.2308934314492284e-07,-2.652837170805001e-08,6.954361835520944e-06,1.8504370105203985e-06
1295.0,0.0047522900000007695,-0.0016335759853,1.230767360933644e-07,-2.5683538728960264e-07,6.445479811109417e-06,1.853741924941132e-06
1296.0,0.005115538000000086,-0.0016335759853,1.2294535097502192e-07,-3.0545429366675075e-07,6.4029212011058786e-06,1.8570391346313282e-06
1297.0,0.004935811999999373,-0.0016335759853,1.2279458447820876e-07,-2.771357743354052e-07,6.428330492872024e-06,1.8601994961612751e-06
1298.0,0.0047433740000002445,-0.0016335759853,1.2266312861556352e-07,7.738552800576357e-09,7.107090351475732e-06,1.863248693733605e-06
1299.0,0.005324779999998697,-0.0016335759853,1.2266724922468166e-07,-2.1577072600887023e-07,6.6368847923722335e-06,1.8670330629897772e-06
1300.0,0.004879358000000167,-0.0016335759853,1.2256196696286994e-07,-3.737356802649659e-07,6.263436367516463e-06,1.8702714366804513e-06
1301.0,0.00519384400000078,-0.0016335759853,1.223678544808169e-07,-2.636709455561047e-07,6.567114520165461e-06,1.8735245678201325e-06
1302.0,0.0048066070000007954,-0.0016335759853,1.2224111821955623e-07,-2.2844116558669204e-07,6.609802698078544e-06,1.8766811216823759e-06
1303.0,0.0051396409999995285,-0.0016335759853,1.2212370766148253e-07,-2.2675262351081037e-07,6.674975818824463e-06,1.880078322977271e-06
1304.0,0.004389265000000364,-0.0016335759853,1.2202417992607912e-07,-2.191966989886561e-07,6.659868330753295e-06,1.8830081467510126e-06
1305.0,0.005893597000000028,-0.0016335759853,1.2189499422532217e-07,-4.479109908200575e-07,6.228446953078954e-06,1.886933204752465e-06
1306.0,0.004062897999999038,-0.00064104431964,1.2171301255844413e-07,-4.922983944452783e-07,6.146352371031349e-06,1.8894637592193413e-06
1307.0,0.00517558600000001,-0.00064104431964,1.2145821929063278e-07,-4.6911624098296016e-07,6.192259813253246e-06,1.892644856747599e-06
1308.0,0.005752642000000918,-0.00064104431964,1.2118835351155668e-07,-5.555868487262585e-07,6.094598329385074e-06,1.896207042135263e-06
1309.0,0.0045941470000006035,-0.00064104431964,1.2093310874612513e-07,-2.648702681028483e-07,6.646905529680773e-06,1.8990069901983784e-06
1310.0,0.004513972999999893,-0.00064104431964,1.2081354702225323e-07,-3.5172165845290085e-07,6.502098697648372e-06,1.9020073854078313e-06
1311.0,0.005155595999999818,-0.00064104431964,1.2063221354470992e-07,-1.2412041902153374e-07,7.01089435825862e-06,1.9053596048115514e-06
1312.0,0.004963586999998881,-0.00064104431964,1.2057060529488094e-07,-2.613981842216396e-07,6.717045733740916e-06,1.9088395232210533e-06
1313.0,0.005672387999998918,-0.00064104431964,1.204223301025409e-07,1.5875633186877164e-09,7.307289091381671e-06,1.912649692182605e-06
1314.0,0.004858696999999523,-0.00064104431964,1.2042310145145428e-07,-2.504925244425471e-07,6.77430452516861e-06,1.9162000825412478e-06
1315.0,0.004806235000000214,-0.00064104431964,1.2030270885763286e-07,-2.772467524082244e-07,6.742552837447126e-06,1.9194559724922002e-06
1316.0,0.005098706000000064,-0.00064104431964,1.2016134888963442e-07,-8.828435404411181e-08,7.164948686518175e-06,1.9228938019529613e-06
1317.0,0.005023154999999946,-0.00064104431964,1.2011700229019057e-07,-1.2668641747790528e-07,7.078998467611901e-06,1.926492866734904e-06
1318.0,0.004657640000001351,-0.00064104431964,1.200579963176404e-07,2.533970729661105e-08,7.439180155134542e-06,1.9297900093771734e-06
1319.0,0.0052930100000008196,-0.00064104431964,1.200714086500522e-07,-1.7373521397395397e-07,7.0258238047665946e-06,1.933727574872467e-06
1320.0,0.004988179999999787,-0.00064104431964,1.1998474639808815e-07,-2.7202647511857927e-07,6.817341514779564e-06,1.937232182251113e-06
1321.0,0.005178144000000273,-0.00064104431964,1.198438871720905e-07,-9.811754665986453e-08,7.222825352338744e-06,1.940762299857184e-06
1322.0,0.004546741999998716,-0.00064104431964,1.1979927565505697e-07,-2.0304008455330178e-08,7.383845461734417e-06,1.9440463321959974e-06
1323.0,0.004815919000000335,-0.00064104431964,1.1978949740904734e-07,-2.1666935734270327e-07,6.994199788949232e-06,1.9476023323612208e-06
1324.0,0.005657835000000944,-0.00064104431964,1.1966690946170723e-07,-1.7990903755136035e-07,7.071039571224677e-06,1.9515595351975124e-06
1325.0,0.00424843799999941,-0.00064104431964,1.1959047622253957e-07,-3.0046314331860525e-07,6.8353609760558785e-06,1.9545636225189016e-06
1326.0,0.00550552400000015,-0.0011312909739,1.1942505551787397e-07,-5.567292879229685e-07,6.313213540583612e-06,1.9583268469091354e-06
1327.0,0.004625443000000118,-0.0011312909739,1.1916754355910213e-07,-6.058232328352526e-07,6.21392366076219e-06,1.9612469878470154e-06
1328.0,0.0050658470000009,-0.0011312909739,1.188606427784432e-07,-3.68550177246213e-07,6.757168637415898e-06,1.964394866500526e-06
1329.0,0.005305751999999941,-0.0011312909739,1.1866509919444077e-07,-3.168235948095072e-07,6.841958510147207e-06,1.967980052601757e-06
1330.0,0.004456126000000893,-0.0011312909739,1.1852391860861632e-07,-2.0930631606895117e-07,7.090274310378252e-06,1.9710289155225565e-06
1331.0,0.005767405999998587,-0.0011312909739,1.1840320315830295e-07,-4.024148257890619e-07,6.725630546385492e-06,1.975118164582488e-06
1332.0,0.004939279999998547,-0.0011312909739,1.1820443920823067e-07,-5.768490819212641e-07,6.361678040772689e-06,1.978440141827002e-06
1333.0,0.004742302000000365,-0.0011312909739,1.179308799527413e-07,-3.377593054510965e-07,6.9051554348205414e-06,1.9814570416766136e-06
1334.0,0.005066990999999632,-0.0011312909739,1.1775973761665263e-07,-2.190968667007091e-07,7.172444664780536e-06,1.984955877720797e-06
1335.0,0.005200845000000953,-0.0011312909739,1.17645788732283e-07,-2.103137540888592e-07,7.172247430139972e-06,1.988686155018058e-06
1336.0,0.004657961999999571,-0.0011312909739,1.1754782538482069e-07,-1.565845184591805e-07,7.305250055675424e-06,1.9920269606164766e-06
1337.0,0.00530000499999872,-0.0011312909739,1.1746483551174509e-07,-2.9070871366490634e-07,7.065315595663493e-06,1.9958987467986086e-06
1338.0,0.005010125000000087,-0.0011312909739,1.1731918681234005e-07,-3.677714260727175e-07,6.876250144661986e-06,1.999438558228481e-06
1339.0,0.004911476000000192,-0.0011312909739,1.1713855675907585e-07,-1.1993533019912434e-07,7.4629684417317515e-06,2.0028158119840316e-06
1340.0,0.00498696900000084,-0.0011312909739,1.1707874538170506e-07,-1.3411290854390883e-07,7.4486082964741e-06,2.0065375712107217e-06
1341.0,0.004411031000000065,-0.0011312909739,1.1701958776199633e-07,-2.6940322044196775e-08,7.681770185438861e-06,2.0098231754209823e-06
1342.0,0.006176735000000377,-0.0011312909739,1.1700294743898816e-07,-3.2505188986990886e-07,7.0694848205835195e-06,2.014568001297618e-06
1343.0,0.0041564409999992336,-0.0011312909739,1.1686784153876991e-07,-5.50393077207478e-07,6.6077114290741e-06,2.017506390953333e-06
1344.0,0.004808041999998736,-0.0011312909739,1.166032102355977e-07,-5.817625017938875e-07,6.547671190276008e-06,2.020683406360819e-06
1345.0,0.005623798000000235,-0.0011312909739,1.1627603875619133e-07,-5.19572993831314e-07,6.658825605574399e-06,2.024365684375272e-06
1346.0,0.004299784999998835,-0.00095265461029,1.1605263353966329e-07,-3.704797137018247e-07,6.9959148666208274e-06,2.027228836220918e-06
1347.0,0.005066140000000274,-0.00095265461029,1.1586494332998595e-07,-4.6763100276361216e-07,6.839954748069709e-06,2.0307730646351564e-06
1348.0,0.005743090000001061,-0.00095265461029,1.1559637863641973e-07,-4.987556204680443e-07,6.778095801812477e-06,2.0347013122065662e-06
1349.0,0.004450622000000237,-0.00095265461029,1.1537440136271185e-07,-3.3299050006072393e-07,7.128142819609511e-06,2.0377179864359317e-06
1350.0,0.004725697000001361,-0.00095265461029,1.1521704014199526e-07,-4.458599191781277e-07,6.936792404698829e-06,2.0410865307497528e-06
1351.0,0.005021013000000352,-0.00095265461029,1.1499317329695801e-07,-2.306342153971678e-07,7.3860605425618765e-06,2.0445695032339826e-06
1352.0,0.005585971000000356,-0.00095265461029,1.1486434169307637e-07,-2.4374771072641207e-07,7.3787963532168084e-06,2.048695335233482e-06
1353.0,0.004979279999998809,-0.00095265461029,1.1474297288296982e-07,-3.2011150765150136e-07,7.2274431341850915e-06,2.052369444544046e-06
1354.0,0.004414747000000219,-0.00095265461029,1.1460165175116282e-07,-2.5412790118971566e-07,7.421873504057108e-06,2.0555601778334776e-06
1355.0,0.00567315600000029,-0.00095265461029,1.1445748102842263e-07,-3.6259430340921894e-07,7.201272963233899e-06,2.059770722453556e-06
1356.0,0.004792809000001341,-0.00095265461029,1.1428369650434974e-07,-5.059467398475527e-07,6.911036991065302e-06,2.0632221550405216e-06
1357.0,0.005046275000001543,-0.00095265461029,1.1402838186588724e-07,-3.449053892118146e-07,7.277687556135406e-06,2.0667096543597316e-06
1358.0,0.004864846999998562,-0.00095265461029,1.138605906710882e-07,-1.6279212193775373e-07,7.65197934129962e-06,2.070250138007171e-06
1359.0,0.005157777999999169,-0.00095265461029,1.1377662610857783e-07,3.0706164509016666e-09,8.057241797956126e-06,2.0741968590774715e-06
1360.0,0.00496707499999971,-0.00095265461029,1.1377815130679861e-07,-1.4407959986058897e-07,7.731265033074583e-06,2.0781989515078297e-06
1361.0,0.0046038799999994495,-0.00095265461029,1.13711818787978e-07,7.002640584854954e-09,8.104541490808875e-06,2.0817583331538763e-06
1362.0,0.005437995999999501,-0.00095265461029,1.1371562682112699e-07,-2.4074693614769627e-07,7.580068565184461e-06,2.086165579574761e-06
1363.0,0.004542131999999199,-0.00095265461029,1.1360627638486917e-07,-3.646539317793958e-07,7.2978580669348535e-06,2.0896085467739723e-06
1364.0,0.005709217999999794,-0.00095265461029,1.133980875057606e-07,-3.9673668987561586e-07,7.280537358645318e-06,2.093775053037691e-06
1365.0,0.004602572000001359,-0.00095265461029,1.1321548658774113e-07,-4.878528047596503e-07,7.084618143851061e-06,2.0971259727768774e-06
1366.0,0.0050052960000002145,-0.0012384696799,1.129713018185159e-07,-4.459163035223121e-07,7.211532805642455e-06,2.100672033862572e-06
1367.0,0.004949619999999655,-0.0012384696799,1.127505901930919e-07,-3.149754173145068e-07,7.4662518992375225e-06,2.104241468563118e-06
1368.0,0.005116468000000651,-0.0012384696799,1.1258943402874425e-07,1.9749002977182522e-08,8.240120195646953e-06,2.1080615524553574e-06
1369.0,0.004732752999998979,-0.0012384696799,1.1259878074405298e-07,-1.4351735965831028e-07,7.880342409343564e-06,2.111961397812987e-06
1370.0,0.004770338000000152,-0.0012384696799,1.1253031811260921e-07,-1.9763186838034212e-07,7.811262464151963e-06,2.1157205874978175e-06
1371.0,0.005175054999998707,-0.0012384696799,1.1242804253374713e-07,-1.7479925016025732e-08,8.203516790694444e-06,2.1197629587849587e-06
1372.0,0.00560394699999911,-0.0012384696799,1.1241824687641176e-07,-2.736968402950445e-07,7.648666538357574e-06,2.124360166115824e-06
1373.0,0.00431736699999874,-0.0012384696799,1.1230008190578238e-07,-2.8324826093962274e-07,7.638392556380404e-06,2.1276623761664944e-06
1374.0,0.005727678999999597,-0.0012384696799,1.1213784639418536e-07,-5.432763404042724e-07,7.132838790460425e-06,2.1320374022303875e-06
1375.0,0.004433155000000966,-0.0012384696799,1.1189700357170081e-07,-6.274593939454212e-07,6.957581436485809e-06,2.1351995002252004e-06
1376.0,0.005318758999999673,-0.0012384696799,1.1156327304183266e-07,-5.040134955417233e-07,7.257234604194363e-06,2.1389000701135545e-06
1377.0,0.00491490799999994,-0.0012384696799,1.1131555504569807e-07,-5.209978812048531e-07,7.188288621709958e-06,2.142466934154958e-06
1378.0,0.004645832999999655,-0.0012384696799,1.1107350813075492e-07,-1.2171043425207614e-07,8.109760982318143e-06,2.145806493004184e-06
1379.0,0.005473502999999269,-0.0012384696799,1.1100688988805392e-07,-2.475510859921525e-07,7.860780896375936e-06,2.1502453731107834e-06
1380.0,0.004581802000000579,-0.0012384696799,1.108934668819638e-07,-3.9640832216950685e-07,7.514212534931485e-06,2.1538470272740415e-06
1381.0,0.00502033600000118,-0.0012384696799,1.1069445658491504e-07,-4.015310179243149e-07,7.563394201463434e-06,2.157619414444119e-06
1382.0,0.005383891999999335,-0.0012384696799,1.1047827662139961e-07,-3.425980556492783e-07,7.665392814262031e-06,2.1616914641975293e-06
1383.0,0.004861484000000971,-0.0012384696799,1.1031172312480257e-07,-2.8461204110221284e-07,7.808325947725566e-06,2.165417982649555e-06
1384.0,0.005211976000000007,-0.0012384696799,1.1016338401204899e-07,-2.9494693769754824e-07,7.84885844763213e-06,2.1694876633935272e-06
1385.0,0.004518511000000558,-0.0012384696799,1.100301119138087e-07,-2.133440651037556e-07,7.999178779433709e-06,2.1730341787168345e-06
1386.0,0.00552008400000048,-0.0015518188399,1.0991234419778127e-07,-4.0185820226765486e-07,7.653127359816201e-06,2.177449792596184e-06
1387.0,0.004233251000000493,-0.0015518188399,1.0974222753412047e-07,-5.033634769329935e-07,7.395987246086795e-06,2.1806895535010914e-06
1388.0,0.0053186350000000715,-0.0015518188399,1.0947450687350671e-07,-5.680065561898452e-07,7.3268096091526865e-06,2.1846232091637506e-06
1389.0,0.0056628090000003795,-0.0015518188399,1.091528556096616e-07,-7.169121755984482e-07,6.98309423972318e-06,2.1887722415033503e-06
1390.0,0.005005417999999651,-0.0015518188399,1.0879401109884566e-07,-3.011411512592173e-07,7.886020263378046e-06,2.192267572063671e-06
1391.0,0.0042642540000006335,-0.0015518188399,1.0866559686296347e-07,-3.332195773539954e-07,7.891023775067e-06,2.1956303714088903e-06
1392.0,0.005532245999999574,-0.0015518188399,1.0848125159556966e-07,-5.17744459681286e-07,7.505916433251436e-06,2.1999958798804417e-06
1393.0,0.004755021000001136,-0.0015518188399,1.0823506301772778e-07,-6.669067166350363e-07,7.154756909302612e-06,2.203564958906878e-06
1394.0,0.005361823999999515,-0.0015518188399,1.0787747937382633e-07,-4.068956702528094e-07,7.790942317469436e-06,2.207401213637924e-06
1395.0,0.004512194000000136,-0.0015518188399,1.0769388015363225e-07,-3.9758603043774414e-07,7.767527870073579e-06,2.2109166379558474e-06
1396.0,0.005167306000000593,-0.0015518188399,1.0748843528557252e-07,-4.3798571186364085e-07,7.752641845855944e-06,2.2149303572926677e-06
1397.0,0.0050085099999996885,-0.0015518188399,1.0726906970379992e-07,-4.56904618493728e-07,7.675782060047698e-06,2.2188132757138063e-06
1398.0,0.005235302999999192,-0.0015518188399,1.0702986629180854e-07,2.095518410248643e-08,8.781598063004872e-06,2.222831780198437e-06
1399.0,0.004685959000001461,-0.0015518188399,1.0703968580516271e-07,-1.3223002285230519e-07,8.430933325753038e-06,2.2269468010462104e-06
1400.0,0.005084028000000629,-0.0015518188399,1.0697245969130052e-07,-3.243124190557908e-07,8.069643802585616e-06,2.231233111155637e-06
1401.0,0.004772447000000568,-0.0015518188399,1.0681768330816195e-07,-2.927807580232663e-07,8.10626781166866e-06,2.235084305891309e-06
1402.0,0.005237725000000637,-0.0015518188399,1.066643327985802e-07,-1.5011247072566064e-07,8.475857123711375e-06,2.239330146048697e-06
1403.0,0.00493690699999938,-0.0015518188399,1.0659022366782892e-07,-3.145686518140139e-07,8.097029044657244e-06,2.2435145978852016e-06
1404.0,0.0050747040000000965,-0.0015518188399,1.064305893882654e-07,-1.1311093838346587e-07,8.589610425610723e-06,2.2476236004533057e-06
1405.0,0.004538923000000139,-0.0015518188399,1.0637924920428737e-07,-5.055239879539176e-08,8.725083598703405e-06,2.2515223584854904e-06
1406.0,0.004879259999999164,-0.0015518188399,1.0635458337455274e-07,-3.076280734717844e-07,8.210485246740932e-06,2.2557795536254706e-06
1407.0,0.005120528999999152,-0.0015518188399,1.0619706152741012e-07,-2.818672407406414e-07,8.238600973983792e-06,2.2599837564064707e-06
1408.0,0.005017665000000449,-0.0021288825316,1.0605562998855902e-07,-2.9481010701366915e-07,8.220372263844289e-06,2.2641176103820836e-06
1409.0,0.00563302599999993,-0.0021288825316,1.0588956268877195e-07,4.242853531053376e-08,9.016698033989312e-06,2.268748167451275e-06
1410.0,0.004915619000000149,-0.0021288825316,1.0591041894020342e-07,-4.1354035816721946e-07,8.00103004566747e-06,2.2731804326685892e-06
1411.0,0.004715154999999527,-0.0021288825316,1.0571542825145204e-07,-4.1608262692000484e-07,8.07768524487929e-06,2.2769530423510868e-06
1412.0,0.004684375000000074,-0.0021288825316,1.055205195459042e-07,-2.791831583005246e-07,8.384207117966119e-06,2.280736933032985e-06
1413.0,0.004919871000000242,-0.0021288825316,1.0538316503348307e-07,-8.709391135763147e-08,8.806499772910739e-06,2.2848618547787526e-06
1414.0,0.005480076999999639,-0.0021288825316,1.0533543689943597e-07,-2.037387783290697e-07,8.539211890377247e-06,2.2896878844643557e-06
1415.0,0.005021908000001574,-0.0021288825316,1.0523312115935583e-07,-4.5239529398927506e-07,8.005672780963017e-06,2.2939761981149553e-06
1416.0,0.00492565400000089,-0.0021288825316,1.0501028689041385e-07,-2.6466225020637756e-07,8.490597953986754e-06,2.2979195155305804e-06
1417.0,0.005110726999999926,-0.0021288825316,1.048750252396128e-07,-1.844059069342369e-07,8.678385395413862e-06,2.3022588283515387e-06
1418.0,0.005305400999999321,-0.0021288825316,1.0477719051130734e-07,-1.139143761068102e-07,8.820428818581122e-06,2.3068630598070596e-06
1419.0,0.004586444999999273,-0.0021288825316,1.0472494430923503e-07,-2.4234364719581414e-07,8.544096471949375e-06,2.3109085009723427e-06
1420.0,0.005145303000000823,-0.0021288825316,1.0460025115974026e-07,-4.6129705968236133e-07,8.146100128447373e-06,2.3153046974932845e-06
1421.0,0.004864333999998749,-0.0021288825316,1.0437586086258901e-07,-4.597409057493215e-07,8.099285273333247e-06,2.3192672326755047e-06
1422.0,0.0050840330000010425,-0.0021288825316,1.0414212706896102e-07,-1.2297641560562615e-07,8.900521676621094e-06,2.3233849360361095e-06
1423.0,0.004402199999999468,-0.0021288825316,1.0408799039128311e-07,-1.2539421181628815e-07,8.884173886374244e-06,2.3273031236885913e-06
1424.0,0.005840786000000264,-0.0021288825316,1.0401475031559734e-07,-4.6025704930797844e-07,8.220028061178782e-06,2.3324921795343014e-06
1425.0,0.004734172999999231,-0.0021288825316,1.0379685666600802e-07,-7.578878924625396e-07,7.5247210783071635e-06,2.336383683024948e-06
1426.0,0.004581849000000915,-0.0021288825316,1.034496038777888e-07,-5.169300334814871e-07,8.142882905619015e-06,2.339831396599741e-06
1427.0,0.005292562999999362,-0.0021288825316,1.0317601540090955e-07,-2.639106033052736e-07,8.697247245597053e-06,2.3441410686777014e-06
1428.0,0.00454055199999992,-0.0027171429098,1.0305618541914366e-07,-5.027908177562109e-07,8.129377712140824e-06,2.34809009901525e-06
1429.0,0.005173606999999691,-0.0027171429098,1.0279606120971575e-07,-5.189037520229962e-07,8.195792557424778e-06,2.3522959195589677e-06
1430.0,0.005082749999999692,-0.0027171429098,1.0253231540515628e-07,-5.681101443046373e-07,8.02177859783821e-06,2.3564616360210924e-06
1431.0,0.005523955000001024,-0.0027171429098,1.02218493917938e-07,3.1713300097066783e-08,9.402073373716324e-06,2.3608928304205355e-06
1432.0,0.0043260269999993994,-0.0027171429098,1.0223221317718589e-07,-3.6262488593790925e-07,8.511915518792727e-06,2.3649601927476025e-06
1433.0,0.005181287000000978,-0.0027171429098,1.020443268164472e-07,-6.954298510254967e-07,7.88658339067886e-06,2.3693704604698654e-06
1434.0,0.005403053000000213,-0.0027171429098,1.0166858238215989e-07,-7.713447180018625e-07,7.654080542506922e-06,2.373631623274741e-06
1435.0,0.0048858860000002835,-0.0027171429098,1.0129171214627394e-07,-2.9860997762700727e-07,8.715747448082908e-06,2.3773713197712922e-06
1436.0,0.004952681999998987,-0.0027171429098,1.0114382012015261e-07,-3.902755390584716e-07,8.60293599529853e-06,2.381687952321558e-06
1437.0,0.004800766999998984,-0.0027171429098,1.0095645792727073e-07,-2.846916581396261e-08,9.375147080874275e-06,2.3858180214444913e-06
1438.0,0.004914730999999506,-0.0027171429098,1.0094246609809374e-07,-7.88575719417657e-08,9.29559701067772e-06,2.390425654043284e-06
1439.0,0.005385106000000306,-0.0027171429098,1.0090000045971284e-07,-4.5120051954291825e-08,9.373832757996716e-06,2.3954314315668626e-06
1440.0,0.005003208999999842,-0.0027171429098,1.0087742595471102e-07,-4.4643885149765725e-07,8.485504977062387e-06,2.4001213560087927e-06
1441.0,0.004860369000001086,-0.0027171429098,1.0066044019928949e-07,-1.9768941749116581e-07,9.105658070019079e-06,2.4042456245427797e-06
1442.0,0.005042347999999919,-0.0027171429098,1.0056075831539872e-07,-2.43653394474791e-07,9.028222911085382e-06,2.408837014218584e-06
1443.0,0.0046558289999989455,-0.0027171429098,1.0044731746140432e-07,-8.736066640452816e-08,9.351933254285065e-06,2.4130404004233725e-06
1444.0,0.005478644000000088,-0.0027171429098,1.0039945566232101e-07,-3.1852100803558605e-07,8.909350225299188e-06,2.4181639917245714e-06
1445.0,0.004824851999998714,-0.0027171429098,1.002457739900548e-07,-5.984353891095526e-07,8.247112528944553e-06,2.4224626213498936e-06
1446.0,0.0045632749999988675,-0.0027171429098,9.997269146503097e-08,-4.1180272335775913e-07,8.749843316682032e-06,2.4262260055924444e-06
1447.0,0.005084543999998914,-0.0027171429098,9.976330855840778e-08,-3.6593620903494235e-07,8.865922258273798e-06,2.430674901926121e-06
1448.0,0.004946713000000713,-0.0029456250276,9.958229041816736e-08,-4.7192688916544825e-07,8.57820264093792e-06,2.435060619215321e-06
1449.0,0.004969353999999981,-0.0029456250276,9.934777324072917e-08,4.6849587834393406e-08,9.78278304121923e-06,2.4393234317759767e-06
1450.0,0.005845937999998441,-0.0029456250276,9.93751612193097e-08,-9.724461130053556e-09,9.674468384997912e-06,2.445042386088617e-06
1451.0,0.004414936000001646,-0.0029456250276,9.937086793195733e-08,-5.4951943002777e-07,8.469790113637153e-06,2.4493136019639977e-06
1452.0,0.004953301000000465,-0.0029456250276,9.90986744177297e-08,-7.649022214859084e-07,8.111351443438615e-06,2.4535089439479652e-06
1453.0,0.004937462999999198,-0.0029456250276,9.872100677600932e-08,-5.813947119995358e-07,8.433824530937994e-06,2.457513893711162e-06
1454.0,0.005609850999999111,-0.0029456250276,9.839485300535884e-08,4.9875006886153985e-09,9.787231723931733e-06,2.4622451436090322e-06
1455.0,0.005100864999999288,-0.0029456250276,9.839739706212885e-08,-5.707536188870678e-07,8.50479700037034e-06,2.467237478383781e-06
1456.0,0.0041678300000000945,-0.0029456250276,9.815951665658823e-08,-2.3408919196029703e-07,9.322648087879944e-06,2.4707821331919864e-06
1457.0,0.0056699249999994095,-0.0029456250276,9.80267898404157e-08,-7.295943823604428e-07,8.278915632155138e-06,2.476068004737953e-06
1458.0,0.005050161999999858,-0.0029456250276,9.765833285789469e-08,-1.0103551751934107e-06,7.599711140540831e-06,2.4802489912506247e-06
1459.0,0.004686721999998866,-0.0029456250276,9.718480747515553e-08,-2.8213768248296174e-07,9.283587166864332e-06,2.4838107645902256e-06
1460.0,0.005122593999999481,-0.0029456250276,9.704027979520943e-08,-4.2725327088077066e-07,8.996122627222038e-06,2.4885663693821707e-06
1461.0,0.004450814000000136,-0.0029456250276,9.685011731125123e-08,-3.939036853242384e-07,9.007477164692541e-06,2.4925703762356663e-06
