tick,position_value,speed_value,angle_value,ang_vel_value,position_sample,speed_sample,angle_sample,ang_vel_sample
4525.0,-2.164163920882195,-4.7035137392465804,-4.629849875210587,-2.9321881034294406,,,,
4526.0,-2.165698691525852,-4.702969582087915,-4.6308066569853,-2.9312041709216143,-2.165698691525852,-4.702969582087915,-4.6308066569853,-2.9312041709216143
4527.0,-2.1672830677371424,-4.702406373314797,-4.631794145863929,-2.930219171057907,,,,
4528.0,-2.1690205836935434,-4.701787028585554,-4.632876847391887,-2.929175046128723,-2.1690205836935434,-4.701787028585554,-4.632876847391887,-2.929175046128723
4529.0,-2.17046943654533,-4.701269369807535,-4.633779470924846,-2.9283303882887655,,,,
4530.0,-2.1721435607618442,-4.700669760584256,-4.63482225074267,-2.9273895441837205,-2.1721435607618442,-4.700669760584256,-4.63482225074267,-2.9273895441837205
4531.0,-2.173583748515935,-4.700152821318285,-4.635719142204465,-2.9266055152497485,,,,
4532.0,-2.1751391390680848,-4.699593329197369,-4.63668762445203,-2.9257894491258463,-2.1751391390680848,-4.699593329197369,-4.63668762445203,-2.9257894491258463
4533.0,-2.1767941722927806,-4.698996657109147,-4.637717985678539,-2.9249540881540144,,,,
4534.0,-2.178355933327869,-4.698432445814164,-4.638690124979253,-2.9241959740516554,-2.178355933327869,-4.698432445814164,-4.638690124979253,-2.9241959740516554
4535.0,-2.180018265978107,-4.697830651835236,-4.63972472247521,-2.9234234738026195,,,,
4536.0,-2.1814967810211554,-4.697294428822943,-4.64064479088626,-2.9227637844731325,-2.1814967810211554,-4.697294428822943,-4.64064479088626,-2.9227637844731325
4537.0,-2.1829971190955817,-4.696749347676569,-4.641578335473436,-2.9221232434098443,,,,
4538.0,-2.184629464311634,-4.696155225573294,-4.64259391317282,-2.9214590640048956,-2.184629464311634,-4.696155225573294,-4.64259391317282,-2.9214590640048956
4539.0,-2.186318910224035,-4.695539202611184,-4.643644910603026,-2.920806564857006,,,,
4540.0,-2.1877632105012936,-4.695011787706594,-4.6445433211048694,-2.9202754041116776,-2.1877632105012936,-4.695011787706594,-4.6445433211048694,-2.9202754041116776
4541.0,-2.18939666613739,-4.694414360149955,-4.64555932288154,-2.9197087527492007,,,,
4542.0,-2.1910664342736688,-4.693802697182907,-4.646597841484401,-2.919163595767557,-2.1910664342736688,-4.693802697182907,-4.646597841484401,-2.919163595767557
4543.0,-2.1923901582929948,-4.6933172415524655,-4.647421090184305,-2.9187541552322664,,,,
4544.0,-2.194185845249087,-4.692657707723845,-4.648537820312451,-2.9182393684187566,-2.194185845249087,-4.692657707723845,-4.648537820312451,-2.9182393684187566
4545.0,-2.1956234252956564,-4.692129110668101,-4.649431813215502,-2.917852690406267,,,,
4546.0,-2.197227737122999,-4.69153851793007,-4.65042947237433,-2.917454924066786,-2.197227737122999,-4.69153851793007,-4.65042947237433,-2.917454924066786
4547.0,-2.1987595763687966,-4.690974008576709,-4.651382053693539,-2.9171043972145836,,,,
4548.0,-2.2003385729184686,-4.690391531347154,-4.652363960173902,-2.916774883231874,-2.2003385729184686,-4.690391531347154,-4.652363960173902,-2.916774883231874
4549.0,-2.2018299316859316,-4.689840903917596,-4.653291379082484,-2.9164919832658196,,,,
4550.0,-2.2033464226951627,-4.689280534323047,-4.65423444601412,-2.9162338714309604,-2.2033464226951627,-4.689280534323047,-4.65423444601412,-2.9162338714309604
4551.0,-2.205013280918886,-4.688664060358149,-4.655271054588786,-2.915984811756846,,,,
4552.0,-2.206572308293018,-4.688087070456756,-4.656240648504144,-2.9157825756249847,-2.206572308293018,-4.688087070456756,-4.656240648504144,-2.9157825756249847
4553.0,-2.208080745313573,-4.687528478762993,-4.6571788295393635,-2.915616530652495,,,,
4554.0,-2.2097072276951573,-4.686925802171918,-4.658190492495662,-2.915471042525863,-2.2097072276951573,-4.686925802171918,-4.658190492495662,-2.915471042525863
4555.0,-2.211084815801089,-4.686415170684571,-4.659047412020505,-2.9153722299748233,,,,
4556.0,-2.212818767231876,-4.685772079082479,-4.660126085946167,-2.9152861158753427,-2.212818767231876,-4.685772079082479,-4.660126085946167,-2.9152861158753427
4557.0,-2.21436263135549,-4.68519932093652,-4.661086611889044,-2.9152391558984254,,,,
4558.0,-2.215924557492681,-4.6846197183763945,-4.662058478382197,-2.9152236231415327,-2.215924557492681,-4.6846197183763945,-4.662058478382197,-2.9152236231415327
4559.0,-2.2174501960348256,-4.684053485433805,-4.663007878287805,-2.915238270816251,,,,
4560.0,-2.218901427909626,-4.683514831146888,-4.663911088875473,-2.9152795193696273,-2.218901427909626,-4.683514831146888,-4.663911088875473,-2.9152795193696273
4561.0,-2.220627430204272,-4.682874073107737,-4.664985448479611,-2.915365951271503,,,,
4562.0,-2.222151839020884,-4.682308216047633,-4.665934483087501,-2.9154716410461416,-2.222151839020884,-4.682308216047633,-4.665934483087501,-2.9154716410461416
4563.0,-2.2236923789818173,-4.6817364409768185,-4.666893710964172,-2.9156096702673877,,,,
4564.0,-2.225102692158435,-4.681213122069731,-4.6677720010575365,-2.915761783375528,-2.225102692158435,-4.681213122069731,-4.6677720010575365,-2.915761783375528
4565.0,-2.2268369589723784,-4.680569656595732,-4.668852214405319,-2.915986696154676,,,,
4566.0,-2.2284368076366494,-4.679976292613303,-4.66984891732038,-2.916226155900814,-2.2284368076366494,-4.679976292613303,-4.66984891732038,-2.916226155900814
4567.0,-2.2299594847232145,-4.679411811781733,-4.670797740662464,-2.9164845478993406,,,,
4568.0,-2.2315214661467717,-4.678833027970336,-4.671771259315907,-2.916781059173689,-2.2315214661467717,-4.678833027970336,-4.671771259315907,-2.916781059173689
4569.0,-2.232994835034191,-4.678287394193508,-4.67268975639377,-2.917088637064439,,,,
4570.0,-2.2346703490057873,-4.677667231371579,-4.673734502548924,-2.917473998026991,-2.2346703490057873,-4.677667231371579,-4.673734502548924,-2.917473998026991
4571.0,-2.236165243200945,-4.677114354058885,-4.674666872195684,-2.9178461780073417,,,,
4572.0,-2.237574495172738,-4.67659356272877,-4.675546042591887,-2.9182233683716166,-2.237574495172738,-4.67659356272877,-4.675546042591887,-2.9182233683716166
4573.0,-2.2392174841292922,-4.675986826535286,-4.676571277883918,-2.9186971958454553,,,,
4574.0,-2.2408496451244053,-4.675384656057578,-4.6775900540046225,-2.919200997066307,-2.2408496451244053,-4.675384656057578,-4.6775900540046225,-2.919200997066307
4575.0,-2.2424294030535328,-4.674802435644971,-4.678576417964186,-2.9197207029211945,,,,
4576.0,-2.2438342357248056,-4.674285266331855,-4.679453828098822,-2.9202086663089184,-2.2438342357248056,-4.674285266331855,-4.679453828098822,-2.9202086663089184
4577.0,-2.245602065993484,-4.673635112041435,-4.680558260750449,-2.920861969851678,,,,
4578.0,-2.246933475896994,-4.6731461405847945,-4.681390346366938,-2.921376347805084,-2.246933475896994,-4.6731461405847945,-4.681390346366938,-2.921376347805084
4579.0,-2.2485714478890078,-4.672545270213565,-4.68241431020027,-2.922044463877812,,,,
4580.0,-2.2500834698323153,-4.671991383469084,-4.683359875217451,-2.922689468962711,-2.2500834698323153,-4.671991383469084,-4.683359875217451,-2.922689468962711
4581.0,-2.2518033622336593,-4.671362235188709,-4.684435800020511,-2.9234605151415978,,,,
4582.0,-2.253413894711671,-4.670774070843443,-4.6854437133166265,-2.9242150062741348,-2.253413894711671,-4.670774070843443,-4.6854437133166265,-2.9242150062741348
4583.0,-2.25479730139076,-4.670269699237112,-4.686309817844359,-2.924888248973592,,,,
4584.0,-2.256493828231974,-4.6696521127237505,-4.687372315674569,-2.9257502972078164,-2.256493828231974,-4.6696521127237505,-4.687372315674569,-2.9257502972078164
4585.0,-2.2578947456575005,-4.669143081256231,-4.6882500544172325,-2.926486573704126,,,,
4586.0,-2.259611354866219,-4.668520408072402,-4.689325976425659,-2.9274262743951085,-2.259611354866219,-4.668520408072402,-4.689325976425659,-2.9274262743951085
4587.0,-2.2610760458770685,-4.667990195588541,-4.690244420509488,-2.9282546662365387,,,,
4588.0,-2.262684337480694,-4.667409121013677,-4.691253310244826,-2.9291975033830853,-2.262684337480694,-4.667409121013677,-4.691253310244826,-2.9291975033830853
4589.0,-2.264220001584157,-4.666855450602866,-4.692217070511233,-2.9301270569753908,,,,
4590.0,-2.2657722353529954,-4.666296995640871,-4.693191654406741,-2.9310971268016948,-2.2657722353529954,-4.666296995640871,-4.693191654406741,-2.9310971268016948
4591.0,-2.2673999781785525,-4.665712674842674,-4.694214108040451,-2.9321472692074653,,,,
4592.0,-2.268911841405523,-4.665171236233225,-4.695164232049646,-2.9331512667312447,-2.268911841405523,-4.665171236233225,-4.695164232049646,-2.9331512667312447
4593.0,-2.2704373446244865,-4.66462618589077,-4.696123367625282,-2.934193808418692,,,,
4594.0,-2.271978589360118,-4.664076834975706,-4.697092858122554,-2.9352766120281624,-2.271978589360118,-4.664076834975706,-4.697092858122554,-2.9352766120281624
4595.0,-2.2735396039500624,-4.663521832373515,-4.698075262525187,-2.936403495207512,,,,
4596.0,-2.2750836950960576,-4.66297427821481,-4.6990475051351694,-2.937547727633378,-2.2750836950960576,-4.66297427821481,-4.6990475051351694,-2.937547727633378
4597.0,-2.2766504364233704,-4.6624201791394535,-4.700034509813136,-2.938739160405785,,,,
4598.0,-2.2782392922420813,-4.661859826535576,-4.701035970993228,-2.9399784652451944,-2.2782392922420813,-4.661859826535576,-4.701035970993228,-2.9399784652451944
4599.0,-2.279737295119118,-4.66133303182958,-4.7019806789774305,-2.941174728013489,,,,
4600.0,-2.281177626205333,-4.66082794211624,-4.70288948883114,-2.9423509430111507,-2.281177626205333,-4.66082794211624,-4.70288948883114,-2.9423509430111507
4601.0,-2.2826907338567204,-4.660298828378576,-4.703844704037586,-2.943614769208196,,,,
4602.0,-2.284516171043677,-4.659662483907731,-4.704997716765239,-2.9451787832891765,-2.284516171043677,-4.659662483907731,-4.704997716765239,-2.9451787832891765
4603.0,-2.285949234708395,-4.659164657572174,-4.705903496682777,-2.946431578113821,,,,
4604.0,-2.287462429508774,-4.658640634688656,-4.706860433230711,-2.9477837679804684,-2.287462429508774,-4.658640634688656,-4.706860433230711,-2.9477837679804684
4605.0,-2.288967530701987,-4.6581210922224585,-4.707812795349713,-2.9491559878724884,,,,
4606.0,-2.2905427625430814,-4.657579157554245,-4.708810108284365,-2.9506221027809616,-2.2905427625430814,-4.657579157554245,-4.708810108284365,-2.9506221027809616
4607.0,-2.2920100831758243,-4.657076094933641,-4.709739670304544,-2.9520138129601174,,,,
4608.0,-2.2937646611218576,-4.656476689880378,-4.710851857055849,-2.953714689879926,-2.2937646611218576,-4.656476689880378,-4.710851857055849,-2.953714689879926
4609.0,-2.295313820937064,-4.655949552537769,-4.711834526229968,-2.9552448331621535,,,,
4610.0,-2.296848572141552,-4.65542928714126,-4.712808670282878,-2.9567898231555394,-2.296848572141552,-4.65542928714126,-4.712808670282878,-2.9567898231555394
4611.0,-2.298416482550941,-4.654899806269171,-4.71380449284964,-2.9583975822685638,,,,
4612.0,-2.2999447727384754,-4.654385726900883,-4.714775789802093,-2.959992542867027,-2.2999447727384754,-4.654385726900883,-4.714775789802093,-2.959992542867027
4613.0,-2.3015138245019813,-4.653860034283974,-4.7157736403868675,-2.96165938364139,,,,
4614.0,-2.3028780247656684,-4.6534047833977725,-4.716641800684417,-2.9631308569612207,-2.3028780247656684,-4.6534047833977725,-4.716641800684417,-2.9631308569612207
4615.0,-2.3046266731492713,-4.652823573484982,-4.717755280861752,-2.965052998911634,,,,
4616.0,-2.306106125257168,-4.652334049356108,-4.718698074810412,-2.966704322248599,-2.306106125257168,-4.652334049356108,-4.718698074810412,-2.966704322248599
4617.0,-2.3076928499978857,-4.651811285048453,-4.719709898788778,-2.9685057947229017,,,,
4618.0,-2.3092427606396866,-4.651302934791684,-4.720698958412989,-2.9702932815986456,-2.3092427606396866,-4.651302934791684,-4.720698958412989,-2.9702932815986456
4619.0,-2.310784038706413,-4.650799698854917,-4.721683209052187,-2.972098688899874,,,,
4620.0,-2.3122015661783855,-4.650338933713309,-4.722589081550193,-2.9737827360178892,-2.3122015661783855,-4.650338933713309,-4.722589081550193,-2.9737827360178892
4621.0,-2.3139463593952985,-4.649774413243089,-4.723704835911399,-2.9758905256586163,,,,
4622.0,-2.3154144745187617,-4.649301806221383,-4.7246444406100805,-2.9776884224884403,-2.3154144745187617,-4.649301806221383,-4.7246444406100805,-2.9776884224884403
4623.0,-2.316994559574627,-4.648795596991312,-4.725656420725267,-2.9796530436393853,,,,
4624.0,-2.3184497977836886,-4.64833167213043,-4.726589158004931,-2.981486541871556,-2.3184497977836886,-4.64833167213043,-4.726589158004931,-2.981486541871556
4625.0,-2.3199532061469617,-4.647854706868249,-4.72755345920334,-2.983406951833781,,,,
4626.0,-2.3215777754505083,-4.647341937242843,-4.728596252418622,-2.985511726434695,-2.3215777754505083,-4.647341937242843,-4.728596252418622,-2.985511726434695
4627.0,-2.3230674291680846,-4.6468742504936,-4.7295532249638335,-2.9874666938089782,,,,
4628.0,-2.3249278635150934,-4.646293413557056,-4.730749294697616,-2.9899468962841063,-2.3249278635150934,-4.646293413557056,-4.730749294697616,-2.9899468962841063
4629.0,-2.326211904799536,-4.645894831869195,-4.731575591039968,-2.9916768133811624,,,,
4630.0,-2.3277608427294925,-4.645416469804545,-4.732573013895654,-2.9937925678839328,-2.3277608427294925,-4.645416469804545,-4.732573013895654,-2.9937925678839328
4631.0,-2.329356319997185,-4.6449265012513274,-4.733601237741092,-2.995999243142745,,,,
4632.0,-2.330771215393997,-4.644494444739121,-4.734513851866812,-2.9979785037744087,-2.330771215393997,-4.644494444739121,-4.734513851866812,-2.9979785037744087
4633.0,-2.3323184934201038,-4.6440245819709585,-4.735512605620708,-3.000169970420522,,,,
4634.0,-2.3341178535621623,-4.643481559461206,-4.736675042676949,-3.0027530164200704,-2.3341178535621623,-4.643481559461206,-4.736675042676949,-3.0027530164200704
4635.0,-2.3355702203643154,-4.643046088787749,-4.7376142299527615,-3.0048608289577827,,,,
4636.0,-2.337117047144821,-4.6425850718403305,-4.738615296733715,-3.00713307838474,-2.337117047144821,-4.6425850718403305,-4.738615296733715,-3.00713307838474
4637.0,-2.3385799161062812,-4.642151727681232,-4.739562838151972,-3.009305096704994,,,,
4638.0,-2.340303932031886,-4.641644284403534,-4.740680442706081,-3.0118969088946135,-2.340303932031886,-4.641644284403534,-4.740680442706081,-3.0118969088946135
4639.0,-2.341727792620953,-4.641227975997269,-4.7416043655756805,-3.0140589312296746,,,,
4640.0,-2.343258696408778,-4.640783181556379,-4.742598549498213,-3.016409684752146,-2.343258696408778,-4.640783181556379,-4.742598549498213,-3.016409684752146
4641.0,-2.3449146924410673,-4.640305285525941,-4.74367491145573,-3.0189812547178683,,,,
4642.0,-2.346469670497687,-4.63985970205402,-4.744686579722272,-3.0214214505782495,-2.346469670497687,-4.63985970205402,-4.744686579722272,-3.0214214505782495
4643.0,-2.3479591294921103,-4.639435809126414,-4.745656497703523,-3.0237827772991093,,,,
4644.0,-2.349547205276617,-4.638986972257294,-4.746691536532337,-3.02632718392591,-2.349547205276617,-4.638986972257294,-4.746691536532337,-3.02632718392591
4645.0,-2.3510804186141354,-4.63855674474055,-4.7476917560263425,-3.0288081366940256,,,,
4646.0,-2.35248838293565,-4.638164405259521,-4.748611105304114,-3.031107439651413,-2.35248838293565,-4.638164405259521,-4.748611105304114,-3.031107439651413
4647.0,-2.3542198032147024,-4.637685438479504,-4.749742613467785,-3.0339661606627173,,,,
4648.0,-2.3556034112159545,-4.637305595088003,-4.7506477675389505,-3.0362698039686604,-2.3556034112159545,-4.637305595088003,-4.7506477675389505,-3.0362698039686604
4649.0,-2.3572367323864385,-4.636860488474941,-4.751717182449923,-3.0390177993931426,,,,
4650.0,-2.3588423655798216,-4.636426418293248,-4.752769521174825,-3.041744874825448,-2.3588423655798216,-4.636426418293248,-4.752769521174825,-3.041744874825448
4651.0,-2.3602348111622233,-4.636052876854784,-4.753683040301761,-3.044129888974061,,,,
4652.0,-2.3620186348088272,-4.635578151180917,-4.754854336450343,-3.047217882129607,-2.3620186348088272,-4.635578151180917,-4.754854336450343,-3.047217882129607
4653.0,-2.363433145324151,-4.635204881656916,-4.755784171218775,-3.0496859709840742,,,,
4654.0,-2.3649259597173518,-4.6348140124356565,-4.7567663532859035,-3.0523143790395304,-2.3649259597173518,-4.6348140124356565,-4.7567663532859035,-3.0523143790395304
4655.0,-2.366441655443942,-4.634420339840228,-4.757764533546882,-3.055005805071392,,,,
4656.0,-2.367918391548975,-4.634039919455978,-4.758737996686307,-3.0576497470748207,-2.367918391548975,-4.634039919455978,-4.758737996686307,-3.0576497470748207
4657.0,-2.3695012921565746,-4.633635580366538,-4.759782432152249,-3.060508662654974,,,,
4658.0,-2.3710656418174105,-4.633239503670449,-4.760815682524526,-3.0633578943752298,-2.3710656418174105,-4.633239503670449,-4.760815682524526,-3.0633578943752298
4659.0,-2.372516971968142,-4.632875232570588,-4.761775258145658,-3.066022083453302,,,,
4660.0,-2.3741032211924464,-4.632480586357698,-4.762825032833606,-3.068958821316788,-2.3741032211924464,-4.632480586357698,-4.762825032833606,-3.068958821316788
4661.0,-2.3758217942819746,-4.63205712092111,-4.763963565407001,-3.072168603944444,,,,
4662.0,-2.3772558661968515,-4.631707136965195,-4.764914700204709,-3.0748666555474653,-2.3772558661968515,-4.631707136965195,-4.764914700204709,-3.0748666555474653
4663.0,-2.3788166227405503,-4.631329717706984,-4.765950844786336,-3.0778274058089483,,,,
4664.0,-2.380335809422361,-4.630965836391522,-4.766960445632922,-3.0807309958570297,-2.380335809422361,-4.630965836391522,-4.766960445632922,-3.0807309958570297
4665.0,-2.3819790205872464,-4.6305761266821985,-4.768053585109059,-3.08389736584975,,,,
4666.0,-2.3835090169628903,-4.630216947167169,-4.769072540777539,-3.086867413960928,-2.3835090169628903,-4.630216947167169,-4.769072540777539,-3.086867413960928
4667.0,-2.3850460511247458,-4.629859715066696,-4.77009724884684,-3.089873726562933,,,,
4668.0,-2.386570599110882,-4.6295089565430905,-4.771114701006765,-3.0928773603934436,-2.386570599110882,-4.6295089565430905,-4.771114701006765,-3.0928773603934436
4669.0,-2.387949353912909,-4.62919484858887,-4.772035818030785,-3.0956115084740756,,,,
4670.0,-2.38970086842034,-4.628799980776552,-4.7732070818560945,-3.0991135276554624,-2.38970086842034,-4.628799980776552,-4.7732070818560945,-3.0991135276554624
4671.0,-2.391175380986056,-4.628471272845021,-4.774194310048734,-3.102080792421799,,,,
4672.0,-2.392722970217694,-4.6281299563303735,-4.775231530881925,-3.105217957365115,-2.392722970217694,-4.6281299563303735,-4.775231530881925,-3.105217957365115
4673.0,-2.3942850310315684,-4.627789251340078,-4.776279586864688,-3.108406448473061,,,,
4674.0,-2.3957311917251465,-4.627477282855295,-4.777250948130576,-3.1113772834566786,-2.3957311917251465,-4.627477282855295,-4.777250948130576,-3.1113772834566786
4675.0,-2.397421688460684,-4.627116772542187,-4.778387587560487,-3.1148760862908103,,,,
4676.0,-2.3987633459553135,-4.626833931329111,-4.779290762702038,-3.1176683546536736,-2.3987633459553135,-4.626833931329111,-4.779290762702038,-3.1176683546536736
4677.0,-2.4005055744114987,-4.626470911560588,-4.780464716771936,-3.1213225047120012,,,,
4678.0,-2.402045030756732,-4.626154203895151,-4.78150333558685,-3.124571286531176,-2.402045030756732,-4.626154203895151,-4.78150333558685,-3.124571286531176
4679.0,-2.403412790564758,-4.625876093358845,-4.7824271402925875,-3.127474741870317,,,,
4680.0,-2.40499509245313,-4.625558135279345,-4.78349690720593,-3.1308561358427354,-2.40499509245313,-4.625558135279345,-4.78349690720593,-3.1308561358427354
4681.0,-2.406481175118823,-4.6252632240020715,-4.784502777394172,-3.134050529878402,,,,
4682.0,-2.408186234928877,-4.624929281482201,-4.785658115661937,-3.1377410661914538,-2.408186234928877,-4.624929281482201,-4.785658115661937,-3.1377410661914538
4683.0,-2.4095636544921346,-4.624663035189381,-4.786592613394975,-3.1407381472941425,,,,
4684.0,-2.4112805621855036,-4.624335539852331,-4.787758613479071,-3.1445002888979774,-2.4112805621855036,-4.624335539852331,-4.787758613479071,-3.1445002888979774
4685.0,-2.412664630436917,-4.624075112952172,-4.788699765560039,-3.14754847637396,,,,
4686.0,-2.4143701909482482,-4.623758573033122,-4.789860718671239,-3.151330492951375,-2.4143701909482482,-4.623758573033122,-4.789860718671239,-3.151330492951375
4687.0,-2.4159004642288187,-4.623478703751665,-4.790903679019501,-3.1547426399750806,,,,
4688.0,-2.4174316364662722,-4.6232026375833914,-4.791948445234758,-3.158176947778979,-2.4174316364662722,-4.6232026375833914,-4.791948445234758,-3.158176947778979
4689.0,-2.418937008880996,-4.6229350856599245,-4.792976787020894,-3.1615722423927983,,,,
4690.0,-2.4205023664451546,-4.622660936276299,-4.794047317091631,-3.1651231950905814,-2.4205023664451546,-4.622660936276299,-4.794047317091631,-3.1651231950905814
4691.0,-2.4220099280448695,-4.62240084983252,-4.795079540361532,-3.168561554440815,,,,
4692.0,-2.423577352124403,-4.622134545649828,-4.79615397761595,-3.1721567325754023,-2.423577352124403,-4.622134545649828,-4.79615397761595,-3.1721567325754023
4693.0,-2.425100328509368,-4.621879822896438,-4.797199191628093,-3.1756686441414095,,,,
4694.0,-2.4265749654575157,-4.621636998133918,-4.798212406704462,-3.1790867862904957,-2.4265749654575157,-4.621636998133918,-4.798212406704462,-3.1790867862904957
4695.0,-2.4282409287948874,-4.621367145987041,-4.79935837338995,-3.1829709030811304,,,,
4696.0,-2.429712880136465,-4.621132723105155,-4.800372181240093,-3.186419433154108,-2.429712880136465,-4.621132723105155,-4.800372181240093,-3.186419433154108
4697.0,-2.431273769994764,-4.620888258940708,-4.801448464929724,-3.190096326372041,,,,
4698.0,-2.432870258854839,-4.620642587415898,-4.802550623857234,-3.1938769611639777,-2.432870258854839,-4.620642587415898,-4.802550623857234,-3.1938769611639777
4699.0,-2.4343078673693905,-4.620425194890058,-4.803544326492081,-3.197297413206763,,,,
4700.0,-2.4357822971058707,-4.620206014221902,-4.804564620119519,-3.2008229516269093,-2.4357822971058707,-4.620206014221902,-4.804564620119519,-3.2008229516269093
4701.0,-2.437307446824044,-4.6199832980875755,-4.805621225432696,-3.204487753475436,,,,
4702.0,-2.438958180100403,-4.6197468290601815,-4.806766198093211,-3.208475244977142,-2.438958180100403,-4.6197468290601815,-4.806766198093211,-3.208475244977142
4703.0,-2.440536619470914,-4.619525215994824,-4.807862445102706,-3.212306862426789,,,,
4704.0,-2.441895306528234,-4.619338032111367,-4.808807243443239,-3.2156191472662217,-2.441895306528234,-4.619338032111367,-4.808807243443239,-3.2156191472662217
4705.0,-2.443473166771141,-4.619124770401736,-4.809905625413454,-3.2194854765445435,,,,
4706.0,-2.445170299419241,-4.618900280431419,-4.811088510523494,-3.223665171604507,-2.445170299419241,-4.618900280431419,-4.811088510523494,-3.223665171604507
4707.0,-2.446485730194733,-4.618729853203365,-4.812006588013623,-3.2269172077238055,,,,
4708.0,-2.448080506484604,-4.618527412922822,-4.813120792830925,-3.2308802760921718,-2.448080506484604,-4.618527412922822,-4.813120792830925,-3.2308802760921718
4709.0,-2.449826247650521,-4.618310968349431,-4.814342022066101,-3.235240292830496,,,,
4710.0,-2.4512831655832503,-4.618134557828414,-4.81536262887054,-3.2388940685135483,-2.4512831655832503,-4.618134557828414,-4.81536262887054,-3.2388940685135483
4711.0,-2.4528182864648818,-4.617952858899471,-4.816439274398232,-3.242762155777601,,,,
4712.0,-2.4543901738903022,-4.617771208899067,-4.817543065885942,-3.2467407067753165,-2.4543901738903022,-4.617771208899067,-4.817543065885942,-3.2467407067753165
4713.0,-2.455898353359699,-4.617601138511335,-4.818603462223243,-3.250574365748307,,,,
4714.0,-2.45739694070583,-4.617436257079021,-4.81965839734346,-3.2544000110894835,-2.45739694070583,-4.617436257079021,-4.81965839734346,-3.2544000110894835
4715.0,-2.4589939524516886,-4.617265036053453,-4.820783981922016,-3.2584953013114424,,,,
4716.0,-2.460489300829717,-4.6171089374581475,-4.821839278861997,-3.2623455118092037,-2.460489300829717,-4.6171089374581475,-4.821839278861997,-3.2623455118092037
4717.0,-2.462069188706468,-4.616948463270107,-4.8229555921640435,-3.266431451248237,,,,
4718.0,-2.463609950899496,-4.616796365757248,-4.824045661530475,-3.2704326961041716,-2.463609950899496,-4.616796365757248,-4.824045661530475,-3.2704326961041716
4719.0,-2.46513285288886,-4.616650327669802,-4.825124450384131,-3.2744039217224823,,,,
4720.0,-2.466770298122592,-4.616498055362286,-4.826285824262244,-3.27869266984211,-2.466770298122592,-4.616498055362286,-4.826285824262244,-3.27869266984211
4721.0,-2.4680944073268622,-4.616378557098605,-4.82722622260966,-3.2821723258095856,,,,
4722.0,-2.4697367061571676,-4.616234855716306,-4.828393871168994,-3.286508036504755,-2.4697367061571676,-4.616234855716306,-4.828393871168994,-3.286508036504755
4723.0,-2.47115308334002,-4.616114918609033,-4.829402254654596,-3.2902601308091795,,,,
4724.0,-2.4727092258408656,-4.615987457536343,-4.830511437098852,-3.2943997904649147,-2.4727092258408656,-4.615987457536343,-4.830511437098852,-3.2943997904649147
4725.0,-2.4742901772342045,-4.615862549422897,-4.8316397516765806,-3.298622069200001,,,,
4726.0,-2.4757422663551427,-4.615751936001333,-4.832677454417831,-3.3025142595874404,-2.4757422663551427,-4.615751936001333,-4.832677454417831,-3.3025142595874404
4727.0,-2.477501381114374,-4.615623176453903,-4.833936079590319,-3.3072508032471877,,,,
4728.0,-2.4789998881040085,-4.615518046926381,-4.835009810754167,-3.3112997217559403,-2.4789998881040085,-4.615518046926381,-4.835009810754167,-3.3112997217559403
4729.0,-2.480538431659198,-4.615414520573306,-4.836113604259991,-3.315473294127223,,,,
4730.0,-2.4820155439992537,-4.615319306827602,-4.837174684796539,-3.319494497543575,-2.4820155439992537,-4.615319306827602,-4.837174684796539,-3.319494497543575
4731.0,-2.4836337611008537,-4.615219693998267,-4.838338561531274,-3.323917362260827,,,,
4732.0,-2.485158502000006,-4.6151303354122115,-4.839436691866052,-3.3280995292710593,-2.485158502000006,-4.6151303354122115,-4.839436691866052,-3.3280995292710593
4733.0,-2.4867112367566264,-4.615043851422429,-4.840556412315318,-3.3323744562833157,,,,
4734.0,-2.488215125097671,-4.6149644286458384,-4.841642321627156,-3.33652944236938,-2.488215125097671,-4.6149644286458384,-4.841642321627156,-3.33652944236938
4735.0,-2.48976624910054,-4.614886993425139,-4.84276375408549,-3.340830622825048,,,,
4736.0,-2.49127581401689,-4.614816004924193,-4.84385656539525,-3.345031027698939,-2.49127581401689,-4.614816004924193,-4.84385656539525,-3.345031027698939
4737.0,-2.4928692558362155,-4.61474575691433,-4.845011565360751,-3.3494812246844554,,,,
4738.0,-2.4944051065999586,-4.6146826056988175,-4.8461263187118675,-3.3537853072802646,-2.4944051065999586,-4.6146826056988175,-4.8461263187118675,-3.3537853072802646
4739.0,-2.495924956007892,-4.614624539516921,-4.847230890585849,-3.358059282569533,,,,
4740.0,-2.4974094188862845,-4.6145720781173285,-4.848311133259057,-3.3622476192669044,-2.4974094188862845,-4.6145720781173285,-4.848311133259057,-3.3622476192669044
4741.0,-2.49904651554817,-4.6145190828155185,-4.849503946863602,-3.366883629027092,,,,
4742.0,-2.500646203806765,-4.614472224166659,-4.850671124658893,-3.3714292469746665,-2.500646203806765,-4.614472224166659,-4.850671124658893,-3.3714292469746665
4743.0,-2.5020452327238414,-4.614435275974807,-4.851693284242755,-3.3754166736618707,,,,
4744.0,-2.5036270042250766,-4.614398031039592,-4.8528503354483465,-3.379941138368662,-2.5036270042250766,-4.614398031039592,-4.8528503354483465,-3.379941138368662
4745.0,-2.5050875796381167,-4.614367883734101,-4.8539201735704625,-3.3841315053166334,,,,
