tick,position_value,speed_value,angle_value,ang_vel_value,position_sample,speed_sample,angle_sample,ang_vel_sample
12458.0,-15.244114401297091,-4.905995713011499,-2.5182932308569135,1.5212524126847988,-15.244114401297091,-4.905995713011499,-2.5182932308569135,1.5212524126847988
12459.0,-15.245772546735626,-4.905928525765863,-2.5177790726927993,1.5213569480259415,,,,
12460.0,-15.247385127404415,-4.905863128006658,-2.517279002055441,1.5214585726420349,-15.247385127404415,-4.905863128006658,-2.517279002055441,1.5214585726420349
12461.0,-15.249171626570597,-4.905790607169624,-2.5167249538888936,1.5215711100337443,,,,
12462.0,-15.250948978809046,-4.9057183876373465,-2.5161736935447556,1.5216830246144841,-15.250948978809046,-4.9057183876373465,-2.5161736935447556,1.5216830246144841
12463.0,-15.252379916358857,-4.905660205529059,-2.5157298373739008,1.521773099620033,,,,
12464.0,-15.253916209864792,-4.9055976961462555,-2.515253267446,1.5218697746110652,-15.253916209864792,-4.9055976961462555,-2.515253267446,1.5218697746110652
12465.0,-15.255581672710148,-4.905529867795329,-2.514736588802116,1.5219745362877937,,,,
12466.0,-15.257349936358057,-4.905457781771769,-2.514187972787518,1.5220857178049676,-15.257349936358057,-4.905457781771769,-2.514187972787518,1.5220857178049676
12467.0,-15.258955511330772,-4.90539227447198,-2.513689788348154,1.5221866343098915,,,,
12468.0,-15.260457266435143,-4.905330960215506,-2.5132237804490964,1.52228099537975,-15.260457266435143,-4.905330960215506,-2.5132237804490964,1.52228099537975
12469.0,-15.262176201012794,-4.905260714777967,-2.5126903401040757,1.5223889596149696,,,,
12470.0,-15.263896975628027,-4.905190327047096,-2.5121562832152495,1.522496996151746,-15.263896975628027,-4.905190327047096,-2.5121562832152495,1.522496996151746
12471.0,-15.265501787453578,-4.905124630375469,-2.511658173861507,1.5225977170603282,,,,
12472.0,-15.267073434512294,-4.905060242237726,-2.5111703195450628,1.5226963230885622,-15.267073434512294,-4.905060242237726,-2.5111703195450628,1.5226963230885622
12473.0,-15.268783025896902,-4.904990139109089,-2.510639604653346,1.5228035418865336,,,,
12474.0,-15.270408203800677,-4.904923440393598,-2.510135051820847,1.5229054297298124,-15.270408203800677,-4.904923440393598,-2.510135051820847,1.5229054297298124
12475.0,-15.272022623708638,-4.9048571301741495,-2.5096337985650976,1.5230066077221074,,,,
12476.0,-15.273680032156259,-4.904788995721312,-2.5091191568639375,1.5231104415492296,-15.273680032156259,-4.904788995721312,-2.5091191568639375,1.5231104415492296
12477.0,-15.275264910084728,-4.904723790247963,-2.5086269962177736,1.5232096972318794,,,,
12478.0,-15.27695914588076,-4.904654024481612,-2.508100834805984,1.5233157616135558,-15.27695914588076,-4.904654024481612,-2.508100834805984,1.5233157616135558
12479.0,-15.27864880998243,-4.9045843844505645,-2.5075760491748147,1.5234214998970075,,,,
12480.0,-15.280298854075337,-4.90451632070756,-2.5070635261045866,1.5235247220371968,-15.280298854075337,-4.90451632070756,-2.5070635261045866,1.5235247220371968
12481.0,-15.281814066137391,-4.904453773077305,-2.5065928450252066,1.5236194796993103,,,,
12482.0,-15.283653948102017,-4.90437774768072,-2.506021266592346,1.5237344926276635,-15.283653948102017,-4.90437774768072,-2.506021266592346,1.5237344926276635
12483.0,-15.285111540612176,-4.904317473669692,-2.5055684091457566,1.5238255807326173,,,,
12484.0,-15.286707991093614,-4.904251410397322,-2.505072374357012,1.5239253138419124,-15.286707991093614,-4.904251410397322,-2.505072374357012,1.5239253138419124
12485.0,-15.288514877191801,-4.9041765619631095,-2.504510910591427,1.5240381454596297,,,,
12486.0,-15.29001696402622,-4.904114292640071,-2.504044117113557,1.5241319149258468,-15.29001696402622,-4.904114292640071,-2.504044117113557,1.5241319149258468
12487.0,-15.291649360914247,-4.9040465697366935,-2.5035367903983943,1.524233784731935,,,,
12488.0,-15.293291763381209,-4.903978371706197,-2.50302631291971,1.524336241835282,-15.293291763381209,-4.903978371706197,-2.50302631291971,1.524336241835282
12489.0,-15.294904393513734,-4.903911355258644,-2.5025250483607415,1.524436807339314,,,,
12490.0,-15.296665834991195,-4.903838086557569,-2.501977484176219,1.5245466101936342,-15.296665834991195,-4.903838086557569,-2.501977484176219,1.5245466101936342
12491.0,-15.29805487557147,-4.903780269425614,-2.501545647506512,1.5246331753149773,,,,
12492.0,-15.299706619802647,-4.903711464530456,-2.5010321040943633,1.524736076839978,-15.299706619802647,-4.903711464530456,-2.5010321040943633,1.524736076839978
12493.0,-15.301418307691884,-4.90364009356545,-2.500499880227627,1.5248426713899244,,,,
12494.0,-15.303182093420405,-4.903566482059831,-2.499951410990342,1.5249524684020412,-15.303182093420405,-4.903566482059831,-2.499951410990342,1.5249524684020412
12495.0,-15.304690687090266,-4.903503475752234,-2.4994822558052157,1.5250463519298556,,,,
12496.0,-15.30639361729365,-4.903432293985423,-2.4989526247960594,1.5251522917847447,-15.30639361729365,-4.903432293985423,-2.4989526247960594,1.5251522917847447
12497.0,-15.307872334909892,-4.903370437530865,-2.498492687873084,1.5252442556942496,,,,
12498.0,-15.309744751635952,-4.903292034630057,-2.497910253220823,1.5253606557966704,-15.309744751635952,-4.903292034630057,-2.497910253220823,1.5253606557966704
12499.0,-15.311169581616445,-4.903232329780201,-2.497467004159153,1.5254492067126277,,,,
12500.0,-15.312844579388969,-4.903162089297133,-2.496945894031896,1.5255532704732175,-15.312844579388969,-4.903162089297133,-2.496945894031896,1.5255532704732175
12501.0,-15.314577271883183,-4.903089359011282,-2.4964067899490345,1.5256608773262623,,,,
12502.0,-15.316366198357446,-4.903014197979388,-2.495850141898315,1.5257719343844385,-15.316366198357446,-4.903014197979388,-2.495850141898315,1.5257719343844385
12503.0,-15.317700023492156,-4.902958124279091,-2.495435068053178,1.5258547192998966,,,,
12504.0,-15.319447450842206,-4.902884602363855,-2.4948912493622726,1.525963135603958,-15.319447450842206,-4.902884602363855,-2.4948912493622726,1.525963135603958
12505.0,-15.321063460891823,-4.9028165484520905,-2.4943882859106563,1.5260633636046326,,,,
12506.0,-15.322802350354712,-4.902743256238677,-2.4938470346775237,1.5261711742720305,-15.322802350354712,-4.902743256238677,-2.4938470346775237,1.5261711742720305
12507.0,-15.32431898325717,-4.902679284270058,-2.493374923188769,1.5262651776230067,,,,
12508.0,-15.325902331967567,-4.902612448994119,-2.4928820069973168,1.5263632859662346,-15.325902331967567,-4.902612448994119,-2.4928820069973168,1.5263632859662346
12509.0,-15.3277077781601,-4.902536162875884,-2.492319905299143,1.5264751115168866,,,,
12510.0,-15.329247161114976,-4.902471068750494,-2.4918405962864925,1.5265704294665812,-15.329247161114976,-4.902471068750494,-2.4918405962864925,1.5265704294665812
12511.0,-15.330887834829266,-4.902401638697814,-2.4913297102574847,1.5266719871208758,,,,
12512.0,-15.332456138932804,-4.902335218130938,-2.4908413198483315,1.5267690346926026,-15.332456138932804,-4.902335218130938,-2.4908413198483315,1.5267690346926026
12513.0,-15.334186886157644,-4.902261852612538,-2.4903023009619867,1.526876095911427,,,,
12514.0,-15.335662187219537,-4.902199269875233,-2.4898427983908467,1.5269673303605351,-15.335662187219537,-4.902199269875233,-2.4898427983908467,1.5269673303605351
12515.0,-15.337448078022348,-4.9021234439966,-2.4892865180845276,1.5270777312346988,,,,
12516.0,-15.339080102436762,-4.902054091141732,-2.488778120413895,1.5271785872570236,-15.339080102436762,-4.902054091141732,-2.488778120413895,1.5271785872570236
12517.0,-15.340636136629843,-4.9019879206095816,-2.4882933558526457,1.5272747199670387,,,,
12518.0,-15.34242179782205,-4.901911914258678,-2.4877370111122157,1.5273849979143963,-15.34242179782205,-4.901911914258678,-2.4877370111122157,1.5273849979143963
12519.0,-15.343966913136835,-4.901846095620615,-2.487255569178307,1.5274803925289566,,,,
12520.0,-15.345605093108926,-4.901776259524766,-2.486745090526389,1.5275815016817709,-15.345605093108926,-4.901776259524766,-2.486745090526389,1.5275815016817709
12521.0,-15.347148693170851,-4.901710404434426,-2.486264045538664,1.5276767450619932,,,,
12522.0,-15.348937611269855,-4.901634012183397,-2.485706507790984,1.5277870840999201,-15.348937611269855,-4.901634012183397,-2.485706507790984,1.5277870840999201
12523.0,-15.35057376559275,-4.901564084486831,-2.485196535925296,1.5278879688371596,,,,
12524.0,-15.352203414418824,-4.901494381907784,-2.48468855096542,1.5279884223647604,-15.352203414418824,-4.901494381907784,-2.48468855096542,1.5279884223647604
12525.0,-15.353725888175068,-4.901429215980924,-2.484213936063997,1.5280822433667147,,,,
12526.0,-15.355399965442068,-4.9013575010805575,-2.483692021407475,1.5281853727226302,-15.355399965442068,-4.9013575010805575,-2.483692021407475,1.5281853727226302
12527.0,-15.35714117236757,-4.901282841096173,-2.483149133655694,1.5282925994173584,,,,
12528.0,-15.35865828801102,-4.9012177431257005,-2.482676074522909,1.5283860012875572,-15.35865828801102,-4.9012177431257005,-2.482676074522909,1.5283860012875572
12529.0,-15.360394684898097,-4.901143172912124,-2.4821345999682207,1.5284928672022429,,,,
12530.0,-15.361942630263771,-4.901076643700934,-2.481651850665297,1.5285881075596972,-15.361942630263771,-4.901076643700934,-2.481651850665297,1.5285881075596972
12531.0,-15.363569977871254,-4.901006648466165,-2.4811443001043685,1.5286882033587492,,,,
12532.0,-15.365171162555274,-4.900937722771082,-2.4806448696172407,1.5287866599046247,-15.365171162555274,-4.900937722771082,-2.4806448696172407,1.5287866599046247
12533.0,-15.366931363090572,-4.900861883208708,-2.4800957969194553,1.5288948564205647,,,,
12534.0,-15.368416902542888,-4.900797831884843,-2.4796323613683664,1.5289861466013515,-15.368416902542888,-4.900797831884843,-2.4796323613683664,1.5289861466013515
12535.0,-15.370205093567153,-4.900720663696533,-2.479074468674693,1.5290959971806646,,,,
12536.0,-15.37181703468728,-4.9006510433519255,-2.478571519642577,1.5291949907184403,-15.37181703468728,-4.9006510433519255,-2.478571519642577,1.5291949907184403
12537.0,-15.37326862549538,-4.9005883096104474,-2.478118566479277,1.5292841161235944,,,,
12538.0,-15.37523184789115,-4.900503373397705,-2.477505920683183,1.5294046037378173,-15.37523184789115,-4.900503373397705,-2.477505920683183,1.5294046037378173
12539.0,-15.376482303456337,-4.9004492401988164,-2.477115664345732,1.5294813325076286,,,,
12540.0,-15.378432995229291,-4.900364718115556,-2.4765068330925204,1.5296009829454604,-15.378432995229291,-4.900364718115556,-2.4765068330925204,1.5296009829454604
12541.0,-15.379897125873077,-4.900301228179549,-2.4760498190128097,1.5296907656161376,,,,
12542.0,-15.381588906849151,-4.90022781347453,-2.4755217082669514,1.529794478171375,-15.381588906849151,-4.90022781347453,-2.4755217082669514,1.529794478171375
12543.0,-15.383119182332244,-4.900161355469372,-2.4750439739506653,1.529888263883343,,,,
12544.0,-15.384823367635352,-4.900087283313035,-2.474511907166416,1.5299926748564798,-15.384823367635352,-4.900087283313035,-2.474511907166416,1.5299926748564798
12545.0,-15.38645370507591,-4.900016362004563,-2.4740028541236074,1.5300925314642972,,,,
12546.0,-15.388145255077625,-4.8999427173921255,-2.47347464608653,1.5301961056083717,-15.388145255077625,-4.8999427173921255,-2.47347464608653,1.5301961056083717
12547.0,-15.389597075438502,-4.899879467227748,-2.473021259181746,1.5302849802748915,,,,
12548.0,-15.391304546889524,-4.89980501816103,-2.4724879975100613,1.530389471789527,-15.391304546889524,-4.89980501816103,-2.4724879975100613,1.530389471789527
12549.0,-15.392963149507432,-4.899732636629566,-2.47196995485838,1.530490941047383,,,,
12550.0,-15.394461757886305,-4.899667192904654,-2.471501846347541,1.5305826003823932,-15.394461757886305,-4.899667192904654,-2.471501846347541,1.5305826003823932
12551.0,-15.396156292432677,-4.899593131933757,-2.470972499151025,1.530686210832218,,,,
12552.0,-15.397757832565537,-4.89952307821434,-2.4704721605858726,1.5307841071331465,-15.397757832565537,-4.89952307821434,-2.4704721605858726,1.5307841071331465
12553.0,-15.39938676426459,-4.899451771374635,-2.469963224773813,1.5308836498613205,,,,
12554.0,-15.400999942729847,-4.899381098320415,-2.469459170717969,1.5309822020803168,-15.400999942729847,-4.899381098320415,-2.469459170717969,1.5309822020803168
12555.0,-15.402596733666014,-4.899311089468122,-2.468960197795746,1.5310797264097091,,,,
12556.0,-15.404367802616022,-4.8992333691808625,-2.4684067224777038,1.5311878586957177,-15.404367802616022,-4.8992333691808625,-2.4684067224777038,1.5311878586957177
12557.0,-15.406011178267674,-4.899161193724125,-2.467893108070006,1.5312881664741702,,,,
12558.0,-15.407534583545628,-4.899094242388159,-2.467416950543721,1.5313811299507432,-15.407534583545628,-4.899094242388159,-2.467416950543721,1.5313811299507432
12559.0,-15.409123326167984,-4.899024367345358,-2.466920334158763,1.5314780543955888,,,,
12560.0,-15.41099025584534,-4.898942174066792,-2.4663367155409364,1.5315919076778628,-15.41099025584534,-4.898942174066792,-2.4663367155409364,1.5315919076778628
12561.0,-15.412437205119701,-4.8988784273649255,-2.465884345269827,1.5316801300542602,,,,
12562.0,-15.414140257748029,-4.898803341643751,-2.4653518699471744,1.5317839381122178,-15.414140257748029,-4.898803341643751,-2.4653518699471744,1.5317839381122178
12563.0,-15.415862746239373,-4.898727329362775,-2.464813273065321,1.5318888972174254,,,,
12564.0,-15.417435357241041,-4.89865788054059,-2.464321499351226,1.531984700179627,-15.417435357241041,-4.89865788054059,-2.464321499351226,1.531984700179627
12565.0,-15.41904939251254,-4.898586549427511,-2.463816733065892,1.5320830009535102,,,,
12566.0,-15.420708495117534,-4.898513165916536,-2.463297831772161,1.5321840172242334,-15.420708495117534,-4.898513165916536,-2.463297831772161,1.5321840172242334
12567.0,-15.422324250417827,-4.898441643743057,-2.4627924469006706,1.5322823679179216,,,,
12568.0,-15.423987225310526,-4.898367972336689,-2.462272251440216,1.5323835645325063,-15.423987225310526,-4.898367972336689,-2.462272251440216,1.5323835645325063
12569.0,-15.425595232484833,-4.898296680791892,-2.4617692096557944,1.5324813904991346,,,,
12570.0,-15.427211285709928,-4.898224977806229,-2.461263611147801,1.5325796801673526,-15.427211285709928,-4.898224977806229,-2.461263611147801,1.5325796801673526
12571.0,-15.428864550278755,-4.898151564416851,-2.4607463299498966,1.532680204995251,,,,
12572.0,-15.430451612122706,-4.898081037315832,-2.4602497225582436,1.5327766799725926,-15.430451612122706,-4.898081037315832,-2.4602497225582436,1.5327766799725926
12573.0,-15.432295645263563,-4.897999013325245,-2.4596726616697304,1.5328887377731488,,,,
12574.0,-15.433866459669803,-4.897929089458383,-2.459181056076119,1.5329841701137694,-15.433866459669803,-4.897929089458383,-2.459181056076119,1.5329841701137694
12575.0,-15.435387958239664,-4.897861318220799,-2.4587048480339346,1.5330765870808365,,,,
12576.0,-15.436989792681969,-4.897789913408668,-2.458203458811104,1.5331738578141088,-15.436989792681969,-4.897789913408668,-2.458203458811104,1.5331738578141088
12577.0,-15.438646169069358,-4.897716015573895,-2.457684956992785,1.5332744119542974,,,,
12578.0,-15.440408042083419,-4.897637340912797,-2.4571333866687843,1.5333813376672794,-15.440408042083419,-4.897637340912797,-2.4571333866687843,1.5333813376672794
12579.0,-15.441986485296564,-4.8975668049903796,-2.456639198308739,1.5334771089740744,,,,
12580.0,-15.443556487512588,-4.897496597850826,-2.456147614925566,1.5335723464293143,-15.443556487512588,-4.897496597850826,-2.456147614925566,1.5335723464293143
12581.0,-15.445083224613004,-4.897428276452542,-2.4556695417404835,1.53366493772182,,,,
12582.0,-15.446800328592262,-4.897351369955512,-2.4551318182622093,1.5337690429069306,-15.446800328592262,-4.897351369955512,-2.4551318182622093,1.5337690429069306
12583.0,-15.448335582622235,-4.897282556985794,-2.454651002219763,1.533862101257606,,,,
12584.0,-15.450149497229566,-4.897201181570502,-2.4540828718660976,1.5339720158951429,-15.450149497229566,-4.897201181570502,-2.4540828718660976,1.5339720158951429
12585.0,-15.451661855795658,-4.89713328516975,-2.4536091490941776,1.5340636379842367,,,,
12586.0,-15.453337345959971,-4.897058009221824,-2.4530842892655396,1.5341651172495525,-15.453337345959971,-4.897058009221824,-2.4530842892655396,1.5341651172495525
12587.0,-15.454885535505468,-4.896988400007436,-2.4525992677707724,1.5342588641576644,,,,
12588.0,-15.456733965479103,-4.896905214109268,-2.452020142430835,1.5343707548341672,-15.456733965479103,-4.896905214109268,-2.452020142430835,1.5343707548341672
12589.0,-15.458112696650721,-4.896843126603267,-2.4515881379921103,1.5344541992025258,,,,
12590.0,-15.459872331197941,-4.896763824760484,-2.4510367462994957,1.53456066731371,-15.459872331197941,-4.896763824760484,-2.4510367462994957,1.53456066731371
12591.0,-15.461528741215691,-4.896689109966883,-2.45051765619159,1.5346608622562947,,,,
12592.0,-15.463057405944337,-4.896620111605595,-2.4500385606480743,1.534753311573392,-15.463057405944337,-4.896620111605595,-2.4500385606480743,1.534753311573392
12593.0,-15.464773718301007,-4.896542579509709,-2.4495006148787364,1.534857080360552,,,,
12594.0,-15.466454647833022,-4.896466581678493,-2.4489737152241524,1.5349586827209638,-15.466454647833022,-4.896466581678493,-2.4489737152241524,1.5349586827209638
12595.0,-15.467876572261838,-4.8964022549829735,-2.4485279661902775,1.5350446153477484,,,,
12596.0,-15.469801826529988,-4.896315072724724,-2.4479243901269565,1.535160925118748,-15.469801826529988,-4.896315072724724,-2.4479243901269565,1.535160925118748
12597.0,-15.471295977224214,-4.896247362419129,-2.4474559231823365,1.535251172868567,,,,
12598.0,-15.472988282541662,-4.8961706179669795,-2.446925289509004,1.5353533654086966,-15.472988282541662,-4.8961706179669795,-2.446925289509004,1.5353533654086966
12599.0,-15.474701019819408,-4.8960928788671225,-2.4463882050916848,1.5354567629190483,,,,
12600.0,-15.476260329437906,-4.896022053817258,-2.4458991922076474,1.5355508787989356,-15.476260329437906,-4.896022053817258,-2.4458991922076474,1.5355508787989356
12601.0,-15.477875862654171,-4.89594862161128,-2.4453925087363118,1.5356483659355225,,,,
12602.0,-15.479563968113489,-4.895871826592093,-2.4448630227080708,1.5357502051985894,-15.479563968113489,-4.895871826592093,-2.4448630227080708,1.5357502051985894
12603.0,-15.481070834884676,-4.895803229214802,-2.4443903446978976,1.5358410930240665,,,,
12604.0,-15.482749411285392,-4.895726755592937,-2.4438637658111864,1.535942312107667,-15.482749411285392,-4.895726755592937,-2.4438637658111864,1.535942312107667
12605.0,-15.484296981845487,-4.895656197609575,-2.443378244616298,1.5360356110371125,,,,
12606.0,-15.485962292826942,-4.895580212750414,-2.442855745309215,1.5361359836325423,-15.485962292826942,-4.895580212750414,-2.442855745309215,1.5361359836325423
12607.0,-15.487650344693913,-4.895503125756349,-2.4423260681101087,1.5362377005087835,,,,
12608.0,-15.489153862057632,-4.89543441979283,-2.441854255510222,1.5363282812635102,-15.489153862057632,-4.89543441979283,-2.441854255510222,1.5363282812635102
12609.0,-15.490855786921742,-4.895356585489186,-2.441320142482225,1.5364307890292752,,,,
12610.0,-15.492440381865466,-4.895284060961168,-2.4408228098738314,1.536526208547673,-15.492440381865466,-4.895284060961168,-2.4408228098738314,1.536526208547673
12611.0,-15.494105469660305,-4.895207793975423,-2.4403001740054235,1.53662645153848,,,,
12612.0,-15.495733662113881,-4.895133158817691,-2.4397890775009117,1.5367244507681779,-15.495733662113881,-4.895133158817691,-2.4397890775009117,1.5367244507681779
12613.0,-15.497316285424185,-4.895060560350643,-2.439292246085219,1.5368196874850821,,,,
12614.0,-15.499060878481147,-4.894980463907878,-2.438744525597692,1.5369246427637318,-15.499060878481147,-4.894980463907878,-2.438744525597692,1.5369246427637318
12615.0,-15.500551844822967,-4.894911964893186,-2.438276392388751,1.5370143238143583,,,,
12616.0,-15.502330849016868,-4.8948301646763,-2.437717780722645,1.5371213013694531,-15.502330849016868,-4.8948301646763,-2.437717780722645,1.5371213013694531
12617.0,-15.503853275969073,-4.894760110892765,-2.437239693675846,1.5372128324259025,,,,
12618.0,-15.50560638063985,-4.894679377945414,-2.4366891263476314,1.5373182056347137,-15.50560638063985,-4.894679377945414,-2.4366891263476314,1.5373182056347137
12619.0,-15.507210625511076,-4.894605442747991,-2.4361852660012433,1.5374146106599136,,,,
12620.0,-15.508693549995593,-4.894537056752921,-2.435719473651754,1.5375037108990304,-15.508693549995593,-4.894537056752921,-2.435719473651754,1.5375037108990304
12621.0,-15.510517927991238,-4.894452847533682,-2.435146388208562,1.5376132941243288,,,,
12622.0,-15.512143071673236,-4.894377774498925,-2.4346358423706222,1.5377108890663542,-15.512143071673236,-4.894377774498925,-2.4346358423706222,1.5377108890663542
12623.0,-15.513772721643086,-4.894302440725156,-2.4341238405147254,1.537808735699071,,,,
12624.0,-15.51534420025881,-4.894229743825216,-2.4336300758623586,1.5379030710017056,-15.51534420025881,-4.894229743825216,-2.4336300758623586,1.5379030710017056
12625.0,-15.517035774613376,-4.894151428451581,-2.4330985361654336,1.5380045912083165,,,,
12626.0,-15.518617898462454,-4.89407812583756,-2.432601348087109,1.538099523668273,-15.518617898462454,-4.89407812583756,-2.432601348087109,1.538099523668273
12627.0,-15.5202389404685,-4.894002965310537,-2.4320918907647617,1.538196771332098,,,,
12628.0,-15.521757218754038,-4.893932520715528,-2.431614692288718,1.5382878374852562,-15.521757218754038,-4.893932520715528,-2.431614692288718,1.5382878374852562
12629.0,-15.52341970198686,-4.893855325345882,-2.4310921313980134,1.5383875299896674,,,,
12630.0,-15.525001559809038,-4.893781818052633,-2.430594873063618,1.5384823682039943,-15.525001559809038,-4.893781818052633,-2.430594873063618,1.5384823682039943
12631.0,-15.52691028805658,-4.893693036002565,-2.4299948167342365,1.5385967683190616,,,,
12632.0,-15.528402398552984,-4.893623585296877,-2.4295256911943115,1.53868618533452,-15.528402398552984,-4.893623585296877,-2.4295256911943115,1.53868618533452
12633.0,-15.529927145633653,-4.893552574907099,-2.429046269917161,1.5387775451012358,,,,
12634.0,-15.531679127496835,-4.8934709092138,-2.4284953592425085,1.5388824914637593,-15.531679127496835,-4.8934709092138,-2.4284953592425085,1.5388824914637593
12635.0,-15.533347365231737,-4.893393083719838,-2.4279707373760524,1.5389823994934273,,,,
12636.0,-15.535232351791326,-4.893305066220385,-2.427377905145153,1.5390952572295447,-15.535232351791326,-4.893305066220385,-2.427377905145153,1.5390952572295447
12637.0,-15.536498542757817,-4.893245911276183,-2.426979649061606,1.5391710607821492,,,,
12638.0,-15.538122854433201,-4.893169980009644,-2.4264687216384244,1.5392682871204,-15.538122854433201,-4.893169980009644,-2.4264687216384244,1.5392682871204
12639.0,-15.539902545045882,-4.893086703681824,-2.425908875703749,1.5393747820033346,,,,
12640.0,-15.541539337677039,-4.893010055633587,-2.425393937495546,1.5394727074604182,-15.541539337677039,-4.893010055633587,-2.425393937495546,1.5394727074604182
12641.0,-15.543126675807176,-4.892935673310001,-2.4248945181808352,1.5395676584509257,,,,
12642.0,-15.544700792580896,-4.892861858434624,-2.424399220585025,1.5396618014186045,-15.544700792580896,-4.892861858434624,-2.424399220585025,1.5396618014186045
12643.0,-15.546371146140725,-4.892783468694063,-2.423873601909219,1.5397616779110637,,,,
12644.0,-15.547953727391613,-4.892709143510289,-2.423375562709673,1.5398562887243372,-15.547953727391613,-4.892709143510289,-2.423375562709673,1.5398562887243372
12645.0,-15.54960807858493,-4.892631389199205,-2.422854897570163,1.5399551701486724,,,,
12646.0,-15.551286064252908,-4.892552460943552,-2.422326751773089,1.540055442699424,-15.551286064252908,-4.892552460943552,-2.422326751773089,1.540055442699424
12647.0,-15.5527916451815,-4.892481595654815,-2.4218528318464223,1.5401453995713368,,,,
12648.0,-15.554417775271558,-4.892405001111615,-2.4213409286888243,1.5402425403309248,-15.554417775271558,-4.892405001111615,-2.4213409286888243,1.5402425403309248
12649.0,-15.556440014022652,-4.892309644379745,-2.4207042810379384,1.5403633013506774,,,,
12650.0,-15.557844524693833,-4.892243375777972,-2.420262065223425,1.5404471666838961,-15.557844524693833,-4.892243375777972,-2.420262065223425,1.5404471666838961
12651.0,-15.559322979232519,-4.892173585441437,-2.4197965362359537,1.540535439139703,,,,
12652.0,-15.561061439859987,-4.892091447850071,-2.4192490985460617,1.540639207404708,-15.561061439859987,-4.892091447850071,-2.4192490985460617,1.540639207404708
12653.0,-15.562717779721941,-4.892013126684219,-2.4187274766264153,1.5407380536606206,,,,
12654.0,-15.56427776215289,-4.891939312871683,-2.418236160631923,1.5408311358427347,-15.56427776215289,-4.891939312871683,-2.418236160631923,1.5408311358427347
12655.0,-15.566154072325059,-4.89185044918934,-2.4176451726926067,1.540943062034196,,,,
12656.0,-15.567497707756486,-4.891786775819067,-2.417221924738184,1.541023206081046,-15.567497707756486,-4.891786775819067,-2.417221924738184,1.541023206081046
12657.0,-15.569251148180772,-4.891703622503235,-2.4166695514422623,1.5411277722739338,,,,
12658.0,-15.570726567847828,-4.891633602902446,-2.416204721517939,1.5412157448198367,-15.570726567847828,-4.891633602902446,-2.416204721517939,1.5412157448198367
12659.0,-15.572510838816385,-4.891548857405856,-2.4156425480738504,1.5413221082589985,,,,
12660.0,-15.57394006427957,-4.89148093033717,-2.415192200572821,1.5414072963157597,-15.57394006427957,-4.89148093033717,-2.415192200572821,1.5414072963157597
12661.0,-15.575708198652718,-4.891396830374044,-2.4146350246863255,1.541512661613818,,,,
12662.0,-15.577374223087332,-4.891317521555369,-2.414109980849242,1.5416119220325812,-15.577374223087332,-4.891317521555369,-2.414109980849242,1.5416119220325812
12663.0,-15.578926715855596,-4.891243569474873,-2.4136206768222848,1.5417044062219458,,,,
12664.0,-15.580479784818106,-4.891169540408003,-2.4131311544281004,1.541796910649404,-15.580479784818106,-4.891169540408003,-2.4131311544281004,1.541796910649404
12665.0,-15.582264510302508,-4.891084394182108,-2.412568572367619,1.5419031867154143,,,,
12666.0,-15.58383986532785,-4.8910091819836685,-2.4120719452931256,1.5419969811090728,-15.58383986532785,-4.8910091819836685,-2.4120719452931256,1.5419969811090728
12667.0,-15.585462456645772,-4.890931661746045,-2.411560388103042,1.5420935729836487,,,,
12668.0,-15.587112376901091,-4.890852775046185,-2.4110401740420757,1.542191773292698,-15.587112376901091,-4.890852775046185,-2.4110401740420757,1.542191773292698
12669.0,-15.588745733267096,-4.8907746221256,-2.4105251414155857,1.5422889710168215,,,,
12670.0,-15.59021901130327,-4.890704084595067,-2.410060548249474,1.5423766325090558,-15.59021901130327,-4.890704084595067,-2.410060548249474,1.5423766325090558
12671.0,-15.591928160769008,-4.890622189645614,-2.409521535430088,1.5424783072404482,,,,
12672.0,-15.59348703583259,-4.890738031075648,-2.4090298738631075,1.5321371414531142,-15.59348703583259,-4.890738031075648,-2.4090298738631075,1.5321371414531142
12673.0,-15.595119116847854,-4.890862265755117,-2.4085185866247683,1.5213023039931115,,,,
12674.0,-15.596889859400209,-4.891000267729055,-2.4079677973000435,1.5095373913608074,-15.596889859400209,-4.891000267729055,-2.4079677973000435,1.5095373913608074
12675.0,-15.598448632271799,-4.891124841484813,-2.4074867043117996,1.4991737900809954,,,,
12676.0,-15.600029933259124,-4.891253799920184,-2.407002021325522,1.4886528963418095,-15.600029933259124,-4.891253799920184,-2.407002021325522,1.4886528963418095
12677.0,-15.60169470279395,-4.891392195867221,-2.4064953487848744,1.4775682606693836,,,,
12678.0,-15.603275553142105,-4.891526205821873,-2.40601781310469,1.4670349679892343,-15.603275553142105,-4.891526205821873,-2.40601781310469,1.4670349679892343
12679.0,-15.605158222662105,-4.891688448489881,-2.4054531750136747,1.4544796668767521,,,,
12680.0,-15.606576989065175,-4.891813245959708,-2.405031323355082,1.4450123761659337,-15.606576989065175,-4.891813245959708,-2.405031323355082,1.4450123761659337
12681.0,-15.6082924335021,-4.891966103888047,-2.404524591328051,1.4335562627643332,,,,
12682.0,-15.609833867235473,-4.892105663587125,-2.4040728850130058,1.4232551835298668,-15.609833867235473,-4.892105663587125,-2.4040728850130058,1.4232551835298668
12683.0,-15.611504177567626,-4.892258838289753,-2.403586943375229,1.412084328609222,,,,
