0.000001	0.000001	0.000053	0.000000	0.037867	0.000000	0.000042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.010044	0.010043	0.000022	-0.000095	-0.000205	-0.000000	-0.000088	0.000095	0.000001	0.009462	0.040719	0.000000	0.040719
0.020292	0.010248	0.000019	-0.000095	-0.000018	-0.000000	0.000002	0.000095	0.000002	0.000036	0.003044	0.000000	0.003044
0.029880	0.009589	0.000018	-0.000096	-0.000027	-0.000000	0.000004	0.000096	0.000003	0.000019	0.003002	0.000000	0.003002
0.040162	0.010282	0.000022	-0.000096	-0.000052	-0.000000	0.000000	0.000096	0.000004	0.000034	0.003093	0.000000	0.003093
0.049797	0.009635	0.000013	-0.000096	-0.000057	-0.000000	0.000005	0.000096	0.000005	0.000053	0.003202	0.000000	0.003202
0.059950	0.010153	0.000023	-0.000097	-0.000080	-0.000000	0.000002	0.000097	0.000006	0.000064	0.003283	0.000000	0.003283
0.070184	0.010234	0.000036	-0.000098	-0.000098	-0.000000	0.000000	0.000098	0.000007	0.000082	0.003403	0.000000	0.003403
0.079884	0.009700	0.000021	-0.000099	-0.000114	-0.000000	0.000000	0.000099	0.000008	0.000106	0.003547	0.000000	0.003547
0.089855	0.009971	0.000018	-0.000100	-0.000132	-0.000000	-0.000000	0.000100	0.000009	0.000117	0.003646	0.000000	0.003646
0.099786	0.009931	0.000013	-0.000101	-0.000147	-0.000000	0.000000	0.000101	0.000010	0.000136	0.003784	0.000000	0.003784
0.109971	0.010185	0.000021	-0.000103	-0.000164	-0.000000	-0.000000	0.000103	0.000011	0.000149	0.003903	0.000000	0.003903
0.119898	0.009927	0.000027	-0.000105	-0.000179	-0.000000	0.000000	0.000105	0.000012	0.000168	0.004048	0.000000	0.004048
0.129880	0.009982	0.000021	-0.000107	-0.000195	-0.000000	0.000001	0.000107	0.000013	0.000185	0.004193	0.000000	0.004193
0.140094	0.010214	0.000022	-0.000109	-0.000216	-0.000000	-0.000000	0.000109	0.000014	0.000197	0.004325	0.000000	0.004325
0.149785	0.009690	0.000013	-0.000111	-0.000223	-0.000000	0.000004	0.000111	0.000015	0.000220	0.004499	0.000000	0.004499
0.159919	0.010135	0.000021	-0.000113	-0.000250	-0.000000	0.000001	0.000113	0.000016	0.000229	0.004627	0.000000	0.004627
0.170204	0.010284	0.000019	-0.000116	-0.000269	-0.000000	0.000000	0.000116	0.000017	0.000253	0.004828	0.000000	0.004828
0.179878	0.009674	0.000021	-0.000118	-0.000277	-0.000000	0.000005	0.000118	0.000019	0.000273	0.005009	0.000000	0.005009
0.190269	0.010391	0.000021	-0.000121	-0.000307	0.000000	0.000001	0.000121	0.000020	0.000286	0.005174	0.000000	0.005174
0.199790	0.009521	0.000015	-0.000124	-0.000313	0.000000	0.000007	0.000124	0.000021	0.000313	0.005398	0.000000	0.005398
0.209958	0.010168	0.000021	-0.000127	-0.000345	0.000000	0.000002	0.000127	0.000022	0.000318	0.005541	0.000000	0.005541
0.220033	0.010075	0.000018	-0.000131	-0.000368	0.000000	0.000000	0.000131	0.000024	0.000346	0.005784	0.000000	0.005784
0.229849	0.009817	0.000019	-0.000135	-0.000391	0.000000	-0.000000	0.000135	0.000025	0.000381	0.006061	0.000000	0.006061
0.240152	0.010303	0.000021	-0.000139	-0.000413	0.000000	-0.000000	0.000139	0.000026	0.000391	0.006252	0.000000	0.006252
0.249794	0.009642	0.000013	-0.000143	-0.000424	0.000000	0.000005	0.000143	0.000028	0.000424	0.006533	0.000000	0.006533
0.259846	0.010052	0.000020	-0.000147	-0.000459	0.000000	0.000000	0.000147	0.000029	0.000431	0.006722	0.000000	0.006722
