1017	1605640288136	0.000000	0.037750	0.000000	0.000042	0.000000	0.000000	0.000000	0.000000	0.004906	0.004906
1026	10	-0.000095	-0.000184	0.000000	-0.000079	0.000095	0.000001	0.009578	0.041173	-0.026032	0.015142
1036	10	-0.000095	-0.000014	-0.000000	0.000004	0.000095	0.000002	0.000070	0.003182	0.006303	0.009485
1046	10	-0.000096	-0.000028	-0.000000	0.000004	0.000096	0.000003	0.000021	0.003012	0.008252	0.011264
1057	10	-0.000096	-0.000048	-0.000000	0.000002	0.000096	0.000004	0.000028	0.003066	0.013454	0.016520
1066	10	-0.000096	-0.000062	-0.000000	0.000002	0.000096	0.000005	0.000052	0.003197	0.011272	0.014469
1076	10	-0.000097	-0.000080	0.000000	0.000002	0.000097	0.000006	0.000069	0.003306	0.051415	0.054721
1086	10	-0.000098	-0.000094	0.000000	0.000003	0.000098	0.000007	0.000073	0.003361	0.023515	0.026877
1096	10	-0.000099	-0.000110	0.000000	0.000002	0.000099	0.000008	0.000100	0.003521	0.002055	0.005576
1107	11	-0.000100	-0.000132	0.000000	-0.000000	0.000100	0.000009	0.000109	0.003613	0.015145	0.018758
1116	9	-0.000101	-0.000121	0.000000	0.000011	0.000101	0.000010	0.000135	0.003773	-0.019020	-0.015247
1127	10	-0.000103	-0.000177	0.000000	-0.000006	0.000103	0.000011	0.000145	0.003877	0.011377	0.015254
1136	10	-0.000104	-0.000171	0.000000	0.000004	0.000104	0.000012	0.000173	0.004062	-0.004201	-0.000139
1146	10	-0.000106	-0.000198	0.000000	-0.000000	0.000106	0.000013	0.000180	0.004167	0.044529	0.048696
1157	11	-0.000108	-0.000215	0.000000	0.000000	0.000108	0.000014	0.000195	0.004311	0.038366	0.042677
1166	9	-0.000110	-0.000201	0.000000	0.000014	0.000110	0.000015	0.000222	0.004500	0.012243	0.016742
1177	10	-0.000113	-0.000236	0.000000	0.000007	0.000113	0.000016	0.000217	0.004569	0.018140	0.022709
1187	10	-0.000115	-0.000263	0.000000	0.000003	0.000115	0.000017	0.000233	0.004727	-0.019824	-0.015097
1197	10	-0.000118	-0.000288	0.000000	0.000000	0.000118	0.000019	0.000279	0.005017	0.017948	0.022965
1207	11	-0.000121	-0.000308	0.000000	-0.000000	0.000121	0.000020	0.000278	0.005128	0.035230	0.040358
1217	10	-0.000124	-0.000324	0.000000	0.000001	0.000124	0.000021	0.000310	0.005367	-0.007117	-0.001751
1227	10	-0.000127	-0.000358	0.000000	-0.000004	0.000127	0.000022	0.000339	0.005611	-0.022070	-0.016459
1236	10	-0.000131	-0.000368	0.000000	0.000000	0.000131	0.000024	0.000363	0.005836	0.022149	0.027985
1246	10	-0.000134	-0.000375	0.000000	0.000007	0.000134	0.000025	0.000370	0.006007	-0.003017	0.002989
1256	10	-0.000138	-0.000408	0.000000	0.000002	0.000138	0.000026	0.000385	0.006208	-0.017823	-0.011615
1266	10	-0.000142	-0.000434	0.000000	0.000000	0.000142	0.000028	0.000419	0.006497	-0.002785	0.003712
1276	10	-0.000147	-0.000458	0.000000	-0.000000	0.000147	0.000029	0.000439	0.006739	0.013699	0.020437
1286	10	-0.000151	-0.000482	0.000000	0.000000	0.000151	0.000031	0.000466	0.007015	0.002516	0.009531
1296	10	-0.000156	-0.000501	0.000000	0.000003	0.000156	0.000032	0.000484	0.007266	-0.005081	0.002185
1307	11	-0.000161	-0.000534	0.000000	-0.000000	0.000161	0.000034	0.000486	0.007461	0.021795	0.029256
1316	9	-0.000167	-0.000544	0.000001	0.000007	0.000167	0.000035	0.000566	0.007973	-0.013829	-0.005856
1327	10	-0.000172	-0.000590	0.000001	-0.000001	0.000172	0.000037	0.000555	0.008130	-0.006971	0.001159
1336	10	-0.000178	-0.000615	0.000001	0.000000	0.000178	0.000039	0.000601	0.008529	-0.041981	-0.033452
1347	10	-0.000184	-0.000663	0.000001	-0.000008	0.000184	0.000041	0.000618	0.008821	-0.010382	-0.001560
1357	10	-0.000191	-0.000677	0.000000	-0.000000	0.000191	0.000043	0.000648	0.009182	-0.021862	-0.012681
1366	10	-0.000198	-0.000712	0.000000	-0.000002	0.000198	0.000045	0.000714	0.009687	-0.009022	0.000665
1377	10	-0.000205	-0.000740	0.000000	0.000000	0.000205	0.000047	0.000711	0.009935	-0.032536	-0.022602
1386	10	-0.000213	-0.000775	0.000000	-0.000000	0.000213	0.000049	0.000759	0.010392	0.011277	0.021669
1396	10	-0.000220	-0.000809	0.000000	-0.000000	0.000220	0.000051	0.000781	0.010758	-0.001203	0.009555
1407	10	-0.000229	-0.000846	0.000000	-0.000000	0.000229	0.000053	0.000801	0.011133	-0.049400	-0.038266
1416	10	-0.000237	-0.000887	0.000000	-0.000002	0.000237	0.000056	0.000883	0.011764	0.010545	0.022310
1426	10	-0.000246	-0.000919	0.000000	0.000002	0.000246	0.000058	0.000893	0.012122	-0.011973	0.000149
1436	10	-0.000256	-0.000964	0.000000	-0.000000	0.000256	0.000061	0.000933	0.012613	0.018211	0.030824
1446	10	-0.000265	-0.000998	0.000000	0.000004	0.000265	0.000063	0.000964	0.013082	0.002933	0.016015
1456	10	-0.000275	-0.001050	0.000000	-0.000000	0.000275	0.000066	0.001011	0.013627	0.002350	0.015978
1466	10	-0.000286	-0.001095	0.000000	0.000000	0.000286	0.000069	0.001064	0.014214	-0.007168	0.007045
1477	10	-0.000297	-0.001142	0.000000	0.000001	0.000297	0.000072	0.001095	0.014733	-0.017293	-0.002559
1486	10	-0.000309	-0.001191	0.000000	0.000000	0.000309	0.000075	0.001168	0.015427	-0.027490	-0.012063
1496	10	-0.000321	-0.001251	0.000000	-0.000003	0.000321	0.000078	0.001194	0.015960	-0.030907	-0.014946
1507	11	-0.000334	-0.001301	0.000000	-0.000001	0.000334	0.000082	0.001252	0.016662	0.010687	0.027349
1516	9	-0.000346	-0.001307	0.000000	0.000019	0.000346	0.000085	0.001326	0.017390	0.017364	0.034754
1527	10	-0.000360	-0.001407	0.000001	0.000001	0.000360	0.000089	0.001318	0.017836	0.033127	0.050963
1536	10	-0.000374	-0.001456	0.000001	0.000005	0.000374	0.000092	0.001434	0.018796	-0.005251	0.013545
1547	10	-0.000388	-0.001523	0.000001	0.000004	0.000388	0.000096	0.001465	0.019442	0.036717	0.056159
1557	10	-0.000404	-0.001589	0.000001	0.000003	0.000404	0.000100	0.001492	0.020096	-0.007917	0.012178
1566	10	-0.000420	-0.001656	0.000001	0.000003	0.000420	0.000105	0.001663	0.021339	0.027909	0.049248
1577	10	-0.000437	-0.001729	0.000001	0.000001	0.000437	0.000109	0.001657	0.021911	0.019102	0.041013
1586	10	-0.000454	-0.001788	0.000001	0.000007	0.000454	0.000113	0.001767	0.022960	-0.028611	-0.005651
1596	10	-0.000472	-0.001887	0.000001	-0.000003	0.000472	0.000118	0.001805	0.023752	-0.007840	0.015911
1607	10	-0.000491	-0.001959	0.000001	-0.000000	0.000491	0.000123	0.001885	0.024746	0.000748	0.025494
1616	10	-0.000511	-0.002030	0.000001	0.000004	0.000511	0.000128	0.001995	0.025873	0.002839	0.028712
1626	10	-0.000532	-0.002124	0.000001	-0.000000	0.000532	0.000133	0.002055	0.026836	0.055907	0.082743
1636	10	-0.000552	-0.001785	0.000002	0.000260	0.000552	0.000139	0.002048	0.027530	0.014831	0.042360
1646	10	-0.000572	-0.002296	0.000003	0.000003	0.000572	0.000145	0.001995	0.028036	-0.001640	0.026396
1657	10	-0.000596	-0.002395	0.000003	0.000002	0.000596	0.000151	0.002283	0.030020	0.011027	0.041047
1666	10	-0.000619	-0.002466	0.000003	0.000013	0.000619	0.000157	0.002469	0.031591	-0.012090	0.019502
1676	10	-0.000644	-0.002594	0.000003	0.000003	0.000644	0.000163	0.002498	0.032586	-0.005715	0.026871
1686	10	-0.000670	-0.002707	0.000003	-0.000000	0.000670	0.000170	0.002622	0.034002	0.023390	0.057392
1696	10	-0.000698	-0.002809	0.000003	0.000004	0.000698	0.000177	0.002713	0.035326	0.048696	0.084021
1707	10	-0.000726	-0.002454	0.000004	0.000293	0.000726	0.000185	0.002672	0.036144	-0.002867	0.033278
1716	10	-0.000752	-0.003025	0.000005	0.000012	0.000752	0.000192	0.002793	0.037574	-0.031972	0.005602
1727	10	-0.000783	-0.003173	0.000005	0.000003	0.000783	0.000200	0.003040	0.039650	0.038181	0.077831
