0.000001	0.000001	0.000048	0.000000	0.036831	0.000000	0.000041	-1.065621	-0.880482	-1.946104
0.009690	0.009690	0.000013	-0.000260	-0.061190	-0.000095	-0.037208	0.449723	-0.790416	-0.340693
0.019740	0.010049	0.000020	-0.000895	-0.070262	-0.000481	-0.042650	0.568404	-0.425928	0.142476
0.029791	0.010051	0.000023	-0.001581	-0.063673	-0.000897	-0.038504	0.585265	0.175288	0.760553
0.039711	0.009920	0.000019	-0.002151	-0.037047	-0.001241	-0.022107	0.455813	-0.515951	-0.060137
0.050041	0.010331	0.000022	-0.002529	-0.037321	-0.001466	-0.022031	0.498380	0.224022	0.722402
0.059745	0.009704	0.000022	-0.002834	-0.012540	-0.001644	-0.006690	0.362398	0.059970	0.422368
0.069822	0.010077	0.000021	-0.002921	0.000639	-0.001687	0.001614	0.289355	0.793604	1.082959
0.080044	0.010222	0.000034	-0.002833	0.033307	-0.001620	0.021770	0.066731	-0.434687	-0.367957
0.089688	0.009644	0.000015	-0.002539	0.018579	-0.001426	0.013064	0.154242	-0.731305	-0.577063
0.099680	0.009992	0.000016	-0.002408	-0.003069	-0.001328	0.000132	0.302815	1.304268	1.607083
0.109657	0.009977	0.000012	-0.002314	0.046695	-0.001250	0.030637	-0.040064	1.182047	1.141983
0.119743	0.010086	0.000020	-0.001760	0.081393	-0.000891	0.051934	-0.318544	0.951854	0.633310
0.129714	0.009971	0.000017	-0.000900	0.099618	-0.000343	0.063131	-0.511243	1.451421	0.940178
0.139682	0.009968	0.000013	0.000166	0.128064	0.000331	0.080447	-0.795499	0.338811	-0.456688
0.149911	0.010229	0.000020	0.001419	0.110926	0.001119	0.069911	-0.784131	0.480612	-0.303518
0.159652	0.009740	0.000014	0.002484	0.099428	0.001790	0.062701	-0.799937	-0.687865	-1.487802
0.169703	0.010052	0.000016	0.003354	0.049146	0.002341	0.031802	-0.534515	-0.966461	-1.500976
0.179784	0.010081	0.000023	0.003720	-0.001436	0.002582	0.000672	-0.226750	-0.569446	-0.796196
0.189712	0.009928	0.000017	0.003648	-0.024355	0.002553	-0.013631	-0.074263	-0.810962	-0.885226
0.199739	0.010027	0.000017	0.003340	-0.050290	0.002376	-0.029745	0.119545	-0.178684	-0.059139
0.209675	0.009936	0.000012	0.002840	-0.049317	0.002080	-0.029443	0.144530	-0.194334	-0.049804
0.219738	0.010063	0.000022	0.002350	-0.048148	0.001786	-0.028974	0.168919	-0.783140	-0.614222
0.229805	0.010067	0.000023	0.001824	-0.065580	0.001469	-0.039772	0.326771	-0.975403	-0.648632
0.239706	0.009901	0.000019	0.001123	-0.084204	0.001044	-0.051230	0.509728	-2.221234	-1.711507
0.249703	0.009997	0.000016	0.000148	-0.137825	0.000450	-0.083891	0.961135	0.775581	1.736716
0.259674	0.009971	0.000014	-0.001084	-0.078950	-0.000300	-0.047995	0.659217	0.925233	1.584451
0.269747	0.010073	0.000019	-0.001739	-0.025249	-0.000697	-0.015169	0.347852	0.482797	0.830649
0.279981	0.010234	0.000036	-0.001920	0.001646	-0.000805	0.001378	0.183580	1.120141	1.303720
0.289680	0.009698	0.000016	-0.001805	0.041341	-0.000731	0.025707	-0.094134	-0.124327	-0.218461
0.299809	0.010129	0.000021	-0.001414	0.031556	-0.000487	0.019903	-0.053366	0.697614	0.644248
0.309667	0.009858	0.000014	-0.001054	0.050010	-0.000261	0.031241	-0.206722	-0.282162	-0.488885
0.319751	0.010084	0.000021	-0.000600	0.031614	0.000024	0.020119	-0.114359	-0.013964	-0.128323
0.329759	0.010009	0.000017	-0.000299	0.025070	0.000216	0.016174	-0.092345	-1.366251	-1.458595
0.339669	0.009910	0.000014	-0.000173	-0.022441	0.000302	-0.012711	0.227331	-0.218731	0.008600
0.349936	0.010267	0.000021	-0.000395	-0.019952	0.000177	-0.011163	0.230420	-0.961433	-0.731013
0.359665	0.009728	0.000014	-0.000644	-0.041378	0.000035	-0.024142	0.402160	-1.288252	-0.886092
0.369768	0.010103	0.000021	-0.001126	-0.068374	-0.000248	-0.040468	0.633517	-0.484073	0.149444
0.379875	0.010108	0.000033	-0.001794	-0.061592	-0.000643	-0.036182	0.648914	0.919748	1.568661
0.389716	0.009841	0.000019	-0.002276	-0.008763	-0.000923	-0.003830	0.331835	-1.906316	-1.574481
0.399630	0.009914	0.000017	-0.002486	-0.058242	-0.001035	-0.033696	0.701405	0.777593	1.478998
0.409654	0.010023	0.000024	-0.002945	-0.007973	-0.001296	-0.002834	0.402954	-1.871032	-1.468078
0.419768	0.010114	0.000022	-0.003141	-0.054486	-0.001395	-0.030829	0.753585	-0.486133	0.267452
0.429802	0.010034	0.000024	-0.003659	-0.044329	-0.001686	-0.024305	0.740388	0.155338	0.895726
0.439724	0.009922	0.000021	-0.004026	-0.013635	-0.001881	-0.005244	0.574165	-1.100578	-0.526412
0.449676	0.009952	0.000017	-0.004202	-0.029516	-0.001957	-0.014499	0.715355	0.642639	1.357994
0.459646	0.009970	0.000013	-0.004383	0.013879	-0.002031	0.012327	0.447493	-1.881413	-1.433920
0.469745	0.010099	0.000019	-0.004358	-0.031849	-0.001976	-0.015065	0.779860	1.041676	1.821536
0.479902	0.010158	0.000059	-0.004536	0.024892	-0.002040	0.019900	0.420549	0.311198	0.731746
0.489726	0.009823	0.000019	-0.004238	0.045439	-0.001811	0.032820	0.271368	-0.745449	-0.474081
0.499728	0.010002	0.000017	-0.003830	0.026801	-0.001510	0.021866	0.383289	-0.008200	0.375089
0.509660	0.009932	0.000012	-0.003540	0.035999	-0.001276	0.027816	0.311365	0.434517	0.745882
