0.000001	0.000001	0.000051	0.000000	0.037987	0.000000	0.000042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.009804	0.009803	0.000020	-0.000096	-0.000207	-0.000000	-0.000089	0.000096	0.000001	0.009818	0.042177	0.000000	0.042177
0.020181	0.010377	0.000023	-0.000097	-0.000012	-0.000000	0.000005	0.000097	0.000002	0.000036	0.003083	0.000000	0.003083
0.029709	0.009529	0.000014	-0.000097	-0.000025	-0.000000	0.000005	0.000097	0.000003	0.000016	0.003023	0.000000	0.003023
0.039807	0.010097	0.000022	-0.000097	-0.000052	-0.000000	0.000001	0.000097	0.000004	0.000032	0.003117	0.000000	0.003117
0.049707	0.009901	0.000013	-0.000098	-0.000069	-0.000000	0.000000	0.000098	0.000005	0.000057	0.003252	0.000000	0.003252
0.059785	0.010078	0.000022	-0.000098	-0.000081	-0.000000	0.000002	0.000098	0.000006	0.000072	0.003357	0.000000	0.003357
0.070100	0.010315	0.000021	-0.000099	-0.000102	-0.000000	-0.000000	0.000099	0.000007	0.000084	0.003448	0.000000	0.003448
0.079702	0.009602	0.000014	-0.000100	-0.000105	-0.000000	0.000005	0.000100	0.000008	0.000103	0.003576	0.000000	0.003576
0.089888	0.010186	0.000021	-0.000101	-0.000133	-0.000000	0.000000	0.000101	0.000009	0.000112	0.003666	0.000000	0.003666
0.099863	0.009975	0.000031	-0.000103	-0.000149	-0.000000	0.000000	0.000103	0.000010	0.000135	0.003818	0.000000	0.003818
0.109703	0.009841	0.000014	-0.000104	-0.000166	-0.000000	0.000000	0.000104	0.000011	0.000156	0.003969	0.000000	0.003969
0.119745	0.010041	0.000014	-0.000106	-0.000183	-0.000000	0.000000	0.000106	0.000012	0.000170	0.004099	0.000000	0.004099
0.129736	0.009991	0.000013	-0.000108	-0.000200	-0.000000	0.000000	0.000108	0.000013	0.000188	0.004246	0.000000	0.004246
0.139845	0.010109	0.000021	-0.000110	-0.000218	-0.000000	0.000000	0.000110	0.000014	0.000203	0.004390	0.000000	0.004390
0.149688	0.009844	0.000013	-0.000112	-0.000236	-0.000000	0.000000	0.000112	0.000015	0.000225	0.004568	0.000000	0.004568
0.159785	0.010096	0.000022	-0.000115	-0.000252	-0.000000	0.000001	0.000115	0.000016	0.000238	0.004717	0.000000	0.004717
0.170078	0.010293	0.000021	-0.000117	-0.000274	-0.000000	-0.000000	0.000117	0.000018	0.000252	0.004875	0.000000	0.004875
0.179708	0.009630	0.000014	-0.000120	-0.000280	0.000000	0.000005	0.000120	0.000019	0.000278	0.005080	0.000000	0.005080
0.189880	0.010172	0.000021	-0.000123	-0.000312	0.000000	0.000000	0.000123	0.000020	0.000287	0.005228	0.000000	0.005228
