0.000001	0.000001	0.000071	0.000000	0.037898	0.000000	0.000042	-1.096474	0.000000	-1.096474
0.009771	0.009771	0.000021	-0.000185	-0.033908	-0.000055	-0.020619	0.253966	0.000000	0.253966
0.019838	0.010067	0.000020	-0.000500	-0.023393	-0.000246	-0.014176	0.209183	0.000000	0.209183
0.029675	0.009837	0.000013	-0.000710	-0.014527	-0.000373	-0.008718	0.167734	0.000000	0.167734
0.039813	0.010138	0.000020	-0.000837	-0.006944	-0.000449	-0.004025	0.128795	0.000000	0.128795
0.049672	0.009859	0.000012	-0.000891	-0.000719	-0.000479	-0.000152	0.093409	0.000000	0.093409
0.059753	0.010081	0.000021	-0.000896	-0.000049	-0.000479	0.000344	0.092570	0.000000	0.092570
0.069979	0.010226	0.000021	-0.000895	0.000540	-0.000475	0.000790	0.091854	0.000000	0.091854
0.079677	0.009698	0.000014	-0.000889	0.001094	-0.000466	0.001214	0.090864	0.000000	0.090864
0.089882	0.010206	0.000020	-0.000876	0.001630	-0.000453	0.001627	0.089594	0.000000	0.089594
0.099667	0.009784	0.000012	-0.000859	0.002118	-0.000436	0.002008	0.088180	0.000000	0.088180
0.109761	0.010094	0.000020	-0.000837	0.002570	-0.000415	0.002365	0.086599	0.000000	0.086599
0.119723	0.009962	0.000017	-0.000810	0.002975	-0.000390	0.002692	0.084930	0.000000	0.084930
0.129665	0.009943	0.000012	-0.000779	0.003332	-0.000363	0.002986	0.083213	0.000000	0.083213
0.139659	0.009994	0.000013	-0.000745	0.003641	-0.000332	0.003247	0.081465	0.000000	0.081465
0.149805	0.010146	0.000012	-0.000708	0.003901	-0.000299	0.003476	0.079716	0.000000	0.079716
0.159717	0.009911	0.000020	-0.000669	0.004112	-0.000264	0.003671	0.078003	0.000000	0.078003
0.170115	0.010398	0.000021	-0.000626	0.004280	-0.000226	0.003837	0.076295	0.000000	0.076295
0.179670	0.009555	0.000013	-0.000584	0.004395	-0.000188	0.003964	0.074750	0.000000	0.074750
0.189804	0.010134	0.000020	-0.000540	0.004474	-0.000148	0.004066	0.073209	0.000000	0.073209
0.199666	0.009861	0.000013	-0.000495	0.004510	-0.000107	0.004138	0.071790	0.000000	0.071790
0.209689	0.010024	0.000015	-0.000450	0.004511	-0.000066	0.004183	0.070456	0.000000	0.070456
0.219826	0.010137	0.000025	-0.000405	0.004479	-0.000024	0.004204	0.069223	0.000000	0.069223
0.229712	0.009886	0.000018	-0.000360	0.004416	0.000018	0.004203	0.068107	0.000000	0.068107
0.239851	0.010138	0.000022	-0.000316	0.004326	0.000060	0.004180	0.067080	0.000000	0.067080
0.249659	0.009808	0.000011	-0.000273	0.004213	0.000102	0.004139	0.066187	0.000000	0.066187
0.259711	0.010052	0.000018	-0.000232	0.004080	0.000143	0.004082	0.065379	0.000000	0.065379
0.269839	0.010128	0.000025	-0.000191	0.003929	0.000184	0.004010	0.064674	0.000000	0.064674
0.279682	0.009843	0.000016	-0.000152	0.003765	0.000224	0.003926	0.064076	0.000000	0.064076
0.290022	0.010340	0.000025	-0.000115	0.003587	0.000263	0.003830	0.063550	0.000000	0.063550
0.299932	0.009910	0.000024	-0.000080	0.003405	0.000301	0.003727	0.063146	0.000000	0.063146
0.309759	0.009827	0.000020	-0.000046	0.003214	0.000338	0.003617	0.062791	0.000000	0.062791
0.319712	0.009953	0.000017	-0.000014	0.003019	0.000373	0.003500	0.062528	0.000000	0.062528
0.329662	0.009950	0.000012	0.000015	0.002823	0.000408	0.003380	0.062343	0.000000	0.062343
0.339894	0.010232	0.000022	0.000043	0.002624	0.000442	0.003256	0.062208	0.000000	0.062208
0.349755	0.009861	0.000016	0.000069	0.002431	0.000474	0.003132	0.062142	0.000000	0.062142
0.359767	0.010012	0.000021	0.000093	0.002240	0.000505	0.003007	0.062109	0.000000	0.062109
0.369755	0.009988	0.000016	0.000115	0.002051	0.000535	0.002882	0.062132	0.000000	0.062132
0.379665	0.009911	0.000012	0.000134	0.001870	0.000563	0.002759	0.062198	0.000000	0.062198
0.389877	0.010212	0.000021	0.000153	0.001692	0.000591	0.002636	0.062291	0.000000	0.062291
0.399655	0.009777	0.000012	0.000169	0.001524	0.000616	0.002518	0.062420	0.000000	0.062420
0.409756	0.010102	0.000021	0.000184	0.001363	0.000641	0.002402	0.062561	0.000000	0.062561
0.420076	0.010319	0.000022	0.000197	0.001207	0.000665	0.002288	0.062732	0.000000	0.062732
0.429668	0.009592	0.000012	0.000209	0.001063	0.000688	0.002181	0.062923	0.000000	0.062923
0.439797	0.010129	0.000021	0.000219	0.000926	0.000709	0.002076	0.063114	0.000000	0.063114
0.449663	0.009866	0.000012	0.000228	0.000798	0.000730	0.001976	0.063322	0.000000	0.063322
0.459702	0.010038	0.000016	0.000236	0.000677	0.000749	0.001880	0.063530	0.000000	0.063530
0.469837	0.010135	0.000025	0.000242	0.000565	0.000768	0.001788	0.063746	0.000000	0.063746
0.479698	0.009862	0.000015	0.000248	0.000462	0.000786	0.001701	0.063961	0.000000	0.063961
0.489941	0.010243	0.000021	0.000252	0.000366	0.000803	0.001617	0.064174	0.000000	0.064174
0.499660	0.009719	0.000013	0.000256	0.000279	0.000818	0.001540	0.064387	0.000000	0.064387
0.509759	0.010100	0.000020	0.000258	0.000200	0.000834	0.001466	0.064581	0.000000	0.064581
0.519754	0.009994	0.000018	0.000260	0.000126	0.000848	0.001396	0.064782	0.000000	0.064782
0.529665	0.009911	0.000012	0.000261	0.000060	0.000862	0.001330	0.064984	0.000000	0.064984
0.539860	0.010195	0.000021	0.000262	-0.000000	0.000875	0.001268	0.065168	0.000000	0.065168
0.549748	0.009888	0.000017	0.000261	-0.000053	0.000887	0.001210	0.065349	0.000000	0.065349
0.559746	0.009998	0.000022	0.000261	-0.000101	0.000899	0.001156	0.065505	0.000000	0.065505
0.569781	0.010035	0.000017	0.000260	-0.000144	0.000911	0.001104	0.065667	0.000000	0.065667
0.579719	0.009937	0.000012	0.000258	-0.000182	0.000922	0.001055	0.065829	0.000000	0.065829
0.589842	0.010123	0.000020	0.000256	-0.000215	0.000932	0.001010	0.065969	0.000000	0.065969
0.599673	0.009831	0.000013	0.000254	-0.000244	0.000942	0.000968	0.066102	0.000000	0.066102
0.609744	0.010071	0.000021	0.000252	-0.000269	0.000952	0.000928	0.066220	0.000000	0.066220
0.620032	0.010288	0.000021	0.000249	-0.000291	0.000961	0.000890	0.066338	0.000000	0.066338
0.629669	0.009637	0.000012	0.000246	-0.000309	0.000970	0.000855	0.066453	0.000000	0.066453
0.639824	0.010155	0.000021	0.000243	-0.000325	0.000978	0.000821	0.066548	0.000000	0.066548
0.649680	0.009856	0.000012	0.000239	-0.000338	0.000986	0.000790	0.066645	0.000000	0.066645
0.659755	0.010075	0.000021	0.000236	-0.000349	0.000994	0.000760	0.066724	0.000000	0.066724
0.669896	0.010141	0.000026	0.000233	-0.000358	0.001002	0.000732	0.066804	0.000000	0.066804
0.679674	0.009777	0.000015	0.000229	-0.000365	0.001009	0.000705	0.066885	0.000000	0.066885
0.689852	0.010178	0.000020	0.000225	-0.000370	0.001016	0.000679	0.066950	0.000000	0.066950
0.699654	0.009802	0.000014	0.000222	-0.000374	0.001023	0.000655	0.067018	0.000000	0.067018
0.709737	0.010084	0.000020	0.000218	-0.000377	0.001029	0.000632	0.067066	0.000000	0.067066
0.719974	0.010237	0.000034	0.000214	-0.000379	0.001036	0.000610	0.067122	0.000000	0.067122
0.729681	0.009707	0.000014	0.000210	-0.000380	0.001042	0.000589	0.067186	0.000000	0.067186
0.739717	0.010037	0.000017	0.000206	-0.000379	0.001047	0.000568	0.067224	0.000000	0.067224
0.749779	0.010062	0.000016	0.000203	-0.000379	0.001053	0.000549	0.067271	0.000000	0.067271
0.759739	0.009959	0.000021	0.000199	-0.000377	0.001058	0.000530	0.067305	0.000000	0.067305
0.769916	0.010178	0.000025	0.000195	-0.000375	0.001064	0.000512	0.067342	0.000000	0.067342
0.779695	0.009779	0.000018	0.000191	-0.000374	0.001069	0.000494	0.067397	0.000000	0.067397
0.789837	0.010141	0.000021	0.000188	-0.000371	0.001074	0.000478	0.067423	0.000000	0.067423
