0.000001	0.000001	0.000050	0.000000	0.037667	0.000000	0.000042	0.000000	0.000000	0.000000	0.000000	-3.884402	-3.884402
0.009932	0.009932	0.000021	-0.000398	-0.123729	-0.000188	-0.075239	0.000398	0.000004	0.040063	0.172270	-4.242511	-4.070242
0.019954	0.010021	0.000026	-0.001967	-0.255163	-0.001142	-0.155044	0.001967	0.000024	0.156526	0.685571	2.005968	2.691539
0.029852	0.009898	0.000019	-0.004289	-0.165993	-0.002552	-0.100430	0.004289	0.000066	0.234622	1.068475	0.474896	1.543371
0.040136	0.010284	0.000023	-0.005845	-0.113606	-0.003492	-0.068014	0.005845	0.000126	0.151294	0.783041	0.951797	1.734839
0.049818	0.009682	0.000013	-0.006822	-0.057150	-0.004074	-0.033033	0.006822	0.000192	0.100912	0.612145	-15.675585	-15.063440
0.059892	0.010074	0.000021	-0.008624	-0.549400	-0.005151	-0.331724	0.008624	0.000279	0.178866	0.979756	18.335898	19.315653
0.069901	0.010009	0.000017	-0.012544	0.080587	-0.007508	0.052718	0.012544	0.000405	0.391686	1.951154	6.208068	8.159222
0.079789	0.009888	0.000013	-0.011091	0.341604	-0.006584	0.212649	0.011091	0.000514	-0.146960	-0.244832	6.689522	6.444690
0.090042	0.010253	0.000020	-0.007104	0.550785	-0.004107	0.340722	0.007104	0.000587	-0.388847	-1.330529	-3.575015	-4.905543
0.099816	0.009774	0.000013	-0.002061	0.389382	-0.000983	0.242849	0.002061	0.000607	-0.515951	-1.989827	23.226180	21.236353
0.109903	0.010087	0.000021	0.003558	1.082364	0.002495	0.664255	-0.003558	0.000571	-0.557030	-2.323428	3.147525	0.824097
0.119904	0.010001	0.000022	0.014464	1.109694	0.009186	0.679751	-0.014464	0.000427	-1.090561	-4.787639	3.235817	-1.551822
0.129829	0.009925	0.000017	0.025414	1.061843	0.015889	0.648434	-0.025414	0.000175	-1.103242	-5.171899	-5.956066	-11.127965
0.140020	0.010191	0.000021	0.035228	0.699561	0.021876	0.424669	-0.035228	-0.000184	-0.963012	-4.912571	-29.762787	-34.675358
0.149805	0.009786	0.000013	0.039394	-0.412271	0.024391	-0.255995	-0.039394	-0.000570	-0.425716	-2.896074	4.159837	1.263763
0.159889	0.010083	0.000021	0.035399	-0.360627	0.021900	-0.228125	-0.035399	-0.000927	0.396160	0.504129	5.414700	5.918829
0.170019	0.010130	0.000020	0.032276	-0.155803	0.019904	-0.106716	-0.032276	-0.001254	0.308278	0.239747	0.072252	0.311999
0.179851	0.009832	0.000019	0.030782	-0.136588	0.018869	-0.098043	-0.030782	-0.001556	0.152010	-0.346541	6.385171	6.038630
0.189861	0.010010	0.000016	0.029931	0.067765	0.018194	0.023380	-0.029931	-0.001856	0.084998	-0.595056	-0.965006	-1.560062
0.199818	0.009957	0.000013	0.030492	0.023651	0.018350	-0.006444	-0.030492	-0.002160	-0.056352	-1.183360	-0.967141	-2.150501
0.209900	0.010082	0.000021	0.030577	-0.037517	0.018186	-0.046673	-0.030577	-0.002468	-0.008420	-1.000345	-9.419973	-10.420319
