4266	0.000000	0.000000	0.000000
4278	0.000043	-0.000001	-0.000047
4287	0.000044	-0.000001	-0.000015
4299	0.000044	-0.000001	-0.000015
4305	0.000007	-0.000000	0.000047
4315	0.000005	-0.000000	0.000000
4326	0.000005	-0.000000	-0.000002
4336	0.000003	-0.000000	0.000001
4346	0.000002	-0.000000	0.000000
4355	0.000002	-0.000000	-0.000001
4365	0.000002	-0.000000	-0.000001
4374	0.000002	-0.000000	-0.000001
4386	0.000002	-0.000000	-0.000001
4395	0.000003	-0.000000	-0.000002
4405	0.000003	-0.000000	-0.000001
4441	0.000003	-0.000000	-0.000001
4447	0.000003	-0.000000	-0.000000
4455	0.000004	-0.000000	-0.000003
4466	0.000004	-0.000000	-0.000001
4474	0.000009	-0.000000	-0.000008
4484	0.000009	-0.000000	-0.000003
4495	0.000003	-0.000000	0.000004
4505	0.000000	-0.000000	0.000002
4515	0.000000	-0.000000	-0.000000
4526	-0.000001	0.000000	0.000001
4535	-0.000000	0.000000	-0.000000
4545	-0.000000	0.000000	0.000000
4556	-0.000000	0.000000	-0.000000
4565	0.000001	-0.000000	-0.000001
4575	0.000001	-0.000000	-0.000000
4585	0.000001	-0.000000	-0.000001
4594	0.000002	-0.000000	-0.000002
4605	0.000002	-0.000000	-0.000001
4615	0.000003	-0.000000	-0.000001
4625	0.000003	-0.000000	-0.000001
4635	0.000003	-0.000000	-0.000001
4647	0.000003	-0.000000	-0.000002
4655	0.000003	-0.000000	-0.000001
4664	0.000004	-0.000000	-0.000002
4674	0.000004	-0.000000	-0.000001
4684	0.000004	-0.000000	-0.000001
4695	0.000004	-0.000000	-0.000002
4705	0.000004	-0.000000	-0.000001
4714	0.000004	-0.000000	-0.000001
4724	0.000004	-0.000000	-0.000002
4735	0.000005	-0.000000	-0.000002
4745	0.000005	-0.000000	-0.000002
4755	0.000005	-0.000000	-0.000002
4765	0.000005	-0.000000	-0.000002
4775	0.000006	-0.000000	-0.000002
4785	0.000006	-0.000000	-0.000003
4795	0.000006	-0.000000	-0.000002
4805	0.000006	-0.000000	-0.000002
4814	0.000007	-0.000000	-0.000003
4825	0.000007	-0.000000	-0.000002
4835	0.000006	-0.000000	-0.000002
4845	0.000006	-0.000000	-0.000002
4856	0.000006	-0.000000	-0.000002
4865	0.000007	-0.000000	-0.000003
4874	0.000007	-0.000000	-0.000002
4885	0.000007	-0.000000	-0.000003
4895	0.000008	-0.000000	-0.000003
4906	0.000008	-0.000000	-0.000003
4915	0.000009	-0.000000	-0.000004
4925	0.000009	-0.000000	-0.000003
4935	0.000009	-0.000000	-0.000003
4945	0.000009	-0.000000	-0.000004
4956	0.000009	-0.000000	-0.000003
4966	0.000009	-0.000000	-0.000003
4974	0.000009	-0.000000	-0.000003
4985	0.000009	-0.000000	-0.000003
4996	0.000010	-0.000000	-0.000004
5006	0.000010	-0.000000	-0.000004
5016	0.000010	-0.000000	-0.000004
5025	0.000011	-0.000000	-0.000004
5035	0.000012	-0.000000	-0.000005
5046	0.000012	-0.000000	-0.000004
5055	0.000012	-0.000000	-0.000005
5064	0.000013	-0.000000	-0.000005
5075	0.000013	-0.000000	-0.000004
5085	0.000012	-0.000000	-0.000004
5095	0.000012	-0.000000	-0.000004
5105	0.000012	-0.000000	-0.000004
5115	0.000014	-0.000000	-0.000006
5125	0.000014	-0.000000	-0.000005
5136	0.000014	-0.000000	-0.000005
5146	0.000015	-0.000000	-0.000006
5155	0.000015	-0.000000	-0.000005
5164	0.000016	-0.000000	-0.000007
5175	0.000017	-0.000000	-0.000006
