0.0,2.488611240056622e-06,-1.935048558254358e-08,0.0
3.9817779840905955e-09,7.37786498544867e-10,2.4609635174785857e-11,-3.367457733820184e-05
3.982958442488267e-09,-1.5936680033635075e-06,-2.1567776731004292e-07,-4.067601945209374e-07
3.982958442488267e-09,-1.5936680033635075e-06,-2.1567776731004292e-07,-4.0412391351602555e-07
1.5924564374430056e-09,-2.3736606817383594e-08,-1.1459577346747948e-08,1.0727501570577819e-05
1.5544778665351919e-09,-3.462673047635358e-08,3.507200866596546e-08,-2.723463249616242e-08
1.5025377708206615e-09,1.4569123229226718e-07,6.228911033117091e-08,5.808319593954673e-08
1.7356437424882889e-09,6.001976253720014e-08,6.216133983500862e-08,-1.0822602756277274e-06
1.7356437424882889e-09,6.001976253720014e-08,6.216133983500862e-08,-1.8441409734370102e-07
1.8316753625478092e-09,1.3605495891614482e-07,5.4013362918458926e-08,-5.963149551245709e-07
2.0357578009220265e-09,2.937939916693595e-09,1.1854655019763564e-09,-1.0038926976498917e-06
2.040458504788736e-09,-6.61718851370017e-08,-1.0514751719279451e-08,-2.381717437683954e-07
1.934583488569533e-09,2.689642059022343e-08,-1.2758921034300096e-08,2.3319335219187818e-07
1.9749281194548684e-09,-8.887419682160852e-10,-6.489065434970548e-10,-3.245725888981676e-07
1.9735061323057226e-09,-5.2101044183761295e-08,-2.045488590553638e-09,-2.1005156526430217e-07
1.9735061323057226e-09,-5.2101044183761295e-08,-2.045488590553638e-09,-2.1717369733788967e-07
1.8953545660300806e-09,3.4297532262689094e-08,-4.603315449406625e-09,1.1599579034837029e-07
1.950230617650383e-09,-4.9472490202915106e-08,-4.690211286030015e-09,-4.288712569594781e-07
1.871074633325719e-09,3.437591624155457e-08,-8.092404396209429e-09,1.2014998992970846e-07
1.871074633325719e-09,3.437591624155457e-08,-8.092404396209429e-09,-2.1156845563305918e-07
1.922638507688051e-09,-3.8929593904830565e-10,-5.382897048324897e-10,-4.1683831963821853e-07
1.9220156341855737e-09,-5.192660263816964e-08,-2.0856785861778762e-09,-2.1645692514022327e-07
1.8389330699645024e-09,3.9182339425828713e-08,-5.518791544276541e-09,1.3526630528845827e-07
1.8977065791032454e-09,2.784312882750112e-11,-4.207540979982929e-10,-4.6910672004125e-07
1.8977065791032454e-09,2.784312882750112e-11,-4.207540979982929e-10,-2.1997814260016898e-07
1.8977511281093694e-09,-5.471133647233566e-08,-3.866574592598848e-09,-2.2130440035089134e-07
1.8156841234008659e-09,3.156028402357718e-08,-6.500295095822338e-09,1.2892815663186684e-07
1.8661805778385894e-09,-5.094147552724909e-08,-5.814170038691391e-09,-4.310989229173313e-07
1.8661805778385894e-09,-5.094147552724909e-08,-5.814170038691391e-09,-2.2128113293333714e-07
1.784674216994991e-09,3.172314373174999e-08,-9.935311361695292e-09,1.5724468793204136e-07
1.8322589325926159e-09,-1.2107218474605596e-10,-5.834887455184761e-10,-4.1883219441439553e-07
1.8320652170970221e-09,-5.254885805610473e-08,-2.69031707376002e-09,-2.203855982921384e-07
1.8320652170970221e-09,-5.254885805610473e-08,-2.69031707376002e-09,-2.2222898592842918e-07
1.7479870442072546e-09,3.953374185824024e-08,-5.529681772604497e-09,1.0932387822893605e-07
1.807287656994615e-09,2.765042948896928e-10,-4.716722043146194e-10,-4.344845536336929e-07
1.8077300638664386e-09,-4.9952397466964215e-08,-1.1930790782230393e-09,-2.251204607151188e-07
