460	1605286169016	0.000000	0.000000	0.000000
470	9	0.000001	-0.000000	-0.000011
480	10	0.000001	-0.000000	0.000001
490	10	0.000001	-0.000000	0.000001
500	10	0.000001	-0.000000	0.000002
510	10	0.000000	-0.000000	0.000001
519	10	0.000000	-0.000000	0.000004
530	10	-0.000000	0.000000	0.000001
539	10	-0.000000	0.000000	0.000001
549	10	-0.000000	0.000000	-0.000000
560	10	-0.000000	0.000000	-0.000001
570	10	-0.000000	0.000000	0.000001
580	10	0.000000	-0.000000	-0.000002
589	10	-0.000000	0.000000	0.000001
600	10	-0.000000	0.000000	0.000001
610	10	-0.000000	0.000000	0.000002
619	10	-0.000001	0.000000	0.000002
630	10	-0.000001	0.000000	0.000002
639	10	-0.000001	0.000000	-0.000001
650	10	-0.000001	0.000000	0.000001
660	10	-0.000001	0.000000	-0.000001
669	10	-0.000001	0.000000	0.000002
679	10	-0.000001	0.000000	-0.000000
689	10	-0.000001	0.000000	0.000001
700	10	-0.000001	0.000000	0.000000
709	10	-0.000001	0.000000	0.000001
719	10	-0.000001	0.000000	0.000004
730	10	-0.000001	0.000000	0.000001
739	10	-0.000001	0.000000	0.000001
749	10	-0.000001	0.000000	0.000000
760	10	-0.000001	0.000000	0.000000
769	10	-0.000001	0.000000	0.000001
779	10	-0.000002	0.000000	0.000002
790	10	-0.000002	0.000000	0.000001
799	10	-0.000002	0.000000	0.000003
810	11	-0.000002	0.000000	0.000000
819	9	-0.000002	0.000000	0.000002
830	10	-0.000002	0.000000	0.000003
839	10	-0.000002	0.000000	-0.000001
850	10	-0.000002	0.000000	0.000002
860	10	-0.000003	0.000000	0.000004
869	10	-0.000003	0.000000	0.000004
879	10	-0.000003	0.000000	0.000001
889	10	-0.000003	0.000000	0.000002
900	10	-0.000003	0.000000	0.000001
910	10	-0.000003	0.000000	0.000001
919	10	-0.000003	0.000000	0.000005
930	10	-0.000003	0.000000	0.000001
939	10	-0.000004	0.000000	0.000003
950	10	-0.000004	0.000000	0.000003
960	10	-0.000004	0.000000	0.000004
969	10	-0.000005	0.000000	0.000006
980	10	-0.000005	0.000000	0.000006
989	10	-0.000005	0.000000	0.000003
999	10	-0.000005	0.000000	0.000005
1010	10	-0.000006	0.000000	0.000003
1019	10	-0.000006	0.000000	0.000004
1030	10	-0.000006	0.000000	0.000002
1039	10	-0.000006	0.000000	0.000003
1050	10	-0.000006	0.000000	0.000003
1060	10	-0.000006	0.000000	0.000005
1069	10	-0.000007	0.000000	0.000007
1080	10	-0.000007	0.000000	0.000004
1089	10	-0.000007	0.000000	0.000004
1100	10	-0.000007	0.000000	0.000004
1109	10	-0.000008	0.000000	0.000006
1119	10	-0.000008	0.000000	0.000007
1130	10	-0.000008	0.000000	0.000005
1139	10	-0.000009	0.000000	0.000005
1150	10	-0.000009	0.000000	0.000005
1160	10	-0.000009	0.000000	0.000005
1169	10	-0.000009	0.000000	0.000008
1179	10	-0.000010	0.000000	0.000007
1189	10	-0.000010	0.000000	0.000006
1200	10	-0.000011	0.000000	0.000009
1210	10	-0.000011	0.000000	0.000006
1219	10	-0.000012	0.000000	0.000011
1230	10	-0.000012	0.000000	0.000010
1239	10	-0.000013	0.000000	0.000007
1250	10	-0.000013	0.000000	0.000010
1260	10	-0.000014	0.000000	0.000010
1269	10	-0.000015	0.000000	0.000013
1279	10	-0.000015	0.000000	0.000011
1289	10	-0.000016	0.000000	0.000009
1300	10	-0.000016	0.000000	0.000013
1309	10	-0.000017	0.000000	0.000010
1319	10	-0.000018	0.000000	0.000014
1330	10	-0.000018	0.000000	0.000013
1339	10	-0.000019	0.000000	0.000013
1349	10	-0.000020	0.000000	0.000014
1360	10	-0.000020	0.000000	0.000012
1369	10	-0.000021	0.000000	0.000017
1380	10	-0.000022	0.000000	0.000016
1390	10	-0.000023	0.000000	0.000016
1399	10	-0.000024	0.000000	0.000018
1410	10	-0.000025	0.000000	0.000018
1419	10	-0.000026	0.000000	0.000019
1430	10	-0.000027	0.000000	0.000018
1439	10	-0.000028	0.000000	0.000019
1450	10	-0.000029	0.000001	0.000022
1459	10	-0.000030	0.000001	0.000020
1469	10	-0.000032	0.000001	0.000024
1479	10	-0.000033	0.000001	0.000023
1489	10	-0.000034	0.000001	0.000024
1500	10	-0.000036	0.000001	0.000025
1509	10	-0.000037	0.000001	0.000024
1519	10	-0.000038	0.000001	0.000029
1530	10	-0.000040	0.000001	0.000029
1539	10	-0.000042	0.000001	0.000030
1549	10	-0.000043	0.000001	0.000030
1560	10	-0.000045	0.000001	0.000031
1569	10	-0.000047	0.000001	0.000034
1580	10	-0.000048	0.000001	0.000032
1589	10	-0.000050	0.000001	0.000035
1599	10	-0.000052	0.000001	0.000038
1610	10	-0.000055	0.000001	0.000039
1619	10	-0.000057	0.000001	0.000041
1630	10	-0.000059	0.000001	0.000041
1639	10	-0.000061	0.000001	0.000043
1650	10	-0.000064	0.000001	0.000047
1659	10	-0.000066	0.000001	0.000046
1669	10	-0.000069	0.000001	0.000044
1679	10	-0.000071	0.000001	0.000051
1689	10	-0.000074	0.000001	0.000053
1700	10	-0.000077	0.000001	0.000056
1709	10	-0.000080	0.000001	0.000055
1719	10	-0.000084	0.000001	0.000062
1730	10	-0.000087	0.000002	0.000062
1739	10	-0.000090	0.000002	0.000063
1749	10	-0.000094	0.000002	0.000068
1760	10	-0.000098	0.000002	0.000070
