0.000001	0.000001	0.000057	0.000000	0.038457	0.000000	0.000042	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.009712	0.009711	0.000019	-0.000095	-0.000207	-0.000000	-0.000089	0.000095	0.000001	0.009780	0.041989	0.000000	0.041989
0.019934	0.010222	0.000021	-0.000095	-0.000011	-0.000000	0.000005	0.000095	0.000002	0.000040	0.003059	0.000000	0.003059
0.029659	0.009725	0.000014	-0.000096	-0.000030	-0.000000	0.000003	0.000096	0.000003	0.000019	0.003000	0.000000	0.003000
0.039791	0.010132	0.000021	-0.000096	-0.000049	-0.000000	0.000001	0.000096	0.000004	0.000037	0.003101	0.000000	0.003101
0.049826	0.010034	0.000017	-0.000096	-0.000068	-0.000000	-0.000000	0.000096	0.000005	0.000055	0.003208	0.000000	0.003208
0.059709	0.009884	0.000020	-0.000097	-0.000081	-0.000000	0.000001	0.000097	0.000006	0.000071	0.003314	0.000000	0.003314
0.069906	0.010197	0.000021	-0.000098	-0.000100	-0.000000	-0.000000	0.000098	0.000007	0.000086	0.003419	0.000000	0.003419
0.079622	0.009716	0.000014	-0.000099	-0.000108	-0.000000	0.000003	0.000099	0.000008	0.000104	0.003542	0.000000	0.003542
0.089674	0.010052	0.000015	-0.000100	-0.000130	-0.000000	0.000001	0.000100	0.000009	0.000115	0.003641	0.000000	0.003641
0.099752	0.010078	0.000020	-0.000102	-0.000148	-0.000000	-0.000000	0.000102	0.000010	0.000134	0.003777	0.000000	0.003777
0.109668	0.009916	0.000018	-0.000103	-0.000164	-0.000000	0.000000	0.000103	0.000011	0.000152	0.003917	0.000000	0.003917
0.119956	0.010288	0.000023	-0.000105	-0.000182	-0.000000	-0.000000	0.000105	0.000012	0.000166	0.004045	0.000000	0.004045
0.129608	0.009652	0.000013	-0.000107	-0.000189	-0.000000	0.000004	0.000107	0.000013	0.000187	0.004201	0.000000	0.004201
0.139778	0.010170	0.000022	-0.000109	-0.000210	-0.000000	0.000003	0.000109	0.000014	0.000195	0.004317	0.000000	0.004317
0.149799	0.010020	0.000017	-0.000111	-0.000234	-0.000000	-0.000000	0.000111	0.000015	0.000215	0.004482	0.000000	0.004482
0.159611	0.009812	0.000013	-0.000113	-0.000247	-0.000000	0.000002	0.000113	0.000016	0.000239	0.004672	0.000000	0.004672
0.169911	0.010300	0.000021	-0.000116	-0.000270	-0.000000	0.000000	0.000116	0.000017	0.000251	0.004820	0.000000	0.004820
0.179606	0.009695	0.000014	-0.000118	-0.000281	-0.000000	0.000004	0.000118	0.000019	0.000277	0.005029	0.000000	0.005029
0.189723	0.010117	0.000020	-0.000121	-0.000305	-0.000000	0.000002	0.000121	0.000020	0.000287	0.005181	0.000000	0.005181
0.199899	0.010176	0.000020	-0.000124	-0.000329	-0.000000	-0.000000	0.000124	0.000021	0.000309	0.005390	0.000000	0.005390
0.209664	0.009764	0.000013	-0.000128	-0.000340	-0.000000	0.000004	0.000128	0.000022	0.000335	0.005614	0.000000	0.005614
0.219872	0.010208	0.000022	-0.000131	-0.000362	-0.000000	0.000003	0.000131	0.000024	0.000347	0.005797	0.000000	0.005797
0.229595	0.009723	0.000012	-0.000135	-0.000385	0.000000	0.000003	0.000135	0.000025	0.000373	0.006036	0.000000	0.006036
0.239772	0.010177	0.000022	-0.000139	-0.000408	0.000000	0.000002	0.000139	0.000026	0.000387	0.006239	0.000000	0.006239
0.249635	0.009862	0.000015	-0.000143	-0.000436	0.000000	-0.000000	0.000143	0.000028	0.000418	0.006515	0.000000	0.006515
0.259608	0.009973	0.000014	-0.000147	-0.000459	0.000000	0.000000	0.000147	0.000029	0.000443	0.006775	0.000000	0.006775
0.269864	0.010256	0.000019	-0.000152	-0.000484	0.000000	0.000000	0.000152	0.000031	0.000459	0.007012	0.000000	0.007012
0.279603	0.009738	0.000013	-0.000157	-0.000502	0.000000	0.000003	0.000157	0.000032	0.000496	0.007336	0.000000	0.007336
0.289731	0.010128	0.000020	-0.000162	-0.000524	0.000000	0.000005	0.000162	0.000034	0.000506	0.007563	0.000000	0.007563
0.299741	0.010011	0.000027	-0.000167	-0.000555	0.000000	0.000003	0.000167	0.000036	0.000526	0.007835	0.000000	0.007835
0.309668	0.009926	0.000018	-0.000173	-0.000586	0.000000	0.000001	0.000173	0.000037	0.000569	0.008209	0.000000	0.008209
0.319933	0.010266	0.000022	-0.000179	-0.000619	0.000000	-0.000000	0.000179	0.000039	0.000588	0.008503	0.000000	0.008503
0.329617	0.009684	0.000012	-0.000185	-0.000636	0.000000	0.000005	0.000185	0.000041	0.000633	0.008905	0.000000	0.008905
0.339781	0.010163	0.000021	-0.000192	-0.000672	0.000000	0.000003	0.000192	0.000043	0.000641	0.009170	0.000000	0.009170
0.349790	0.010010	0.000020	-0.000198	-0.000710	0.000000	-0.000000	0.000198	0.000045	0.000680	0.009568	0.000000	0.009568
0.359675	0.009884	0.000020	-0.000206	-0.000742	0.000000	0.000000	0.000206	0.000047	0.000723	0.009997	0.000000	0.009997
0.369863	0.010189	0.000020	-0.000213	-0.000778	0.000000	-0.000000	0.000213	0.000049	0.000745	0.010353	0.000000	0.010353
0.379610	0.009747	0.000015	-0.000221	-0.000801	0.000000	0.000004	0.000221	0.000051	0.000792	0.010819	0.000000	0.010819
